Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings
TRZ00228,Cc1ccc(-c2c(-c3nnc(C)c(C)n3)[nH]c3ccc(S(N)(=O)=O)cc23)cc1,393.47,3.26,114.62,2,5,3,4,1
TRZ00229,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccccc2F)nc1C,397.44,3.09,114.62,2,5,3,4,1
TRZ00230,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2cccc(F)c2)nc1C,397.44,3.09,114.62,2,5,3,4,1
TRZ00231,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccc(F)cc2)nc1C,397.44,3.09,114.62,2,5,3,4,1
TRZ00232,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccccc2Cl)nc1C,413.89,3.6,114.62,2,5,3,4,1
TRZ00233,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2cccc(Cl)c2)nc1C,413.89,3.6,114.62,2,5,3,4,1
TRZ00234,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccc(Cl)cc2)nc1C,413.89,3.6,114.62,2,5,3,4,1
TRZ00235,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccccc2Br)nc1C,458.34,3.71,114.62,2,5,3,4,1
TRZ00236,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2cccc(Br)c2)nc1C,458.34,3.71,114.62,2,5,3,4,1
TRZ00237,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccc(Br)cc2)nc1C,458.34,3.71,114.62,2,5,3,4,1
TRZ00238,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2c(F)c(F)c(F)c(F)c2F)nc1C,469.4,3.65,114.62,2,5,3,4,1
TRZ00239,Cc1nnc(-c2nn(Cc3ccc(Cl)cc3Cl)c3ccccc23)nc1C,384.27,4.86,56.49,0,4,3,4,1
TRZ00240,Cc1nnc(-c2nc(-c3ccc(C(C)(C)C)cc3)no2)nc1C,309.37,3.5,77.59,0,6,2,3,1
TRZ00241,Cc1cc(OCc2nnc(C)c(C)n2)cc(C)c1Cl,277.75,3.34,47.9,0,4,3,2,1
TRZ00242,Cc1nnc(Cc2nn[nH]n2)nc1C,191.2,-0.41,93.13,1,6,2,2,1
TRZ00243,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1c1nnc(C)c(C)n1,431.54,3.01,105.23,2,6,4,3,1
TRZ00244,Cc1nnc(Cn2c(=O)c(Cc3ccccc3)nc3ccccc32)nc1C,357.42,2.84,73.56,0,5,4,4,1
TRZ00245,Cc1nnc(-c2cc3cc(OCc4ccccc4)ccc3n2C)nc1C,344.42,4.23,52.83,0,4,4,4,1
TRZ00246,Cc1nnc(-c2ccc(OCc3nc4ccccc4[nH]3)cc2)nc1C,331.38,3.61,76.58,1,5,4,4,1
TRZ00247,Cc1nnc(-c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2cc(Cl)ccc2N)nc1C,448.34,4.36,114.62,2,6,3,4,1
TRZ00248,Cc1ccc(-c2cc(-c3nnc(C)c(C)n3)n[nH]2)o1,255.28,2.45,80.49,1,5,2,3,1
TRZ00249,Cc1nnc(/C(=C\c2ccco2)NC(=O)c2ccco2)nc1C,310.31,2.6,94.05,1,6,4,3,1
TRZ00250,Cc1nnc(-c2cc(C3CC3)nc3ccc(Br)cc23)nc1C,355.24,4.34,51.56,0,4,2,3,1
TRZ00251,Cc1ccc(-c2sc(-c3nnc(C)c(C)n3)c(C)c2C#N)cc1,320.42,4.37,62.46,0,5,2,3,1
TRZ00252,Cc1nnc(-c2ccccc2C#Cc2ccccc2)nc1C,285.35,3.56,38.67,0,3,1,3,1
TRZ00253,Cc1ccc([N+](=O)[O-])cc1NCc1nnc(C)c(C)n1,273.3,2.32,93.84,1,6,4,2,1
TRZ00254,Cc1nnc(-c2cc3ccccc3cc2NS(=O)(=O)c2ccccc2)nc1C,390.47,4.11,84.84,1,5,4,4,1
TRZ00255,Cc1nnc(-c2ccc(Cn3cc(Br)c(N)n3)cc2)nc1C,359.23,2.74,82.51,1,5,3,3,1
TRZ00256,Cc1cc(C)n2c(nc3ccccc32)c1-c1nnc(C)c(C)n1,303.37,3.57,55.97,0,4,1,4,1
TRZ00257,Cc1nnc(-c2cccc(Cn3nc(C)c(Cl)c3C)c2)nc1C,327.82,3.67,56.49,0,4,3,3,1
TRZ00258,Cc1nnc(-c2sc3nc(N4CCOCC4)c4c(c3c2N)CCCC4)nc1C,396.52,3.06,90.05,1,8,2,3,1
TRZ00259,Cc1nnc(-c2ccc(COc3ccc(C(C)(C)C)cc3)o2)nc1C,337.42,4.62,61.04,0,5,4,3,1
TRZ00260,Cc1nnc(Cc2nnc(N)s2)nc1C,222.28,0.51,90.47,1,7,2,2,1
TRZ00261,COc1ccc(-c2c(-c3ccc(OCc4nnc(C)c(C)n4)cc3O)n[nH]c2C)cc1,417.47,4.15,106.04,2,7,6,4,1
TRZ00262,Cc1nnc(-c2csc(-c3cccc(C(F)(F)F)c3)n2)nc1C,336.34,4.3,51.56,0,5,2,3,1
TRZ00263,CCOC(=O)c1c2ccc(OCc3nnc(C)c(C)n3)cc2n2ccccc12,376.42,3.65,78.61,0,6,5,4,1
TRZ00264,Cc1cc(C(F)(F)F)n(-c2nc(-c3nnc(C)c(C)n3)cs2)n1,340.33,3.12,69.38,0,6,2,3,1
TRZ00265,COc1ccc(OC)c(NC(=O)N[C@H](Cc2ccccc2)c2nnc(C)c(C)n2)c1,407.47,3.61,98.26,2,6,7,3,1
TRZ00266,Cc1nnc(C(=O)Nc2ccc(O)cc2)nc1C,244.25,1.45,88.0,2,5,2,2,1
TRZ00267,CSc1ccc(/C=C(\NC(=O)c2ccccc2)c2nnc(C)c(C)n2)cc1,376.49,4.14,67.77,1,5,5,3,1
TRZ00268,Cc1nnc([C@H](Cc2ccccc2)NC(=O)NCCc2ccccc2)nc1C,375.48,3.31,79.8,2,4,7,3,1
TRZ00269,Cc1nnc(-c2sc(-c3ccc(Cl)cc3)cc2N)nc1C,316.82,4.12,64.69,1,5,2,3,1
TRZ00270,Cc1nnc(CSc2ncc(-c3ccccc3)[nH]2)nc1C,297.39,3.17,67.35,1,5,4,3,1
TRZ00271,Cc1nnc(-c2ccc(-n3c(C)ccc3C)s2)nc1C,284.39,3.62,43.6,0,4,2,3,1
TRZ00272,Cc1nnc(-c2ccc(CSc3nc4ccccc4[nH]3)cc2)nc1C,347.45,4.32,67.35,1,5,4,4,1
TRZ00273,Cc1nnc(-c2ccccc2OCCOc2ccccc2)nc1C,321.38,3.61,57.13,0,5,6,3,1
TRZ00274,CCN(CC)CCNS(=O)(=O)c1ccc(-c2nnc(C)c(C)n2)cc1,363.49,1.78,88.08,1,6,8,2,1
TRZ00275,Cc1cc(Br)c(OCc2nnc(C)c(C)n2)c2c1CCC2,348.24,3.63,47.9,0,4,3,2,1
TRZ00276,Cc1nnc(-c2ncoc2-c2ccc(Cl)cc2)nc1C,286.72,3.46,64.7,0,5,2,3,1
TRZ00278,Cc1nnc(-c2ccc(Oc3cc(Cl)cc(Cl)c3)o2)nc1C,336.18,4.85,61.04,0,5,3,3,1
TRZ00279,Cc1cc(-c2nc(C)c(-c3nnc(C)c(C)n3)s2)no1,287.35,2.88,77.59,0,7,2,3,1
TRZ00280,Cc1nnc(-c2cccn(Cc3ccc(Cl)cc3Cl)c2=O)nc1C,361.23,3.67,60.67,0,4,3,3,1
TRZ00281,Cc1nnc(-c2cnn(-c3ccccc3)c2-n2cccc2)nc1C,316.37,3.13,61.42,0,4,3,4,1
TRZ00282,Cc1nnc(-c2cc(C(C)(C)C)nn2Cc2ccc(F)cc2)nc1C,339.42,3.84,56.49,0,4,3,3,1
TRZ00283,Cc1nnc(CC2NCCN(Cc3ccccc3)C2=O)nc1C,311.39,1.03,71.01,1,5,4,2,1
TRZ00284,Cc1csc(-c2nnc(C)c(C)n2)c1N(C)C,248.35,2.59,41.91,0,5,2,2,1
TRZ00285,Cc1nnc(-c2oc3nc(-c4ccco4)cc(-c4ccco4)c3c2N)nc1C,373.37,4.4,117.0,1,8,3,5,1
TRZ00286,Cc1nnc(-c2oc3nc(-c4ccccc4)cc(-c4ccco4)c3c2N)nc1C,383.41,4.81,103.86,1,7,3,5,1
TRZ00287,Cc1nnc(-c2scc(S(=O)(=O)C(C)C)c2Cl)nc1C,331.85,3.05,72.81,0,6,3,2,1
TRZ00288,Cc1nnc(CSCc2nc(-c3ccc(Cl)cc3)cs2)nc1C,362.91,4.7,51.56,0,6,5,3,1
TRZ00289,Cc1nnc(CSCc2nc(-c3ccccc3)cs2)nc1C,328.47,4.05,51.56,0,6,5,3,1
TRZ00290,Cc1nnc(-c2cc3cc(OC(F)(F)F)ccc3[nH]2)nc1C,308.26,3.54,63.69,1,4,2,3,1
TRZ00291,Cc1nnc(CCN(Cc2ccco2)S(=O)(=O)c2ccc(Cl)cc2)nc1C,406.9,3.17,89.19,0,6,7,3,1
TRZ00292,Cc1nnc(-c2cc(C34CC5CC(CC(C5)C3)C4)[nH]n2)nc1C,309.42,3.35,67.35,1,4,2,2,1
TRZ00293,CCC(C)(C)C1CCc2[nH]nc(-c3nnc(C)c(C)n3)c2C1,299.42,3.42,67.35,1,4,3,2,1
TRZ00294,Cc1nnc(-c2ccc3c(c2)NC(=O)C(C)(C)O3)nc1C,284.32,2.26,77.0,1,5,1,2,1
TRZ00295,Cc1nnc(-c2ccc(Cn3nc([N+](=O)[O-])c(Cl)c3C)o2)nc1C,348.75,2.86,112.77,0,7,4,3,1
TRZ00296,Cc1nnc(-c2ccc(COc3cccc4ccccc34)o2)nc1C,331.38,4.48,61.04,0,5,4,4,1
TRZ00297,Cc1nnc(-c2ccc(OCC3CC(c4ccc(Cl)cc4)=NO3)cc2)nc1C,394.86,4.38,69.49,0,6,5,3,1
TRZ00298,Cc1nnc(C2COc3cc4ccccc4cc3O2)nc1C,293.33,3.15,57.13,0,5,1,3,1
TRZ00299,Cc1nnc(Cn2c(-c3ccccc3)cc3ccccc32)nc1C,314.39,4.16,43.6,0,3,3,4,1
TRZ00300,Cc1nnc(C(C)Nc2ccc(Cl)cc2)nc1C,262.74,3.31,50.7,1,4,3,2,1
TRZ00301,COc1ccc2c(c1)CCC/C2=N\Nc1nc(-c2nnc(C)c(C)n2)cs1,380.48,3.77,85.18,1,8,4,3,1
TRZ00303,Cc1nnc(-c2ccc(N3CCCCCC3)c([N+](=O)[O-])c2)nc1C,327.39,3.44,85.05,0,6,3,2,1
TRZ00304,Cc1nnc(-c2c(O)c3cccc4c3n(c2=O)CCC4)nc1C,308.34,2.12,80.9,1,5,1,3,1
TRZ00305,Cc1nnc(CO/N=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)nc1C,370.5,4.34,80.49,1,6,4,2,1
TRZ00306,COc1ccc(-c2cn[nH]c2-c2ccc(OCc3nnc(C)c(C)n3)cc2O)cc1,403.44,3.84,106.04,2,7,6,4,1
TRZ00307,Cc1nnc(CNc2ccccc2Cl)nc1C,248.72,2.75,50.7,1,4,3,2,1
TRZ00308,Cc1nnc(-c2nc(N(C)C)nc(N(C)C)n2)nc1C,274.33,0.47,83.82,0,8,3,2,1
TRZ00309,Cc1nnc(-c2ccc(Cn3cc(Cl)cn3)cc2)nc1C,299.77,3.05,56.49,0,4,3,3,1
TRZ00310,CCCn1c(=O)c2[nH]c(-c3ccc(OCc4nnc(C)c(C)n4)cc3)nc2n(CCC)c1=O,449.52,2.75,120.58,1,7,8,4,1
TRZ00311,Cc1nnc(Cn2c(-c3nonc3N)nc3ccccc32)nc1C,322.33,1.52,121.43,1,8,3,4,1
TRZ00312,CCOc1ccc(-c2cc(-c3nnc(C)c(C)n3)[nH]n2)cc1,295.35,2.94,76.58,1,5,4,3,1
TRZ00313,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)[nH]n2)cc1,281.32,2.55,76.58,1,5,3,3,1
TRZ00314,Cc1nnc(-c2ccc(COc3ccc4ccccc4c3)cc2)nc1C,341.41,4.89,47.9,0,4,4,4,1
TRZ00315,Cc1nnc(-c2cccc(COc3ccccc3Br)c2)nc1C,370.25,4.5,47.9,0,4,4,3,1
TRZ00316,COc1ccc(OCc2cccc(-c3nnc(C)c(C)n3)c2)cc1,321.38,3.74,57.13,0,5,5,3,1
TRZ00317,Cc1nnc(-c2cccc(COc3cccc(Br)c3)c2)nc1C,370.25,4.5,47.9,0,4,4,3,1
TRZ00318,Cc1nnc(-c2ccc(COc3ccc4c(c3)CCC4)cc2)nc1C,331.42,4.22,47.9,0,4,4,3,1
TRZ00319,COc1ccc2nc(SCc3nnc(C)c(C)n3)cc(C)c2c1,326.43,3.65,60.79,0,6,4,3,1
TRZ00320,Cc1nnc(/C(=C\c2cccs2)NC(=O)c2ccccc2)nc1C,336.42,3.48,67.77,1,5,4,3,1
TRZ00321,CC1=Nc2ccc(Br)cc2C(c2ccccc2)N1Cc1nnc(C)c(C)n1,422.33,4.91,54.27,0,5,3,3,1
TRZ00322,Cc1nnc(CN2C(=O)Nc3ccc(Br)cc3C2c2ccccc2)nc1C,424.3,4.39,71.01,1,4,3,3,1
TRZ00324,Cc1nnc(CNc2cccc(Br)c2)nc1C,293.17,2.86,50.7,1,4,3,2,1
TRZ00325,CCn1cc(-c2nnc(C)c(C)n2)c(=O)c2cc(F)c(NC3CCCCC3)cc21,395.48,4.37,72.7,1,5,4,3,1
TRZ00326,Cc1nnc(COc2ccccc2[N+](=O)[O-])nc1C,260.25,1.98,91.04,0,6,4,2,1
TRZ00327,Cc1nnc(-c2cc(-c3ccc(Cl)cc3Cl)n[nH]2)nc1C,320.18,3.85,67.35,1,4,2,3,1
TRZ00328,Cc1ccc(COc2ccc(-c3nnc(C)c(C)n3)cc2)cc1,305.38,4.04,47.9,0,4,4,3,1
TRZ00329,Cc1nnc(-c2sccc2OCc2ccc(Cl)cc2)nc1C,331.83,4.45,47.9,0,5,4,3,1
TRZ00330,Cc1nnc(-c2cc3c(ccc4ccccc43)o2)nc1C,275.31,4.05,51.81,0,4,1,4,1
TRZ00331,Cc1nnc(C2CC2c2ccccc2)nc1C,225.3,2.76,38.67,0,3,2,2,1
TRZ00334,Cc1nnc(-c2ccc(N3CCN(c4ccc(-c5nnc(C)c(C)n5)cc4)CC3)cc2)nc1C,452.57,3.95,83.82,0,8,4,4,2
TRZ00335,Cc1nnc(/C=C/c2ccc(Cl)cc2Cl)nc1C,280.16,3.97,38.67,0,3,2,2,1
TRZ00336,Cc1nnc(Cc2c(C)n(Cc3cccc(Cl)c3)c3ccc(C(=O)O)cc23)nc1C,420.9,4.74,80.9,1,4,5,4,1
TRZ00338,COc1ccc2c(c1)c(Cc1nnc(C)c(C)n1)c(Br)n2Cc1ccccc1,437.34,4.85,52.83,0,4,5,4,1
TRZ00339,COc1ccc2c(c1)c(Cc1nnc(C)c(C)n1)c(Cl)n2Cc1ccccc1,392.89,4.74,52.83,0,4,5,4,1
TRZ00340,COc1ccc2c(c1)c(Cc1nnc(C)c(C)n1)c(SC)n2Cc1ccccc1,404.54,4.81,52.83,0,5,6,4,1
TRZ00342,CCc1c(Cc2nnc(C)c(C)n2)c2cc(OC)ccc2n1Cc1ccccc1,386.5,4.65,52.83,0,4,6,4,1
TRZ00343,COc1cccc2c1c(Cc1nnc(C)c(C)n1)c(C)n2Cc1ccccc1,372.47,4.4,52.83,0,4,5,4,1
TRZ00346,COc1ccc2c(c1)c(Cc1nnc(C)c(C)n1)c(C)n2Cc1ccccc1,372.47,4.4,52.83,0,4,5,4,1
TRZ00347,COc1ccc2c(c1)c(Cc1nnc(C)c(C)n1)c(C1CC1)n2Cc1ccccc1,398.51,4.97,52.83,0,4,6,4,1
TRZ00348,Cc1nnc(COc2cccc3c2c(CC(N)=O)c(C)n3Cc2ccccc2)nc1C,415.5,3.41,95.92,1,5,7,4,1
TRZ00352,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(-c2nnc(C)c(C)n2)cc1,358.45,4.02,67.77,1,4,4,3,1
TRZ00353,Cc1nnc(Cc2cc(=O)oc3cc(OCc4ccccc4)ccc23)nc1C,373.41,3.76,78.11,0,6,5,4,1
TRZ00354,Cc1nnc(Cc2cc(=O)oc3cc(OCc4cccc(Cl)c4)ccc23)nc1C,407.86,4.42,78.11,0,6,5,4,1
TRZ00355,CCc1c(-c2nnc(C)c(C)n2)ncc2[nH]c3cc(OC)c(OC)cc3c12,363.42,3.76,85.81,1,6,4,4,1
TRZ00356,Cc1nnc(-c2c(N)ncnc2Nc2ccc(OCc3ccccc3)c(Cl)c2)nc1C,433.9,4.5,111.73,2,8,6,4,1
TRZ00357,Cc1nnc(-c2ccnc(NN)c2)nc1C,216.25,0.84,89.61,2,6,2,2,1
TRZ00358,Cc1nnc(C2=C(O)c3ccccc3S(=O)(=O)N2C)nc1C,318.36,1.51,96.28,1,6,1,2,1
TRZ00360,Cc1nnc(C(C)(C)NC(=O)c2cc3c(n(CC4CCCCC4)c2=O)CCCCCC3)nc1C,465.64,4.55,89.77,1,5,5,2,1
TRZ00363,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OC1(c2nnc(C)c(C)n2)CCC1,456.55,4.97,86.15,0,8,6,4,1
TRZ00367,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OC(C)(C)c1nnc(C)c(C)n1,444.54,4.83,86.15,0,8,6,4,1
TRZ00368,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OC(C)c1nnc(C)c(C)n1,430.51,4.66,86.15,0,8,6,4,1
TRZ00369,COc1ccc(-c2c(CN3CCOCC3)nc3scc(-c4nnc(C)c(C)n4)n23)cc1,436.54,3.37,77.67,0,8,5,4,1
TRZ00370,Cc1nnc(CC(=O)NC2(Cc3ccc(O)cc3)CCCCC2)nc1C,354.45,2.8,88.0,2,5,5,2,1
TRZ00371,Cc1ccc(C)c(OCc2ccc(-c3nnc(C)c(C)n3)o2)c1,309.37,3.94,61.04,0,5,4,3,1
TRZ00372,Cc1nnc(-c2c(Cl)c(C)nn2C)nc1C,237.69,1.85,56.49,0,4,1,2,1
TRZ00373,CCOC(=O)c1cc(-c2nnc(C)c(C)n2)c(=O)[nH]c1C,288.31,1.33,97.83,1,6,3,2,1
TRZ00374,Cc1ccc(OCc2ccc(-c3nnc(C)c(C)n3)o2)cc1C,309.37,3.94,61.04,0,5,4,3,1
TRZ00375,Cc1ccc(OCc2ccc(-c3nnc(C)c(C)n3)o2)c([N+](=O)[O-])c1,340.34,3.54,104.18,0,7,5,3,1
TRZ00376,Cc1nnc(-c2ccc(COc3ccc(Br)cc3)o2)nc1C,360.21,4.09,61.04,0,5,4,3,1
TRZ00377,Cc1nnc(-c2ccc(Cn3nc(C)c(Cl)c3C)cc2)nc1C,327.82,3.67,56.49,0,4,3,3,1
TRZ00378,Cc1nnc(-c2ccc(Cn3cc(Br)cn3)o2)nc1C,334.18,2.76,69.63,0,5,3,3,1
TRZ00379,Cc1nnc(-c2n[nH]c(=O)c3ccccc23)nc1C,253.27,1.39,84.42,1,5,1,3,1
TRZ00380,Cc1nnc(-c2ccc(Cn3cc(Cl)cn3)o2)nc1C,289.73,2.65,69.63,0,5,3,3,1
TRZ00381,Cc1cc(SCc2nnc(C)c(C)n2)c2cc(Br)ccc2n1,375.3,4.4,51.56,0,5,3,3,1
TRZ00382,COc1ccc2c(N)c(-c3nnc(C)c(C)n3)[nH]c2c1,269.31,2.23,89.71,2,5,2,3,1
TRZ00383,CCCc1ccc(OCc2ccc(-c3nnc(C)c(C)n3)o2)c(OC)c1,353.42,4.29,70.27,0,6,7,3,1
TRZ00384,Cc1nnc(-c2nn(-c3ccc(F)cc3)c(=O)c(C#N)c2C)nc1C,336.33,2.02,97.35,0,6,2,3,1
TRZ00385,Cc1nnc(-c2snnc2-c2ccccc2)nc1C,269.33,2.67,64.45,0,6,2,3,1
TRZ00386,COc1ccc2c3c([nH]c2c1)C(C)N(CCc1nnc(C)c(C)n1)CC3,351.45,3.14,66.93,1,5,4,3,1
TRZ00387,Cc1nnc(-c2ccc(COCC(F)(F)F)cc2)nc1C,297.28,3.23,47.9,0,4,4,2,1
TRZ00388,Cc1nnc(C(Cc2cnc[nH]2)NC(=O)OCc2ccccc2)nc1C,352.4,2.42,105.68,2,6,6,3,1
TRZ00389,Cc1nnc(CNc2cccc(Cl)c2)nc1C,248.72,2.75,50.7,1,4,3,2,1
TRZ00390,Cc1cc(-c2nnc(C)c(C)n2)ccn1,200.25,1.86,51.56,0,4,1,2,1
TRZ00391,Cc1nnc(-c2ccnc(F)c2)nc1C,204.21,1.69,51.56,0,4,1,2,1
TRZ00394,Cc1nnc(CSc2nnnn2-c2ccccc2)nc1C,299.36,1.76,82.27,0,7,4,3,1
TRZ00395,Cc1nnc(C2c3ccccc3Oc3ccccc32)nc1C,289.34,3.77,47.9,0,4,1,3,1
TRZ00396,Cc1nnc(-c2sc(-c3ccccc3)nc2C)nc1C,282.37,3.59,51.56,0,5,2,3,1
TRZ00397,COc1cccc(Oc2cn[nH]c2-c2ccc(OCc3nnc(C)c(C)n3)cc2O)c1,419.44,3.96,115.27,2,8,7,4,1
TRZ00398,Cc1nnc(-c2sc(-c3ccccc3)cc2N)nc1C,282.37,3.47,64.69,1,5,2,3,1
TRZ00399,Cc1nnc(-c2sc(-c3cccs3)nc2C)nc1C,288.4,3.65,51.56,0,6,2,3,1
TRZ00400,Cc1ccc(C23CC4CC(C2)CC(c2nnc(C)c(C)n2)(C4)C3)cc1,333.48,4.59,38.67,0,3,2,2,1
TRZ00401,CC(=O)NC(Cc1ccc(O)cc1)c1nnc(C)c(C)n1,286.34,1.61,88.0,2,5,4,2,1
TRZ00402,Cc1nnc(-c2cc(C(=O)c3ccc(Cl)cc3Cl)cn2C)nc1C,361.23,4.03,60.67,0,4,3,3,1
TRZ00403,Cc1nnc(C(C)Nc2ccc(Cl)c(Cl)c2)nc1C,297.19,3.97,50.7,1,4,3,2,1
TRZ00404,Cc1nnc([C@@H](N)Cc2cnc[nH]2)nc1C,218.26,0.45,93.37,2,5,3,2,1
TRZ00405,Cc1nnc(-c2ccc3[nH]c4c(c3c2)CN(C)CC4)nc1C,293.37,2.62,57.7,1,4,1,3,1
TRZ00406,Cc1nnc(Cn2c(C)nc3ccccc32)nc1C,253.31,2.19,56.49,0,4,2,3,1
TRZ00407,COc1ccc2c(Cl)c(-c3nnc(C)c(C)n3)sc2c1,305.79,4.03,47.9,0,5,2,3,1
TRZ00408,Cc1nnc(COc2ccccc2F)nc1C,233.25,2.21,47.9,0,4,3,2,1
TRZ00411,Cc1nnc(COc2cccc(C(F)(F)F)c2)nc1C,283.25,3.09,47.9,0,4,3,2,1
TRZ00412,Cc1nnc(-c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)nc1C,351.41,4.85,67.35,1,4,2,5,1
TRZ00413,Cc1nnc(Cc2c(C)n(Cc3ccccc3)c3ccccc23)nc1C,342.45,4.39,43.6,0,3,4,4,1
TRZ00414,Cc1nnc(-c2nc3ccccc3[nH]2)nc1C,225.26,2.03,67.35,1,4,1,3,1
TRZ00415,Cc1nnc(-c2cccc(C(F)(F)F)n2)nc1C,254.21,2.57,51.56,0,4,1,2,1
TRZ00416,CCn1c(=O)c(-c2nnc(C)c(C)n2)c(O)c2ccccc21,296.33,2.2,80.9,1,5,2,3,1
TRZ00417,Cc1nnc(Cc2ccc(Br)cc2)nc1C,278.15,2.84,38.67,0,3,2,2,1
TRZ00418,Cc1nnc(CC(c2ccccc2)c2ccccc2)nc1C,289.38,3.86,38.67,0,3,4,3,1
TRZ00419,Cc1nnc(Cc2nc3ccccc3n2C)nc1C,253.31,1.97,56.49,0,4,2,3,1
TRZ00420,Cc1nnc(-c2ccc(-n3cnnn3)cc2)nc1C,253.27,1.13,82.27,0,6,2,3,1
TRZ00421,CC1=C(c2nnc(C)c(C)n2)Sc2ccccc2N1,270.36,3.39,50.7,1,5,1,2,1
TRZ00422,Cc1nnc(-c2cc3c(s2)CCCCC3)nc1C,259.38,3.49,38.67,0,4,1,2,1
TRZ00423,Cc1nnc(Cc2cccs2)nc1C,205.29,2.14,38.67,0,4,2,2,1
TRZ00424,Cc1nc(-c2nnc(C)c(C)n2)co1,190.21,1.45,64.7,0,5,1,2,1
TRZ00425,Cc1nnc(-c2ccc(C(=O)O)cc2)nc1C,229.24,1.85,75.97,1,4,2,2,1
TRZ00426,Cc1nnc(CNc2ccccc2F)nc1C,232.26,2.24,50.7,1,4,3,2,1
TRZ00427,Cc1ccc(NCc2nnc(C)c(C)n2)cc1,228.3,2.41,50.7,1,4,3,2,1
TRZ00428,Cc1nnc(C(Cc2ccccc2)NC(=O)OC(C)(C)C)nc1C,328.42,3.3,77.0,1,5,4,2,1
TRZ00429,Cc1nnc(Cc2nc3ccccc3[nH]2)nc1C,239.28,1.96,67.35,1,4,2,3,1
TRZ00430,Cc1nnc(COc2ccccc2-c2ccccc2)nc1C,291.35,3.73,47.9,0,4,4,3,1
TRZ00431,Cc1nnc(-c2cccc(S(=O)(=O)N3CCOCC3)c2)nc1C,334.4,1.18,85.28,0,6,3,2,1
TRZ00432,Cc1nnc(-c2ccc(COc3ccccc3)o2)nc1C,281.31,3.33,61.04,0,5,4,3,1
TRZ00433,Cc1nnc(-c2ccc(F)c(F)c2)nc1C,221.21,2.43,38.67,0,3,1,2,1
TRZ00434,Cc1nnc(-c2cccn2C)nc1C,188.23,1.49,43.6,0,3,1,2,1
TRZ00435,COc1cccc(Cc2nnc(C)c(C)n2)c1,229.28,2.09,47.9,0,4,3,2,1
TRZ00436,Cc1nnc(-c2ccccc2OC(F)(F)F)nc1C,269.23,3.05,47.9,0,4,2,2,1
TRZ00437,Cc1nnc(COc2ccc(OC(F)(F)F)cc2)nc1C,299.25,2.97,57.13,0,5,4,2,1
TRZ00438,Cc1csc(-c2nnc(C)c(C)n2)c1,205.29,2.53,38.67,0,4,1,2,1
TRZ00439,Cc1cncc(-c2nnc(C)c(C)n2)c1,200.25,1.86,51.56,0,4,1,2,1
TRZ00440,Cc1nnc(-c2cccc(NN)n2)nc1C,216.25,0.84,89.61,2,6,2,2,1
TRZ00441,Cc1nnc(-c2cc(OCC(F)(F)F)ccc2OCC(F)(F)F)nc1C,381.28,4.04,57.13,0,5,5,2,1
TRZ00442,Cc1nnc(Cn2nnc3ccccc32)nc1C,240.27,1.28,69.38,0,5,2,3,1
TRZ00443,COc1cccc(-c2nnc(C)c(C)n2)c1O,231.25,1.87,68.13,1,5,2,2,1
TRZ00444,Cc1nnc(-c2ccccc2Oc2ccccc2)nc1C,277.33,3.95,47.9,0,4,3,3,1
TRZ00445,Cc1nnc(COc2ccc([N+](=O)[O-])cc2)nc1C,260.25,1.98,91.04,0,6,4,2,1
TRZ00446,Cc1nnc(COc2ccccc2Cl)nc1C,249.7,2.72,47.9,0,4,3,2,1
TRZ00447,Cc1nnc(-c2ccc(O)c(N)c2)nc1C,216.24,1.44,84.92,2,5,1,2,1
TRZ00448,Cc1nnc(-c2cc(O)cc(O)c2)nc1C,217.23,1.57,79.13,2,5,1,2,1
TRZ00449,Cc1nnc(-c2cccc(Oc3ccccc3)c2)nc1C,277.33,3.95,47.9,0,4,3,3,1
TRZ00450,Cc1nnc(Cc2csc(N)n2)nc1C,221.29,1.12,77.58,1,6,2,2,1
TRZ00451,Cc1nnc(-c2snnc2C)nc1C,207.26,1.32,64.45,0,6,1,2,1
