cmplx_smiles_neutral_std,Exp LgK1
C1CNCCN(Cc2n[nH]c(CN3CCNCCNCC3)n2)CCN1.[Zn+2],26.09
O=P(O)(O)CCl.[Be+2],5.29
O=C(NO)c1ccccc1O.[Ca+2],3.35
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Pr+3],12
NC(CSSCC(N)C(=O)O)C(=O)O.[Zn+2],6.688
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Ba+2],2.47
c1ccncc1.[Mg+2],2.08
O=Nc1ccc2cccc(S(=O)(=O)O)c2c1O.[La+3],4.7
CN(CC(=O)O)CC(=O)O.[Yb+3],7.42
O=C(O)CNCC(=O)O.[Cd+2],5.48
O=C(O)c1cc(Cl)ccc1O.[H+],12.22
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Mn+2],16.72
NCC(=O)NCC(=O)O.[La+3],3.35
NCCN.[Co+2],5.38
Cc1ccc(N(CC(=O)O)CC(=O)O)c(N(CC(=O)O)CC(=O)O)c1.[H+],7
O=C(O)c1ccccc1C(=O)O.[H+],4.92
O=P([O-])([O-])OP(=O)([O-])[O-].[H+],9
O=C(O)[C@@H](O)[C@H](O)C(=O)O.[H+],4.02
O=C(O)CN(CC(=O)O)Cc1cccc(CN(CC(=O)O)CC(=O)O)n1.[Sr+2],9.2
c1cnc2c(c1)ccc1cccnc12.[H+],4.86
O=C1/C(=N/Nc2ccc(S(=O)(=O)O)c3ccccc23)C=C(S(=O)(=O)O)c2cccnc21.[Pb+2],7.24
O=C(O)c1ccccc1C(=O)O.[Co+2],3
O=C(O)CC(O)(CC(=O)O)C(=O)O.[Fe+3],11.85
N[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO.[Mn+2],3.2
O=C(O)c1ccc(O)c(O)c1.[Pr+3],8.23
O=C(O)CCSCC(=O)O.[Ni+2],2.3
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Co+2],12.28
CCC(NCCNC(CC)C(=O)O)C(=O)O.[Zn+2],9.626
O=C(O)CNCC(=O)O.[H+],9.32
O=C1CCC(=O)N(O)CCC(O)CNC(=O)CCC(=O)N(O)CCC(O)CN1.[H+],9.42
Oc1ccccc1.[H+],9.62
O=S(=O)(O)c1cc(O)c2c(O)c(N=Nc3nccs3)c(S(=O)(=O)O)cc2c1.[Cu+2],11.27
CC(C)(NCc1ccccn1)P(=O)(O)O.[H+],10.1
O=C(O)CN1CCCN(CC(=O)O)CCCN(CC(=O)O)CCN(CC(=O)O)CCC1.[Ca+2],3.29
NC(N)=NCCCC(N)C(=O)O.[Mn+2],2.55
NCCCC(N)C(=O)O.[H+],10.52
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Ce+3],16.64
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Co+2],4.66
c1cc2cc(c1)CNCCN1CCNCc3cccc(c3)CNCCN(CCNC2)CCNCc2cccc(c2)CNCC1.[Cu+2],16.79
Oc1ccccc1CN1CCCNCCCNCCC1.[Zn+2],14.1
N#C[S-].[Zn+2],0.56
O=C(O)/C=C/C(=O)O.[Nd+3],2.56
c1ccncc1.[Zn+2],0.99
c1ccncc1.[Cu+2],2.8
O=C(O)CP(CC(=O)O)c1ccccc1.[Cu+2],6.6
Oc1cccc(O)c1O.[Sc+3],14.79
CC(O)(P(=O)(O)O)P(=O)(O)O.[Zn+2],8.6
CCCN(CC(=O)O)CC(=O)O.[H+],10.09
OCCN(CCO)[C@@H]1CCCC[C@H]1O.[Ni+2],3.6
O=c1cc[nH]c(=O)[nH]1.[Cu+2],5.49
NCc1nnn[nH]1.[Co+2],5.36
CCC(C)(O)C(=O)O.[Sm+3],2.8
C=CCC(C(=O)O)C(=O)O.[Eu+3],4.19
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[H+],10.4
O=C(O)/C=C\C(=O)O.[Dy+3],3.75
O=C([O-])[O-].[Y+3],6.02
NC(CS(=O)(=O)O)C(=O)O.[H+],8.41
Cn1ccc(C(=O)NCCN(CCNC(=O)c2ccn(C)c(=O)c2O)CCNC(=O)c2ccn(C)c(=O)c2O)c(O)c1=O.[Gd+3],20.3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Co+2],3.94
O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1.[H+],4.53
Oc1ccc(N=Nc2cccc3nc[nH]c23)c2cccnc12.[Mn+2],6.92
O=Cc1ccccc1O.[Zn+2],2.87
O=C(O)CNC(=O)[C@@H]1CCCN1.[Cu+2],6.08
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Eu+3],15.62
O=c1cc(CCl)occ1O.[Bi+3],10.38
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Cd+2],14.68
NCCN.[Ni+2],5.47
[Cl-].[Cd+2],1.7
CC(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCCN)C(N)=O)[C@@H](C)O.[Cu+2],10.19
CCNCCNCCNCCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-].[Cu+2],13.4
O=c1ccccn1O.[Co+2],4.85
CC(C)[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)O.[H+],7.85
CN(CC(=O)O)CC(=O)O.[Er+3],7.27
c1cc2cc(c1)CNCCN1CCNCc3cccc(c3)CNCCN(CCNC2)CCNCc2cccc(c2)CNCC1.[Co+2],9.81
Oc1cccc(O)c1O.[Dy+3],10.68
C1COCCOCCNCCOCCOCCN1.[H+],9.08
CC[C@H](C)[C@H](N)C(=O)O.[Cu+2],8.3
O=S(=O)([O-])[O-].[Fe+3],1.93
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Ce+3],21.6
NC(Cc1cnc[nH]1)C(=O)O.[Ni+2],8.84
NC(COP(=O)(O)O)C(=O)O.[Ni+2],6.32
O=C(O)CC(=O)O.[Er+3],3.814
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOCCOCCOC(=O)C1.[Eu+3],10.03
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Fe+3],15.7
OCCS.[Bi+3],13.63
NC(CC(=O)O)C(=O)O.[Sm+3],5.13
C(=C/c1ccccn1)\c1cccnc1.[Cu+2],1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[Ba+2],1.18
O=P(O)(O)C(Cl)(Cl)P(=O)(O)O.[H+],9.5
CCC(=O)O.[Hg+2],4.33
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Yb+3],15.91
O=P(O)(O)OC1[C@H](OP(=O)(O)O)[C@H](O)C(O)[C@H](O)[C@H]1OP(=O)(O)O.[Li+],2.38
O=C(O)CCCCC(=O)O.[Cd+2],2
O=C(O)CN(CC(=O)O)CC(=O)O.[Eu+3],11.15
c1ccc(CNCCNCc2ccccn2)nc1.[Co+2],11.96
NC(Cc1ccccc1)C(=O)O.[Pb+2],4.63
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ca+2],10.75
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[H+],9.44
O=C(O)CN(CC(=O)O)CC(=O)O.[H+],9.73
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[Yb+3],22.62
O=C(O)C(S)C(S)C(=O)O.[Pb+2],19.8
NCC(=O)NCCNC(=O)CN.[Cd+2],3.33
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O.[Cu+2],8.81
CSCCC(N)C(=O)O.[H+],9.13
NCCCNCCCN.[Co+2],6.6
NNC(=O)c1ccco1.[Ni+2],4.16
Nc1cccc(N)c1.[Co+2],3.11
CC(O)(C(=O)O)c1ccccc1.[Nd+3],2.55
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Tl+],1.32
CN(C)CCS.[Zn+2],6.92
N#CCN(CC(=O)O)CC(=O)O.[Cu+2],7.45
O=C(O)CNCC(=O)O.[Ni+2],8.13
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Cu+2],5.75
NCC(O)c1ccc(O)c(O)c1.[Be+2],7.95
N.[Ag+],3.37
O=C(O)CCSCCC(=O)O.[Cd+2],2
CC[C@H](C)[C@H](N)C(=O)O.[Co+2],4.59
O=P(O)(O)CCl.[Ba+2],1.11
O=C(O)c1cccc(Br)c1O.[Cu+2],9.2
O=C(NO)c1ccccc1.[Cu+2],7.07
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[Cu+2],3.17
C1CNCCCNCCOCCNCCCNCCCNCCOCCNC1.[Co+2],5.98
NC(Cc1cnc[nH]1)C(=O)O.[Mn+2],6.26
O=C(O)C(O)C(O)C(O)C(=O)O.[Pr+3],3.53
O=C(O)CCO.[Yb+3],1.51
[C-]#N.[H+],9.14
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1.[Zn+2],7.21
O=C(O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO.[H+],3.45
Cc1cnc(C)c(O)c1C=O.[H+],8.04
[Br-].[Hg+2],9.4
c1ccc2c(c1)OCCOCCOCCOCCOCCO2.[K+],1.68
NCC(=O)O.[H+],9.61
O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1.[Pr+3],10.63
CC(Br)C(=O)O.[H+],2.97
O=C(O)CC(O)(CC(=O)O)C(=O)O.[Gd+3],8.4
OP(O)CNCCNCP(O)O.[Fe+3],10.29
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Cd+2],15.5
CC(=O)c1ccccc1O.[H+],10.027
O=P(O)(O)OC1[C@H](OP(=O)(O)O)[C@H](O)C(O)[C@H](O)[C@H]1OP(=O)(O)O.[H+],8.74
CC(S)C(=O)NCC(=O)O.[Sn+4],9.52
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[H+],6.38
NC(Cc1ccccc1)C(=O)O.[Cd+2],3.6
O=P(O)(CC1NCCCNCCNCCCN(CP(=O)(O)c2ccccc2)C1(CP(=O)(O)c1ccccc1)CP(=O)(O)c1ccccc1)c1ccccc1.[H+],9.85
O=Cc1ccccc1O.[Cu+2],5.6
O=C(O)CCCC(=O)O.[La+3],3.74
O=C(O)CN(CCN(CC(=O)O)c1ccccc1O)c1ccccc1O.[H+],13.5
CCC(=O)O.[Dy+3],1.63
NCCNCCCNCCN.[H+],10.28
NCC(=O)O.[Mn+2],3
NCCNCCNCCN.[Cd+2],10.92
CC(C)C(N)C(=O)O.[Cd+2],3.91
NC(CC(=O)O)C(=O)O.[H+],9.79
NCC(=O)N1CCCC1C(=O)O.[Er+3],4.02
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pb+2],15.19
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[H+],9.7
[O-]I(=O)=O.[Th+4],2.49
Cc1cc(=O)n2[nH]cnc2n1.[Cu+2],3.19
CC(C)(O)C(=O)O.[H+],3.76
NCCNCCNCCNCCN.[Co+2],13.2
NC(Cc1c[nH]c2ccccc12)C(=O)O.[H+],9.34
O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1.[Co+2],3.33
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12.[Dy+3],4.36
O=C(O)CO.[Ce+3],2.3
[Cl-].[Ag+],3.7
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1.[Al+3],6.08
OC1COC(O)C(O)C1O.[Ca+2],-0.82
OP(O)CNCCNCP(O)O.[Ni+2],7.52
NCC(=O)NCCNC(=O)CN.[Zn+2],4.31
NC(Cc1ccccc1)C(=O)O.[H+],8.98
O=C(O)CC(O)(CC(=O)O)C(=O)O.[H+],5.57
CN1C(=O)NC(=O)C(N(CC(=O)O)CC(=O)O)C1=O.[K+],1.11
CN1CCCN(C)CCN(C)CCCN(C)CC1.[Co+2],7.58
NCCc1nnn[nH]1.[Cd+2],5.11
O=P(O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1OC(n2cnc3c2ncn2ccnc32)[C@H](O)[C@@H]1O.[Zn+2],5.44
O=C(O)/C=C\C(=O)O.[H+],5.803
O=C(O)CN(CC(=O)O)CC(=O)O.[Cm+3],10.82
NC(CCC(=O)O)C(=O)O.[Cr+3],11.39
NC(Cc1cnc[nH]1)C(=O)O.[Cu+2],10.2
C[C@]12C=C[C@H](O1)[C@H](C(=O)O)[C@@H]2C(=O)O.[Pr+3],5.35
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O.[H+],3.593
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Y+3],10.47
NCCNCCN.[H+],9.94
NC(Cc1ccccc1)C(=O)O.[Zn+2],4.208
[OH-].[V+3],11
O=C(O)C1CSCN1.[Zn+2],3.103
O=C(O)C1CCCN1.[H+],10.41
Nc1cc(=O)[nH]c(N)n1.[H+],9.44
O=S(=O)(O)CC(O)CNC(CO)(CO)CO.[Cu+2],4.74
O=P(O)(O)C1CCCCC1.[Ca+2],1.65
CCOCCP(=O)(O)O.[Ca+2],1.51
O=C(O)CC(=O)O.[H+],5.3
C1CNCCN(CCN(CCN2CCNCCNCCNCC2)CCN2CCNCCNCCNCC2)CCNCCN1.[Zn+2],18.4
C1CNCCOCCN1.[Ni+2],8.05
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[Ca+2],6.245
[Cl-].[Ti+4],-0.5
O=C(O)CN(CC(=O)O)CC(=O)O.[Rb+],0.25
CN(CC(=O)O)C(=O)CNC(=O)CN.[H+],7.998
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[Ni+2],2.49
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Sr+2],4.19
CCCN(CCCS(=O)(=O)O)c1ccc(N=Nc2ccc(Br)cn2)c(O)c1.[Tm+3],8.65
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Cu+2],6.03
O=C(O)c1cccc([N+](=O)[O-])c1.[Tb+3],1.61
O=C(O)C1CCCN1.[Pd+2],10.26
O=C(O)CCCC(=O)O.[Fe+3],7.72
NC(CS)C(=O)O.[Cd+2],12.88
O=S(=O)([O-])[O-].[Fe+3],3.02
O=C(O)CCS.[H+],10.31
CCC(=O)O.[Zn+2],0.98
O=C(O)CCCC(=O)O.[Sc+3],5.21
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[H+],4.24
NCC(N)=O.[Ni+2],4.13
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)ccc1O.[Cu+2],9.11
O=C(CC(=O)C(F)(F)F)c1ccccc1.[Fe+3],7.7
COc1ccc(CN(CCN(C)C)c2ncccn2)cc1.[Hg+2],3.61
CN(C)CCCN.[H+],10.21
Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O.[H+],8.064
CC(O)(P(=O)(O)O)P(=O)(O)O.[Ca+2],5.74
CNC[C@H](O)c1ccc(O)c(O)c1.[H+],10
COP(=O)(O)OP(=O)(O)O.[H+],6.37
O=C(O)CC(O)C(=O)O.[K+],0.11
CC(=O)CP(=O)(O)O.[Mn+2],2.36
O=C(O)CC(O)(C(=O)O)C(=O)O.[Mn+2],3.76
O=C(O)C1CCCC(C(=O)O)N1.[Ho+3],6.32
CCN=Cc1ccccc1O.[H+],11.55
[OH-].[H+],13.79
NCC(=O)NCC(=O)O.[Cu+2],5.63
N.[H+],9.43
O=C(O)C1(C(=O)O)CCCC1.[Co+2],1.92
[F-].[Pb+2],1.38
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[In+3],29.48
O=C(O)CC(O)C(=O)O.[Be+2],2.7
O=C(N/N=C/c1ccccn1)c1ccncc1.[Mn+2],4.71
NCCO.[H+],9.6
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O.[Cu+2],6.2
O=C(O)c1cccc(F)c1.[Tm+3],1.73
Cn1ccnc1CN1CCNCCN(Cc2nccn2C)CCNCC1.[H+],9.55
NCP(=O)(O)O.[Mg+2],2
N#C[S-].[Ag+],7.43
Nc1cccnc1.[H+],6.29
O=C(O)CN(CC(=O)O)CC(=O)O.[Er+3],11.82
Cc1c[nH]c(=O)[nH]c1=O.[H+],9.46
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Ca+2],3.6
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ca+2],10.57
O=C(O)c1ccc2ccccc2c1O.[Ni+2],6.99
c1c[nH]cn1.[Ag+],3.78
O=c1cc(CO)oc(CO)c1O.[Nd+3],5.75
C1CNCCNCCN1.[Ni+2],13.6
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O.[Al+3],8.81
NC(Cc1c[nH]c2ccccc12)C(=O)O.[H+],9.44
O=C(O)CN(CCO)CCO.[Co+2],4.92
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O.[Ca+2],7
CCC(=O)O.[Ca+2],1.21
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Mg+2],3.99
CCCC(=O)O.[Co+2],0.66
O=[N+]([O-])[O-].[Pu+4],0.69
Cc1nc2cncnc2n1C.[Ni+2],1.27
NCCN(CCN)CCN(CCN)CCN.[Fe+2],11.05
CC(N)C(=O)NCC(=O)O.[Cu+2],5.34
O=C(O)CNC(CO)(CO)CO.[Pb+2],6.21
NC(CP(=O)(O)O)C(=O)O.[Zn+2],6.62
NCC(=O)O.[Ni+2],5.827
O=C(O)CC(O)(C(=O)O)C(=O)O.[Fe+2],3.67
C[C@]12C=C[C@H](O1)[C@H](C(=O)O)[C@@H]2C(=O)O.[Nd+3],5.08
Cc1ccc(O)c(O)c1.[Ce+3],9.61
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O.[La+3],16.91
O=C(O)CN(CC(=O)O)CC(=O)O.[Li+],2.51
NC(Cc1cnc[nH]1)C(=O)O.[H+],9
NCCOP(=O)(O)O.[Mg+2],1.7
O=C(O)CO.[H+],3.616
C[C@H](O)C(=O)O.[Ni+2],1.65
Oc1ccc(N=Nc2nccs2)c(O)c1.[Ni+2],10.21
c1ccc(Nc2ccccn2)nc1.[Mn+2],1.78
CC(S)C(=O)NCC(=O)O.[Cd+2],6.83
O=C(O)c1cccc(Br)c1O.[Ni+2],6.68
N[C@@H](CO)C(=O)NO.[H+],9.03
NC(=O)NCCCC(N)C(=O)O.[H+],9.349
NC(Cc1ccccc1)C(=O)O.[H+],9.06
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O.[Ho+3],13.32
CSCC[C@H](NC(=O)[C@@H](N)CSC)C(=O)O.[Ag+],6.01
Nc1ccn(CCOCP(=O)(O)O)c(=O)n1.[Mn+2],2.53
CCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Zn+2],17.35
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[Am+3],22.92
C1COCCOCCOCCN1.[Pb+2],3.75
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Al+3],2.01
NC(Cc1ccccc1)C(=O)NO.[H+],9.08
O=C(O)C1CCCC(C(=O)O)N1.[Eu+3],6.13
NCC(=O)O.[Co+2],3.9
NC(Cc1cnc[nH]1)C(=O)O.[H+],9.16
NCCCC(=O)O.[Cu+2],5.465
O=C(O)CCSCCC(=O)O.[H+],4.93
O=C(O)C(=O)O.[Ca+2],2.69
CC(C)CC(N)C(=O)O.[Mn+2],2.83
O=S(=O)(O)c1cc(O)c(O)c(S(=O)(=O)O)c1.[Yb+3],13.99
O=C(O)CC(O)C(=O)O.[Cu+2],3.4
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[Co+2],2.3
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[Ag+],8.67
O=c1c2ccccc2oc2cccc(O)c12.[Ni+2],5.56
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Pb+2],15
CN(C)c1cccc2c(S(=O)(=O)NCCN3CCNCCNCCNCC3)cccc12.[Zn+2],20.8
CC(C)C(=O)O.[Nd+3],1.91
O=C1C(S(=O)(=O)O)=Cc2cc(S(=O)(=O)O)ccc2/C1=N\Nc1ccc(S(=O)(=O)O)c2ccccc12.[Ni+2],5.45
CN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O.[Ni+2],8.73
O=C(O)c1cc(S(=O)(=O)O)ccc1O.[Th+4],13.38
NCCCC(N)C(=O)O.[Cu+2],13.01
CC(CN)C(=O)O.[H+],10.08
CN1CCOCCN2CCOCCOCCN(CCOCCOCC2)CC1.[Cs+],2
COCC(=O)O.[Cu+2],1.83
NCCNCCNCc1cccc(O)c1CNCCNCCN.[Zn+2],13.5
N.[H+],9.11
N[C@@H](CSCSC[C@H](N)C(=O)O)C(=O)O.[Ag+],8.69
NCCN(CCN)CCN(CCN)CCN.[Co+2],15.55
NC(CO)(CO)CO.[Cd+2],2.06
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[Pd+2],18.73
O=C(O)[C@H](O)[C@@H](O)C(=O)O.[Pb+2],1.944
NCCCCN.[H+],11.16
O=C(O)[C@H](Cc1ccccc1)NCc1cc(CN[C@@H](Cc2ccccc2)C(=O)O)cc(CN[C@@H](Cc2ccccc2)C(=O)O)c1.[Ni+2],3.51
C1CCN2CCOCCOCCN(CC1)CCOCCOCC2.[Tl+],4.1
O=C(O)CP(CC(=O)O)CC(=O)O.[Cu+2],5.87
Nc1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)n1.[Zn+2],2.14
N#C[S-].[Zn+2],0.6
NC(Cc1c[nH]c2ccccc12)C(=O)O.[H+],9.448
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Cu+2],21.67
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Cd+2],15
N#C[S-].[Au+],15.27
NCC(=O)O.[H+],9.76
NC(CO)C(=O)O.[Cu+2],7.86
NCC(=O)O.[H+],9.55
NCCOCCOCCN.[H+],9.79
O=S(=O)(O)c1cc(O)c(O)c(S(=O)(=O)O)c1.[Pr+3],13.98
N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O.[Cu+2],7.72
O=C(O)c1ccc(O)cc1O.[Pr+3],6.34
CC1CN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)C1.[H+],11.47
C1CNCCCNCCCNC1.[Cu+2],12.63
O=C(O)C(O)C(O)C(=O)O.[Ca+2],1.89
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCN(CC(=O)O)CC1.[Gd+3],9.98
NC(Cc1cnc[nH]1)C(=O)O.[H+],9.1
[F-].[Y+3],3.91
CNC(P(=O)(O)O)P(=O)(O)O.[Ni+2],10.06
Clc1ccc2ccc3cccnc3c2n1.[Ni+2],4.58
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Be+2],8.68
CCSCCN.[H+],9.441
C=CC(=O)NC(O)C(=O)O.[Y+3],2.34
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O.[Mg+2],5.886
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)Cc1ccccc1.[Fe+3],15.2
NCCCc1nnn[nH]1.[Cu+2],8.08
CCC(=O)O.[Cr+3],2.74
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Zr+4],27.7
C1COCCN1.[H+],8.754
NCC(=O)O.[H+],9.72
NCCNCCNCCN.[Fe+2],7.8
CC(N)C(=O)O.[Ni+2],5.54
NC(CC(=O)O)C(=O)O.[Bi+3],10.47
O=C(O)CC(=O)O.[Cu+2],5.5
NCCC(C(=O)O)C(=O)CN.[H+],8.12
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Sr+2],2.76
Cc1c(O)c(=O)ccn1CCCNC(=O)CNCC(=O)NCCCn1ccc(=O)c(O)c1C.[Fe+3],26.16
C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2.[Pb+2],12.9
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1.[Hg+2],6.71
O=C(O)c1ccccc1C(=O)O.[H+],5.13
O=C([O-])[O-].[Dy+3],5.83
Cc1c[nH]c(=O)[nH]c1=O.[H+],9.1
NC(Cc1c[nH]c2ccccc12)C(=O)O.[H+],10.5
O=C(O)c1ccccc1O.[K+],-0.5
CC(O)C(N)C(=O)O.[Ho+3],5.39
O=C(O)C(NCCNC(C(=O)O)c1ccccc1O)c1ccccc1O.[Eu+3],18.77
NC(Cc1ccc(O)c(O)c1)C(=O)O.[H+],12.63
O=P(O)(O)C(F)(F)CC1CCCCC1.[Mg+2],1.3
O=C(O)[C@H](O)[C@@H](O)C(=O)O.[H+],3.69
Cc1cn(CCC(N)C(=O)NCC(=O)NC(CCn2cc(C)c(=O)[nH]c2=O)C(=O)NCC(=O)O)c(=O)[nH]c1=O.[Cu+2],14.61
NCCc1cnc[nH]1.[H+],9.81
O=C(O)CN1CCOCCOCCNCCOCCOCC1.[Er+3],6.7
NO.[H+],6.05
c1cnc2c(c1)ccc1cccnc12.[Fe+2],5.85
O=Cc1ccccn1.[Cu+2],2.94
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O.[La+3],10.93
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ni+2],18.12
