Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings,mol,PAINS,PAINS_Alert,BRENK,BRENK_Alert,NIH,NIH_Alert,ZINC,ZINC_Alert,Alert_Count,Has_Hydrazine,Has_Acyl_Hydrazide
TRZ02299,C=C(C)Cn1c(SCc2nnc(C)c(C)n2)nc2ccccc2c1=O,353.45,3.07,73.56,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF289E0>,False,,True,isolated_alkene,False,,False,,1,False,False
TRZ02300,Cc1nnc(-c2cc(-c3ccc(Br)cc3)n[nH]2)nc1C,330.19,3.31,67.35,1,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF28A50>,False,,False,,False,,False,,0,False,False
TRZ02301,Cc1cc(I)ccc1NCc1nnc(C)c(C)n1,354.2,3.01,50.7,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF28AC0>,False,,True,iodine,False,,False,,1,False,False
TRZ02302,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)c3ccccc3n2)cc1,342.4,4.38,60.79,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF28B30>,False,,False,,False,,False,,0,False,False
TRZ02303,COc1cc(-c2nnc(C)c(C)n2)ccc1-c1ccc(-c2nnc(C)c(C)n2)cc1,398.47,4.3,86.57,0,7,4,4,2,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF28BA0>,False,,False,,False,,False,,0,False,False
TRZ02304,COc1ccc2nc(-c3ccccc3)cc(-c3nnc(C)c(C)n3)c2c1,342.4,4.38,60.79,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF28C10>,False,,False,,False,,False,,0,False,False
TRZ02305,CCOc1ccc(-c2ncn(Cc3nnc(C)c(C)n3)c2[N+](=O)[O-])cc1,354.37,2.71,108.86,0,7,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF28C80>,False,,True,nitro_group,False,,False,,1,False,False
TRZ02306,CC(=O)Nc1ccc(-c2cn(Cc3nnc(C)c(C)n3)cn2)cc1,322.37,2.36,85.59,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF28CF0>,False,,False,,False,,False,,0,False,False
TRZ02307,C=CCc1ccccc1OCc1nnc(C)c(C)n1,255.32,2.8,47.9,0,4,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF28D60>,False,,True,isolated_alkene,False,,False,,1,False,False
TRZ02308,Cc1nnc(-c2c(C)n(C)c3ccc(O)cc23)nc1C,268.32,2.66,63.83,1,4,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF28DD0>,False,,False,,False,,False,,0,False,False
TRZ02309,Cc1nnc(-c2cccc(NC(=O)C(C)(C)C)c2)nc1C,284.36,3.14,67.77,1,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF28E40>,False,,False,,False,,False,,0,False,False
TRZ02310,Cc1ccc(S(=O)(=O)Nc2cccc(-c3nnc(C)c(C)n3)c2)cc1,354.44,3.26,84.84,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF28EB0>,False,,False,,False,,False,,0,False,False
TRZ02311,COc1cccc(C(=O)NCc2nnc(C)c(C)n2)c1,272.31,1.43,77.0,1,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF28F20>,False,,False,,False,,False,,0,False,False
TRZ02312,Cc1nnc(CNc2ccc(Cl)cc2Br)nc1C,327.61,3.52,50.7,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF28F90>,False,,False,,False,,False,,0,False,False
TRZ02313,Cc1nnc(-c2c(-c3ccccc3)nc3n(C)c4ccccc4n23)nc1C,354.42,3.96,60.9,0,4,2,5,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29000>,False,,False,,False,,False,,0,False,False
TRZ02314,Cc1nnc(Cn2nnc(-c3ccccc3Cl)n2)nc1C,301.74,1.84,82.27,0,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29070>,False,,False,,False,,False,,0,False,False
TRZ02315,Cc1nnc(-c2sc3nc4c(cc3c2N)COC(C)(C)C4)nc1C,341.44,3.2,86.81,1,7,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF290E0>,False,,False,,False,,False,,0,False,False
TRZ02316,Cc1nnc(-c2c(NC(=O)c3ccc(Cl)cc3)sc(C)c2C)nc1C,372.88,4.74,67.77,1,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29150>,False,,False,,False,,False,,0,False,False
TRZ02317,Cc1nnc(C2CCN(S(=O)(=O)c3ccccc3N)CC2)nc1C,347.44,1.64,102.07,1,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF291C0>,False,,True,aniline,False,,False,,1,False,False
TRZ02318,CSc1c(Cc2nnc(C)c(C)n2)n(C)c2ccccc12,298.42,3.29,43.6,0,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29230>,False,,False,,False,,False,,0,False,False
TRZ02319,Cc1nnc(-c2cc3c(C)nn(-c4ccccc4)c3s2)nc1C,321.41,3.86,56.49,0,5,2,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF292A0>,False,,False,,False,,False,,0,False,False
TRZ02320,Cc1nnc(Cc2csc(CC(N)=O)n2)nc1C,263.33,0.56,94.65,1,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29310>,False,,False,,False,,False,,0,False,False
TRZ02321,Cc1nnc(-c2n[nH]c3c2CCCCCCCCCC3)nc1C,313.45,4.1,67.35,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29380>,False,,False,,False,,False,,0,False,False
TRZ02322,COc1cc(C)ccc1OCc1nnc(C)c(C)n1,259.31,2.38,57.13,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF293F0>,False,,False,,False,,False,,0,False,False
TRZ02323,Cc1nnc(-c2cccc(N3CCCC3=O)c2)nc1C,268.32,2.28,58.98,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29460>,False,,False,,False,,False,,0,False,False
TRZ02324,Cc1nnc(COc2cc(Cl)ccc2Cl)nc1C,284.15,3.37,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF294D0>,False,,False,,False,,False,,0,False,False
TRZ02325,Cc1nnc(COc2ccc(Oc3ccccc3)cc2)nc1C,307.35,3.86,57.13,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29540>,False,,False,,False,,False,,0,False,False
TRZ02326,COc1ccc2c(c1)cc(-c1nnc(C)c(C)n1)n2C,268.32,2.66,52.83,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF295B0>,False,,False,,False,,False,,0,False,False
TRZ02327,CCn1c(SCc2nnc(C)c(C)n2)nc2ccccc21,299.4,3.15,56.49,0,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29620>,False,,False,,False,,False,,0,False,False
TRZ02328,Cc1nnc(-c2cc3c4c(c(N5CCOCC5)nc3s2)COC(C)(C)C4)nc1C,411.53,3.45,73.26,0,8,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29690>,False,,False,,False,,False,,0,False,False
TRZ02329,Cc1nnc(CSc2nnc(-c3cccc(Br)c3)n2-c2ccccc2)nc1C,453.37,4.79,69.38,0,6,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29700>,False,,False,,False,,False,,0,False,False
TRZ02330,Cc1nnc(CSc2nnc(-c3ccc(Br)cc3)n2-c2ccccc2)nc1C,453.37,4.79,69.38,0,6,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29770>,False,,False,,False,,False,,0,False,False
TRZ02332,COc1ccc(/C=C(/NC(=O)c2ccc(Br)o2)c2nnc(C)c(C)n2)cc1,429.27,3.78,90.14,1,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF297E0>,False,,False,,False,,False,,0,False,False
TRZ02333,Cc1nnc(-c2c(Br)cnn2C)nc1C,268.12,1.65,56.49,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29850>,False,,False,,False,,False,,0,False,False
TRZ02334,COc1ccc(-c2nnc(SCc3nnc(C)c(C)n3)n2-c2ccccc2)cc1,404.5,4.04,78.61,0,7,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF298C0>,False,,False,,False,,False,,0,False,False
TRZ02335,Cc1ccc(S(=O)(=O)Nc2ccccc2-c2nnc(C)c(C)n2)cc1,354.44,3.26,84.84,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29930>,False,,False,,False,,False,,0,False,False
TRZ02336,Cc1nnc(C(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)nc1C,345.82,3.52,80.66,1,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF299A0>,False,,False,,False,,False,,0,False,False
TRZ02337,COc1ccc(OC)c(NC(=O)c2nnc(C)c(C)n2)c1,288.31,1.76,86.23,1,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29A10>,False,,False,,False,,False,,0,False,False
TRZ02339,COc1ccc(-c2c(C)oc3cc(OCc4nnc(C)c(C)n4)ccc3c2=O)cc1OC,433.46,4.17,96.57,0,8,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29A80>,False,,False,,False,,False,,0,False,False
TRZ02340,COc1ccc(-c2c(C)oc3cc(OCc4nnc(C)c(C)n4)ccc3c2=O)cc1,403.44,4.16,87.34,0,7,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29AF0>,False,,False,,False,,False,,0,False,False
TRZ02341,Cc1cccc(C(=O)NCc2nnc(C)c(C)n2)c1,256.31,1.73,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29B60>,False,,False,,False,,False,,0,False,False
TRZ02342,Cc1nnc(CNC(=O)c2ccc(S(=O)(=O)N(C)C)cc2)nc1C,349.42,0.67,105.15,1,6,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29BD0>,False,,False,,False,,False,,0,False,False
TRZ02343,Cc1nnc(CNC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)nc1C,391.45,0.44,114.38,1,7,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29C40>,False,,False,,False,,False,,0,False,False
TRZ02344,Cc1nnc(CNC(=O)COc2ccc(Cl)cc2Cl)nc1C,341.2,2.49,77.0,1,5,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29CB0>,False,,False,,False,,False,,0,False,False
TRZ02345,Cc1nnc(CNC(=O)c2cc(Cl)ccc2Cl)nc1C,311.17,2.73,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29D20>,False,,False,,False,,False,,0,False,False
TRZ02346,CCOc1cc(C(=O)NCc2nnc(C)c(C)n2)cc(OCC)c1OCC,374.44,2.61,95.46,1,7,9,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29D90>,False,,False,,False,,False,,0,False,False
TRZ02347,Cc1nnc(CCc2cccc(S(=O)(=O)N3CCOCC3)c2)nc1C,362.46,1.29,85.28,0,6,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29E00>,False,,False,,False,,False,,0,False,False
TRZ02348,CCCC(=O)Nc1ccc(-c2nnc(C)c(C)n2)cc1,270.34,2.89,67.77,1,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29E70>,False,,False,,False,,False,,0,False,False
TRZ02349,Cc1nnc(-c2csc(N3CCOCC3)n2)nc1C,277.35,1.45,64.03,0,7,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29EE0>,False,,False,,False,,False,,0,False,False
TRZ02350,COc1cc(-c2nnc(C)c(C)n2)ccc1OC(C)C,273.34,2.95,57.13,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29F50>,False,,False,,False,,False,,0,False,False
TRZ02351,Cc1nnc(CC(=O)Nc2nc3ccccc3s2)nc1C,299.36,2.28,80.66,1,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF29FC0>,False,,False,,False,,False,,0,False,False
TRZ02352,CCCCc1ccc(OCc2nnc(C)c(C)n2)cc1,271.36,3.41,47.9,0,4,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A030>,False,,False,,False,,False,,0,False,False
TRZ02353,CCCCOc1ccc(OCc2nnc(C)c(C)n2)cc1,287.36,3.25,57.13,0,5,7,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A0A0>,False,,True,Aliphatic_long_chain,False,,False,,1,False,False
TRZ02354,Cc1ccc(S(=O)(=O)N(C)Cc2nnc(C)c(C)n2)cc1,306.39,1.62,76.05,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A110>,False,,False,,False,,False,,0,False,False
TRZ02355,Cc1nnc(-c2cccc(S(=O)(=O)Nc3ccccc3Cl)c2)nc1C,374.85,3.61,84.84,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A180>,False,,False,,False,,False,,0,False,False
TRZ02356,Cc1nc(C)c(-c2nnco2)cc1-c1nnc(C)c(C)n1,282.31,2.22,90.48,0,7,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A1F0>,False,,False,,False,,False,,0,False,False
TRZ02357,Cc1nnc(-c2c(C)c(C#N)c3ccccn23)nc1C,263.3,2.59,66.87,0,4,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A260>,False,,False,,False,,False,,0,False,False
TRZ02358,Cc1nnc(-c2ccccc2OCc2ccc(Cl)cc2)nc1C,325.8,4.39,47.9,0,4,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A2D0>,False,,False,,False,,False,,0,False,False
TRZ02359,Cc1nnc(-c2cc(C)n(-c3ccccc3)c2C)nc1C,278.36,3.56,43.6,0,3,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A340>,True,pyrrole_A(118),False,,False,,False,,1,False,False
TRZ02360,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)n(CCC#N)n2)cc1,334.38,2.94,89.51,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A3B0>,False,,False,,False,,False,,0,False,False
TRZ02361,Cc1nnc(-c2ccc3c(=O)n4c(nc3c2)CCCCC4)nc1C,321.38,2.59,73.56,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A420>,False,,False,,False,,False,,0,False,False
TRZ02363,Cc1cc(C)nc(SCc2ccc(-c3nnc(C)c(C)n3)cc2)n1,337.45,3.85,64.45,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A500>,False,,False,,False,,False,,0,False,False
TRZ02364,Cc1nnc(-c2ccc3c(=O)n4c(nc3c2)CCC4)nc1C,293.33,1.81,73.56,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A570>,False,,False,,False,,False,,0,False,False
TRZ02365,Cc1ccc(SCCc2nnc(C)c(C)n2)cc1,259.38,3.13,38.67,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A5E0>,False,,False,,False,,False,,0,False,False
TRZ02366,Cc1nnc(-c2ccc(CN(C)C)o2)nc1C,232.29,1.81,55.05,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A650>,False,,False,,False,,False,,0,False,False
TRZ02367,Cc1nnc(-c2ccc(S(=O)(=O)N(C)C3CCN(C)CC3)cc2)nc1C,375.5,1.87,79.29,0,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A6C0>,False,,False,,False,,False,,0,False,False
TRZ02368,Cc1nnc(Cn2cc(Cl)c(=O)c(Cl)c2)nc1C,285.13,2.01,60.67,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A730>,False,,False,,False,,False,,0,False,False
TRZ02369,Cc1nnc(-c2[nH]ncc2-c2ccc(Cl)cc2Cl)nc1C,320.18,3.85,67.35,1,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A7A0>,False,,False,,False,,False,,0,False,False
TRZ02370,Cc1nnc(-c2nn(-c3ccc(C(C)(C)C)cc3)c(=O)c(C#N)c2C)nc1C,374.45,3.18,97.35,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A810>,False,,False,,False,,False,,0,False,False
TRZ02371,Cc1nnc(COc2ccc(C(C)(C)C)cc2C(C)(C)C)nc1C,327.47,4.66,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A880>,False,,False,,False,,False,,0,False,False
TRZ02372,Cc1cc(SCc2nnc(C)c(C)n2)c(C)cc1Cl,293.82,4.05,38.67,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A8F0>,False,,False,,False,,False,,0,False,False
TRZ02373,Cc1ccc(OCc2nnc(C)c(C)n2)c2c1CCC2,269.35,2.86,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A960>,False,,False,,False,,False,,0,False,False
TRZ02374,Cc1nnc(C2C(c3ccccc3)C2c2nnc(C)c(C)n2)nc1C,332.41,2.96,77.34,0,6,3,3,2,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2A9D0>,False,,False,,False,,False,,0,False,False
TRZ02375,Cc1ccc(-c2nnn(Cc3nnc(C)c(C)n3)n2)cc1Cl,315.77,2.15,82.27,0,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2AA40>,False,,False,,False,,False,,0,False,False
TRZ02376,CCCc1cc(=O)oc2cc(OCc3nnc(C)c(C)n3)ccc12,325.37,3.13,78.11,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2AAB0>,False,,True,cumarine,False,,False,,1,False,False
TRZ02377,Cc1nnc(CSc2ccnc3cc(Cl)ccc23)nc1C,316.82,3.98,51.56,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2AB20>,False,,False,,False,,False,,0,False,False
TRZ02378,Cc1nnc(-c2ccc(C(C)(C)C)s2)nc1C,247.37,3.51,38.67,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2AB90>,False,,False,,False,,False,,0,False,False
TRZ02379,Cc1nnc(-c2nc(-c3ccccc3)c(C)o2)nc1C,266.3,3.12,64.7,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2AC00>,False,,False,,False,,False,,0,False,False
TRZ02380,COc1cccc(Oc2ccc(OC)cc2-c2nnc(C)c(C)n2)c1,337.38,3.96,66.36,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2AC70>,False,,False,,False,,False,,0,False,False
TRZ02381,Cc1nnc(-c2ccc(-n3nc(C(C)(C)C)cc3C(C)(C)C)cc2)nc1C,363.51,4.94,56.49,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2ACE0>,False,,False,,False,,False,,0,False,False
TRZ02382,Cc1nnc(-c2cc(C)n(-c3c(Cl)cc(Cl)cc3Cl)n2)nc1C,368.66,4.61,56.49,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2AD50>,False,,False,,False,,False,,0,False,False
TRZ02383,Cc1nnc(-c2c(-c3cccs3)n[nH]c2C)nc1C,271.35,2.92,67.35,1,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2ADC0>,False,,False,,False,,False,,0,False,False
TRZ02384,Cc1nnc(-c2cc(COc3cc(Cl)cc(Cl)c3)on2)nc1C,351.19,4.03,73.93,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2AE30>,False,,False,,False,,False,,0,False,False
TRZ02385,Cc1nnc(-c2cc(CSc3ccc(Cl)cc3)on2)nc1C,332.82,4.09,64.7,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2AEA0>,False,,False,,False,,False,,0,False,False
TRZ02386,Cc1nnc(-c2cc(COc3c(Cl)cccc3Cl)on2)nc1C,351.19,4.03,73.93,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2AF10>,False,,False,,False,,False,,0,False,False
TRZ02387,Cc1nnc(-c2nc(COc3ccccc3Cl)no2)nc1C,317.74,2.77,86.82,0,7,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2AF80>,False,,False,,False,,False,,0,False,False
TRZ02389,Cc1nnc(-c2csc(Cc3c(Cl)cccc3Cl)n2)nc1C,351.26,4.51,51.56,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2AFF0>,False,,False,,False,,False,,0,False,False
TRZ02390,Cc1nnc(-c2sc(COc3ccc(C(C)(C)C)cc3)nc2C)nc1C,368.51,4.8,60.79,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B060>,False,,False,,False,,False,,0,False,False
TRZ02391,Cc1nnc(-c2c(-c3snnc3C)n[nH]c2C)nc1C,287.35,2.01,93.13,1,7,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B0D0>,False,,False,,False,,False,,0,False,False
TRZ02392,Cc1nnc(-c2csc(-c3cccs3)n2)nc1C,274.37,3.34,51.56,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B140>,False,,False,,False,,False,,0,False,False
TRZ02393,Cc1nnc(Cn2nnc(-c3cccs3)n2)nc1C,273.33,1.25,82.27,0,7,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B1B0>,False,,False,,False,,False,,0,False,False
TRZ02394,Cc1nnc(Cc2csc(-c3cccs3)n2)nc1C,288.4,3.26,51.56,0,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B220>,False,,False,,False,,False,,0,False,False
TRZ02395,Cc1nnc(-c2c(C)noc2-c2cccs2)nc1C,272.33,3.18,64.7,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B290>,False,,False,,False,,False,,0,False,False
TRZ02396,Cc1nc(-c2noc(-c3nnc(C)c(C)n3)n2)cs1,274.31,1.97,90.48,0,8,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B300>,False,,False,,False,,False,,0,False,False
TRZ02397,Cc1nnc(Cc2cc(Br)sc2Br)nc1C,363.08,3.67,38.67,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B370>,False,,False,,False,,False,,0,False,False
TRZ02398,Cc1nnc(-c2cc(C(C)(C)C)on2)nc1C,232.29,2.44,64.7,0,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B3E0>,False,,False,,False,,False,,0,False,False
TRZ02399,Cc1nnc(-c2noc(C)c2-c2csc(-c3ccccc3)n2)nc1C,349.42,4.24,77.59,0,7,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B450>,False,,False,,False,,False,,0,False,False
TRZ02400,Cc1nc(-c2c(-c3nnc(C)c(C)n3)noc2C)cs1,287.35,2.88,77.59,0,7,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B4C0>,False,,False,,False,,False,,0,False,False
TRZ02401,Cc1nnc(-c2ccc(Oc3ccc(Cl)cc3)nc2)nc1C,312.76,4.0,60.79,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B530>,False,,False,,False,,False,,0,False,False
TRZ02403,Cc1nnc(C2CCC(c3ccc(Cl)cc3)CC2)nc1C,301.82,4.58,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B5A0>,False,,False,,False,,False,,0,False,False
TRZ02404,Cc1nnc(CNC(=O)c2cccnc2Oc2ccccc2)nc1C,335.37,2.61,89.89,1,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B610>,False,,False,,False,,False,,0,False,False
TRZ02405,Cc1cc(-c2nn(C)c(=O)c3ccccc23)cc(C)c1OCc1nnc(C)c(C)n1,401.47,3.6,82.79,0,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B680>,False,,False,,False,,False,,0,False,False
TRZ02406,COc1ccccc1C1OC(=O)C[C@H]1c1nnc(C)c(C)n1,299.33,2.27,74.2,0,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B6F0>,False,,False,,False,,False,,0,False,False
TRZ02407,Cc1cc(NC(=O)c2nnc(C)c(C)n2)no1,233.23,1.04,93.8,1,6,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B760>,False,,False,,False,,False,,0,False,False
TRZ02408,Cc1nnc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)nc1C,301.31,-0.72,100.49,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B7D0>,False,,False,,False,,False,,0,False,False
TRZ02409,Cc1nnc(-c2sccc2N(C)C)nc1C,234.33,2.28,41.91,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B840>,False,,False,,False,,False,,0,False,False
TRZ02410,Cc1nnc(CSc2ncnc3c(C)csc23)nc1C,303.42,3.09,64.45,0,7,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B8B0>,False,,False,,False,,False,,0,False,False
TRZ02411,Cc1nnc(-c2cc3c(C)nn(C)c3s2)nc1C,259.34,2.41,56.49,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B920>,False,,False,,False,,False,,0,False,False
TRZ02412,COc1c(Br)csc1-c1nnc(C)c(C)n1,300.18,2.99,47.9,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2B990>,False,,False,,False,,False,,0,False,False
TRZ02413,Cc1nnc(-c2sccc2NC(=O)c2ccccc2Cl)nc1C,344.83,4.12,67.77,1,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2BA00>,False,,False,,False,,False,,0,False,False
TRZ02414,Cc1nnc(-c2ccsc2-n2c(C)ccc2C)nc1C,284.39,3.62,43.6,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2BA70>,False,,False,,False,,False,,0,False,False
TRZ02415,COc1cc(-c2nnc(C)c(C)n2)c(-n2c(C)ccc2C)cc1OC,338.41,3.58,62.06,0,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2BAE0>,True,pyrrole_A(118),False,,False,,False,,1,False,False
TRZ02416,Cc1nnc(-c2cnn(C)c2-n2cccc2)nc1C,254.3,1.68,61.42,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF2BB50>,False,,False,,False,,False,,0,False,False
