Triazine_ID,SMILES,Source_Hydrazide_SMILES
TRZ00001,Cc1nnc(-c2ccncc2)nc1C,C1=CN=CC=C1C(=O)NN
TRZ00002,Cc1nnc(-c2ccccc2)nc1C,C1=CC=C(C=C1)C(=O)NN
TRZ00003,Cc1nnc(-c2ccc(N)cc2)nc1C,C1=CC(=CC=C1C(=O)NN)N
TRZ00004,Cc1nnc(-c2ccc(Br)cc2)nc1C,C1=CC(=CC=C1C(=O)NN)Br
TRZ00005,COc1ccc(-c2nnc(C)c(C)n2)cc1,COC1=CC=C(C=C1)C(=O)NN
TRZ00006,Cc1nnc(-c2ccccc2O)nc1C,C1=CC=C(C(=C1)C(=O)NN)O
TRZ00007,Cc1nnc(-c2ccc(O)cc2)nc1C,C1=CC(=CC=C1C(=O)NN)O
TRZ00008,Cc1nnc(CN2C(=O)CN=C(c3ccccc3)c3cc(Br)ccc32)nc1C,C1C(=O)N(C2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=C3)CC(=O)NN
TRZ00009,Cc1nnc(CP(=O)(c2ccccc2)c2ccccc2)nc1C,C1=CC=C(C=C1)P(=O)(CC(=O)NN)C2=CC=CC=C2
TRZ00010,COc1ccccc1-c1nnc(C)c(C)n1,COC1=CC=CC=C1C(=O)NN
TRZ00011,Cc1nnc(-c2ccccc2[N+](=O)[O-])nc1C,C1=CC=C(C(=C1)C(=O)NN)[N+](=O)[O-]
TRZ00012,Cc1nnc(-c2cccc(-c3nnc(C)c(C)n3)c2)nc1C,C1=CC(=CC(=C1)C(=O)NN)C(=O)NN
TRZ00013,Cc1nnc(CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)nc1C,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)NN
TRZ00014,Cc1nnc(Cc2ccccc2)nc1C,C1=CC=C(C=C1)CC(=O)NN
TRZ00015,Cc1nnc(-c2cc3ccccc3cc2O)nc1C,C1=CC=C2C=C(C(=CC2=C1)C(=O)NN)O
TRZ00016,Cc1nnc(-c2ccc(N)cc2O)nc1C,C1=CC(=C(C=C1N)O)C(=O)NN
TRZ00017,Cc1nnc(-c2cccnc2)nc1C,C1=CC(=CN=C1)C(=O)NN
TRZ00018,Cc1nnc(-c2ccc([N+](=O)[O-])cc2)nc1C,C1=CC(=CC=C1C(=O)NN)[N+](=O)[O-]
TRZ00019,Cc1nnc(-c2ccc(S(N)(=O)=O)cc2)nc1C,C1=CC(=CC=C1C(=O)NN)S(=O)(=O)N
TRZ00020,Cc1nnc(-c2sc3ccccc3c2Cl)nc1C,C1=CC=C2C(=C1)C(=C(S2)C(=O)NN)Cl
TRZ00021,Cc1nnc(-c2sc3cccc(Cl)c3c2Cl)nc1C,C1=CC2=C(C(=C1)Cl)C(=C(S2)C(=O)NN)Cl
TRZ00022,Cc1nnc(-c2ccccc2Cl)nc1C,C1=CC=C(C(=C1)C(=O)NN)Cl
TRZ00023,Cc1nnc(-c2cccc([N+](=O)[O-])c2)nc1C,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NN
TRZ00024,Cc1nnc(-c2ccc(Cl)cc2)nc1C,C1=CC(=CC=C1C(=O)NN)Cl
TRZ00025,Cc1nnc(-c2cc3ccccc3[nH]2)nc1C,C1=CC=C2C(=C1)C=C(N2)C(=O)NN
TRZ00026,Cc1nnc(-c2ccccc2N)nc1C,C1=CC=C(C(=C1)C(=O)NN)N
TRZ00027,Cc1nnc(-c2ccco2)nc1C,C1=COC(=C1)C(=O)NN
TRZ00028,Cc1nnc(Cc2c[nH]c3ccccc23)nc1C,C1=CC=C2C(=C1)C(=CN2)CC(=O)NN
TRZ00029,Cc1nnc(C(O)c2ccccc2)nc1C,C1=CC=C(C=C1)C(C(=O)NN)O
TRZ00030,Cc1nnc(C(O)(c2ccccc2)c2ccccc2)nc1C,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)NN)O
TRZ00031,CCN(CC)c1ccc(-c2nnc(C)c(C)n2)cc1,CCN(CC)C1=CC=C(C=C1)C(=O)NN
TRZ00032,Cc1nnc(COc2cccc3ccccc23)nc1C,C1=CC=C2C(=C1)C=CC=C2OCC(=O)NN
TRZ00033,Cc1ccc(-c2nnc(C)c(C)n2)cc1,CC1=CC=C(C=C1)C(=O)NN
TRZ00034,Cc1nnc(-c2ccc(N(C)C)cc2)nc1C,CN(C)C1=CC=C(C=C1)C(=O)NN
TRZ00035,Cc1nnc(-c2sc(N)nc2C)nc1C,CC1=C(SC(=N1)N)C(=O)NN
TRZ00036,Cc1nnc(Cn2cnc3ccccc32)nc1C,C1=CC=C2C(=C1)N=CN2CC(=O)NN
TRZ00037,Cc1ccc(NC(=O)c2nnc(C)c(C)n2)cc1,CC1=CC=C(C=C1)NC(=O)C(=O)NN
TRZ00038,Cc1nnc(-c2cnn(-c3ccccc3)c2C(F)(F)F)nc1C,C1=CC=C(C=C1)N2C(=C(C=N2)C(=O)NN)C(F)(F)F
TRZ00039,Cc1nnc(CCn2c3ccccc3c3ccccc32)nc1C,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCC(=O)NN
TRZ00040,Cc1nnc(-c2cccc(O)c2)nc1C,C1=CC(=CC(=C1)O)C(=O)NN
TRZ00041,Cc1nnc(-c2cc(O)c(O)c(O)c2)nc1C,C1=C(C=C(C(=C1O)O)O)C(=O)NN
TRZ00042,Cc1nnc(-c2cnccn2)nc1C,C1=CN=C(C=N1)C(=O)NN
TRZ00043,Cc1nnc(Cn2nc(C)c(Br)c2C)nc1C,CC1=C(C(=NN1CC(=O)NN)C)Br
TRZ00044,Cc1cc(C)nc(SCc2nnc(C)c(C)n2)n1,CC1=CC(=NC(=N1)SCC(=O)NN)C
TRZ00045,COc1ccccc1-c1cc(-c2nnc(C)c(C)n2)[nH]n1,COC1=CC=CC=C1C2=NNC(=C2)C(=O)NN
TRZ00046,Cc1nnc(-c2cn3ccc4ccccc4c3n2)nc1C,C1=CC=C2C(=C1)C=CN3C2=NC(=C3)C(=O)NN
TRZ00047,Cc1nnc(-c2ccccc2OCc2ccccc2)nc1C,C1=CC=C(C=C1)COC2=CC=CC=C2C(=O)NN
TRZ00048,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccccc2)nc1C,C1=CC=C(C=C1)C2=C(NC3=C2C=C(C=C3)S(=O)(=O)N)C(=O)NN
TRZ00049,Cc1nnc(-c2cc(-c3ccc(N)cc3)nc3ccc(Br)cc23)nc1C,C1=CC(=CC=C1C2=NC3=C(C=C(C=C3)Br)C(=C2)C(=O)NN)N
TRZ00050,Cc1nnc(-c2ccc3ccccc3n2)nc1C,C1=CC=C2C(=C1)C=CC(=N2)C(=O)NN
TRZ00051,COC(=O)c1ccc(-c2nnc(C)c(C)n2)cc1,COC(=O)C1=CC=C(C=C1)C(=O)NN
TRZ00052,Cc1nnc(-c2[nH]c3ccc(Br)cc3c2-c2ccccc2)nc1C,C1=CC=C(C=C1)C2=C(NC3=C2C=C(C=C3)Br)C(=O)NN
TRZ00053,Cc1nnc(-c2cccnc2Oc2ccccc2)nc1C,C1=CC=C(C=C1)OC2=C(C=CC=N2)C(=O)NN
TRZ00054,Cc1nnc(C(=O)Nc2ccc(Cl)c(Cl)c2)nc1C,C1=CC(=C(C=C1NC(=O)C(=O)NN)Cl)Cl
TRZ00055,Cc1nnc(-c2ccc([N+](=O)[O-])o2)nc1C,C1=C(OC(=C1)[N+](=O)[O-])C(=O)NN
TRZ00056,Cc1nnc(-c2c[nH]c3ccccc23)nc1C,C1=CC=C2C(=C1)C(=CN2)C(=O)NN
TRZ00057,Cc1nnc(-c2cc(Cl)ccn2)nc1C,C1=CN=C(C=C1Cl)C(=O)NN
TRZ00058,COc1c(Cl)cc(-c2nnc(C)c(C)n2)cc1Cl,COC1=C(C=C(C=C1Cl)C(=O)NN)Cl
TRZ00059,COc1ccc(/C=C/c2nnc(C)c(C)n2)cc1,COC1=CC=C(C=C1)/C=C/C(=O)NN
TRZ00060,Cc1nnc(-c2ccc(O)cc2O)nc1C,C1=CC(=C(C=C1O)O)C(=O)NN
TRZ00061,Cc1nnc(C(C)Oc2cccc(Cl)c2)nc1C,CC(C(=O)NN)OC1=CC(=CC=C1)Cl
TRZ00062,Cc1cccc(-c2nnc(C)c(C)n2)c1,CC1=CC(=CC=C1)C(=O)NN
TRZ00063,COc1ccccc1OCc1nnc(C)c(C)n1,COC1=CC=CC=C1OCC(=O)NN
TRZ00064,Cc1nnc(-c2ccc(CSc3nc4ccccc4s3)cc2)nc1C,C1=CC=C2C(=C1)N=C(S2)SCC3=CC=C(C=C3)C(=O)NN
TRZ00065,Cc1nnc(-c2cc3c(s2)CCC(C)C3)nc1C,CC1CCC2=C(C1)C=C(S2)C(=O)NN
TRZ00066,Cc1nnc(CC2Sc3ccccc3NC2=O)nc1C,C1=CC=C2C(=C1)NC(=O)C(S2)CC(=O)NN
TRZ00067,Cc1nnc(-c2cn3ccccc3n2)nc1C,C1=CC2=NC(=CN2C=C1)C(=O)NN
TRZ00068,Cc1nnc(-c2ncccn2)nc1C,C1=CN=C(N=C1)C(=O)NN
TRZ00069,Cc1nnc(-c2cccnn2)nc1C,C1=CC(=NN=C1)C(=O)NN
TRZ00070,Cc1nnc(-c2ccc(Cl)cc2Cl)nc1C,C1=CC(=C(C=C1Cl)Cl)C(=O)NN
TRZ00071,Cc1nnc(CSc2nnc(-c3ccccc3)n2-c2ccccc2)nc1C,C1=CC=C(C=C1)C2=NN=C(N2C3=CC=CC=C3)SCC(=O)NN
TRZ00072,Cc1nnc(-c2nc3ccccc3s2)nc1C,C1=CC=C2C(=C1)N=C(S2)C(=O)NN
TRZ00073,Cc1nnc(-c2cncc(Br)c2)nc1C,C1=C(C=NC=C1Br)C(=O)NN
TRZ00074,Cc1cc(-c2nnc(C)c(C)n2)n[nH]1,CC1=CC(=NN1)C(=O)NN
TRZ00075,Cc1nnc(-c2nc(Cl)c(Cl)c(N)c2Cl)nc1C,C1(=C(C(=NC(=C1Cl)Cl)C(=O)NN)Cl)N
TRZ00076,Cc1nnc(-c2cc(Cl)ccc2Cl)nc1C,C1=CC(=C(C=C1Cl)C(=O)NN)Cl
TRZ00077,Cc1nnc(-c2ccccc2CO)nc1C,C1=CC=C(C(=C1)CO)C(=O)NN
TRZ00078,Cc1nnc(COc2ccc(F)cc2)nc1C,C1=CC(=CC=C1OCC(=O)NN)F
TRZ00079,Cc1nnc(-c2cc(Br)cs2)nc1C,C1=C(SC=C1Br)C(=O)NN
TRZ00080,Cc1nnc(-c2ccc(-c3nnc(C)c(C)n3)cc2)nc1C,C1=CC(=CC=C1C(=O)NN)C(=O)NN
TRZ00081,Cc1nnc(-c2cc(-c3ccccc3)nc3ccccc23)nc1C,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NN
TRZ00082,Cc1nnc(-c2cccc3ccccc23)nc1C,C1=CC=C2C(=C1)C=CC=C2C(=O)NN
TRZ00083,Cc1nnc(-c2cccs2)nc1C,C1=CSC(=C1)C(=O)NN
TRZ00084,Cc1nnc(-c2cccc(Cl)c2)nc1C,C1=CC(=CC(=C1)Cl)C(=O)NN
TRZ00085,COc1cc(-c2nnc(C)c(C)n2)cc(OC)c1OC,COC1=CC(=CC(=C1OC)OC)C(=O)NN
TRZ00086,Cc1nnc(-c2cccc(N)c2)nc1C,C1=CC(=CC(=C1)N)C(=O)NN
TRZ00087,Cc1nnc(COc2ccccc2)nc1C,C1=CC=C(C=C1)OCC(=O)NN
TRZ00088,CCOc1ccc(-c2nnc(C)c(C)n2)cc1,CCOC1=CC=C(C=C1)C(=O)NN
TRZ00089,Cc1nnc(-c2cnc[nH]2)nc1C,C1=C(NC=N1)C(=O)NN
TRZ00090,Cc1nnc(CCc2c[nH]c3ccccc23)nc1C,C1=CC=C2C(=C1)C(=CN2)CCC(=O)NN
TRZ00091,Cc1nnc(-c2ccccn2)nc1C,C1=CC=NC(=C1)C(=O)NN
TRZ00092,Cc1nnc(COc2ccc(Cl)cc2Cl)nc1C,C1=CC(=C(C=C1Cl)Cl)OCC(=O)NN
TRZ00093,COc1cc(OC)cc(-c2nnc(C)c(C)n2)c1,COC1=CC(=CC(=C1)C(=O)NN)OC
TRZ00094,Cc1nnc(Cc2ccc(Cl)cc2)nc1C,C1=CC(=CC=C1CC(=O)NN)Cl
TRZ00095,COc1cc(-c2nnc(C)c(C)n2)ccc1O,COC1=C(C=CC(=C1)C(=O)NN)O
TRZ00096,Cc1nnc(-c2ccsc2)nc1C,C1=CSC=C1C(=O)NN
TRZ00097,Cc1nnc(Cc2ccsc2)nc1C,C1=CSC=C1CC(=O)NN
TRZ00098,Cc1nnc(-c2cncn2C)nc1C,CN1C=NC=C1C(=O)NN
TRZ00099,Cc1nnc(COc2ccc(Cl)cc2)nc1C,C1=CC(=CC=C1OCC(=O)NN)Cl
TRZ00100,Cc1nnc([C@@H](N)Cc2ccc(O)cc2)nc1C,C1=CC(=CC=C1C[C@@H](C(=O)NN)N)O
TRZ00101,Cc1nnc(-c2ccc(C(C)(C)C)cc2)nc1C,CC(C)(C)C1=CC=C(C=C1)C(=O)NN
TRZ00102,Cc1nnc(-c2ccccc2S(N)(=O)=O)nc1C,C1=CC=C(C(=C1)C(=O)NN)S(=O)(=O)N
TRZ00103,COc1ccc(-n2[nH]c(-c3nnc(C)c(C)n3)c3ccc4nncc4c32)cc1,COC1=CC=C(C=C1)N2C3=C4C=NN=C4C=CC3=C(N2)C(=O)NN
TRZ00104,Cc1nnc(-c2ccc(S(=O)(=O)NCCc3c(-c4cc5ccccc5o4)[nH]c4ccccc34)cc2)nc1C,C1=CC=C2C(=C1)C=C(O2)C3=C(C4=CC=CC=C4N3)CCNS(=O)(=O)C5=CC=C(C=C5)C(=O)NN
TRZ00105,Cc1nnc(-c2ccc(-c3ccccc3Cl)o2)nc1C,C1=CC=C(C(=C1)C2=CC=C(O2)C(=O)NN)Cl
TRZ00106,Cc1nnc(COc2ccc3c(C)cc(=O)oc3c2)nc1C,CC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)NN
TRZ00107,Cc1nnc(COc2ccc3c(C)c(C)c(=O)oc3c2)nc1C,CC1=C(C(=O)OC2=C1C=CC(=C2)OCC(=O)NN)C
TRZ00108,Cc1nnc(-c2nc[nH]c2C(=O)Nc2ccccn2)nc1C,C1=CC=NC(=C1)NC(=O)C2=C(N=CN2)C(=O)NN
TRZ00109,CCn1cc(-c2nnc(C)c(C)n2)c(=O)c2cc(F)c(N3CCOCC3)cc21,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCOCC3)F)C(=O)NN
TRZ00110,CCn1cc(-c2nnc(C)c(C)n2)c(=O)c2cc(F)c(N3CCCCC3)cc21,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCCCC3)F)C(=O)NN
TRZ00111,Cc1cc(C)cc(OCc2ccc(-c3nnc(C)c(C)n3)o2)c1,CC1=CC(=CC(=C1)OCC2=CC=C(O2)C(=O)NN)C
TRZ00112,Cc1nnc(-c2ccc(COc3ccc4ccccc4c3)o2)nc1C,C1=CC=C2C=C(C=CC2=C1)OCC3=CC=C(O3)C(=O)NN
TRZ00113,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)[nH]n2)cc1OC,COC1=C(C=C(C=C1)C2=NNC(=C2)C(=O)NN)OC
TRZ00114,Cc1ccc(NC(=O)c2[nH]cnc2-c2nnc(C)c(C)n2)cc1,CC1=CC=C(C=C1)NC(=O)C2=C(N=CN2)C(=O)NN
TRZ00115,Cc1nnc(-c2sc(-c3ccccc3)c(C#N)c2C)nc1C,CC1=C(SC(=C1C#N)C2=CC=CC=C2)C(=O)NN
TRZ00116,COc1ccccc1OCc1ccc(-c2nnc(C)c(C)n2)o1,COC1=CC=CC=C1OCC2=CC=C(O2)C(=O)NN
TRZ00117,Cc1nnc(-c2ccc(COc3ccc([N+](=O)[O-])cc3)o2)nc1C,C1=CC(=CC=C1[N+](=O)[O-])OCC2=CC=C(O2)C(=O)NN
TRZ00118,Cc1nnc(-c2cccc(Cn3cc(Br)c([N+](=O)[O-])n3)c2)nc1C,C1=CC(=CC(=C1)C(=O)NN)CN2C=C(C(=N2)[N+](=O)[O-])Br
TRZ00119,Cc1nnc(-c2ccc(COCC(F)(F)C(F)F)cc2)nc1C,C1=CC(=CC=C1COCC(C(F)F)(F)F)C(=O)NN
TRZ00120,Cc1cc(C)n(Cc2ccc(-c3nnc(C)c(C)n3)o2)n1,CC1=CC(=NN1CC2=CC=C(O2)C(=O)NN)C
TRZ00121,Cc1nnc(-c2ccc(Cn3nc(C)c(Cl)c3C)o2)nc1C,CC1=C(C(=NN1CC2=CC=C(O2)C(=O)NN)C)Cl
TRZ00122,COc1cccc2[nH]c(-c3nnc(C)c(C)n3)c(N)c12,COC1=CC=CC2=C1C(=C(N2)C(=O)NN)N
TRZ00123,Cc1nnc(-c2cccc(COCC(F)(F)C(F)F)c2)nc1C,C1=CC(=CC(=C1)C(=O)NN)COCC(C(F)F)(F)F
TRZ00124,Cc1ccc(-n2nc(-c3nnc(C)c(C)n3)c(C)c(C#N)c2=O)cc1Cl,CC1=C(C=C(C=C1)N2C(=O)C(=C(C(=N2)C(=O)NN)C)C#N)Cl
TRZ00125,Cc1nnc(-c2csc(Cc3c(Cl)sc4ccc(Cl)cc34)n2)nc1C,C1=CC2=C(C=C1Cl)C(=C(S2)Cl)CC3=NC(=CS3)C(=O)NN
TRZ00126,Cc1nnc(-c2ccc(Cn3cccn3)o2)nc1C,C1=CN(N=C1)CC2=CC=C(O2)C(=O)NN
TRZ00127,CCOc1ccc(OCc2ccc(-c3nnc(C)c(C)n3)o2)cc1,CCOC1=CC=C(C=C1)OCC2=CC=C(O2)C(=O)NN
TRZ00128,Cc1nnc(C(c2ccccc2)c2ccccc2)nc1C,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NN
TRZ00129,Cc1nnc(-c2ccncn2)nc1C,C1=CN=CN=C1C(=O)NN
TRZ00130,Cc1nnc(-c2[nH]c3ccc(Cl)cc3c2Sc2ccccc2)nc1C,C1=CC=C(C=C1)SC2=C(NC3=C2C=C(C=C3)Cl)C(=O)NN
TRZ00131,Cc1nnc(-c2[nH]c3ccccc3c2S(=O)(=O)c2ccccc2)nc1C,C1=CC=C(C=C1)S(=O)(=O)C2=C(NC3=CC=CC=C32)C(=O)NN
TRZ00132,Cc1nnc(-c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2ccccc2)nc1C,C1=CC=C(C=C1)S(=O)(=O)C2=C(NC3=C2C=C(C=C3)Cl)C(=O)NN
TRZ00133,Cc1ccc(S(=O)(=O)c2c(-c3nnc(C)c(C)n3)[nH]c3ccc(Cl)cc23)cc1,CC1=CC=C(C=C1)S(=O)(=O)C2=C(NC3=C2C=C(C=C3)Cl)C(=O)NN
TRZ00134,Cc1nnc(-c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2ccc(F)cc2)nc1C,C1=CC(=CC=C1F)S(=O)(=O)C2=C(NC3=C2C=C(C=C3)Cl)C(=O)NN
TRZ00135,Cc1nnc(-c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2ccc(Cl)cc2)nc1C,C1=CC(=CC=C1S(=O)(=O)C2=C(NC3=C2C=C(C=C3)Cl)C(=O)NN)Cl
TRZ00136,Cc1cc(C)cc(S(=O)(=O)c2c(-c3nnc(C)c(C)n3)[nH]c3ccc(Cl)cc23)c1,CC1=CC(=CC(=C1)S(=O)(=O)C2=C(NC3=C2C=C(C=C3)Cl)C(=O)NN)C
TRZ00137,Cc1nnc(-c2ccc(F)c3c(C(=O)C(=O)N4CCN(C(=O)c5ccccc5)CC4)c[nH]c23)nc1C,C1CN(CCN1C(=O)C2=CC=CC=C2)C(=O)C(=O)C3=CNC4=C(C=CC(=C34)F)C(=O)NN
TRZ00138,Cc1nnc(CCC(=O)Nc2ccccc2)nc1C,C1=CC=C(C=C1)NC(=O)CCC(=O)NN
TRZ00139,Cc1nnc(-c2nc(-c3ccccc3)cc(-c3ccccc3)n2)nc1C,C1=CC=C(C=C1)C2=CC(=NC(=N2)C(=O)NN)C3=CC=CC=C3
TRZ00140,Cc1nnc(-c2ccc3[nH]c4c(c3c2)CCCC4)nc1C,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NN
TRZ00141,CCn1cc(-c2nnc(C)c(C)n2)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)NN
TRZ00142,Cc1nnc(CCn2nnc3ccccc32)nc1C,C1=CC=C2C(=C1)N=NN2CCC(=O)NN
TRZ00143,Cc1nnc(CCN2CCN(Cc3ccccc3)CC2)nc1C,C1CN(CCN1CCC(=O)NN)CC2=CC=CC=C2
TRZ00144,Cc1nnc(Cn2c3ccccc3c3ccccc32)nc1C,C1=CC=C2C(=C1)C3=CC=CC=C3N2CC(=O)NN
TRZ00145,CCCCC#Cc1cncc(-c2nnc(C)c(C)n2)c1,CCCCC#CC1=CC(=CN=C1)C(=O)NN
TRZ00146,Cc1nnc(-c2csc(-c3ccccc3)n2)nc1C,C1=CC=C(C=C1)C2=NC(=CS2)C(=O)NN
TRZ00147,Cc1nnc(-c2sc(-c3ccc(Cl)cc3)nc2C)nc1C,CC1=C(SC(=N1)C2=CC=C(C=C2)Cl)C(=O)NN
TRZ00148,Cc1nnc(-c2sc(-c3ccc(C(F)(F)F)cc3)nc2C)nc1C,CC1=C(SC(=N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NN
TRZ00149,Cc1nnc(-c2[nH]c3ccccc3c2-c2ccccc2)nc1C,C1=CC=C(C=C1)C2=C(NC3=CC=CC=C32)C(=O)NN
TRZ00150,Cc1nnc(-c2nn(-c3ccccc3)nc2C)nc1C,CC1=NN(N=C1C(=O)NN)C2=CC=CC=C2
TRZ00151,Cc1nnc(/C(=C/c2ccc(Oc3ccccc3Br)cc2)NC(=O)c2ccccc2)nc1C,C1=CC=C(C=C1)C(=O)N/C(=C\C2=CC=C(C=C2)OC3=CC=CC=C3Br)/C(=O)NN
TRZ00152,Cc1nnc(-c2cc3ccccc3oc2=O)nc1C,C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)NN
TRZ00153,Cc1cc(-c2nnc(C)c(C)n2)c2cc(Br)ccc2n1,CC1=CC(=C2C=C(C=CC2=N1)Br)C(=O)NN
TRZ00154,Cc1nnc(-c2c(C)nc3ccccn23)nc1C,CC1=C(N2C=CC=CC2=N1)C(=O)NN
TRZ00155,Cc1nnc(-c2ccc(COc3ccc4c(c3)CCC4)o2)nc1C,C1CC2=C(C1)C=C(C=C2)OCC3=CC=C(O3)C(=O)NN
TRZ00156,Cc1nnc(-c2ccccc2-n2cccc2)nc1C,C1=CC=C(C(=C1)C(=O)NN)N2C=CC=C2
TRZ00157,Cc1nnc(CN2C(c3cccc(Cl)c3)=Nc3ccc(Br)cc3C2c2ccccc2)nc1C,C1=CC=C(C=C1)C2C3=C(C=CC(=C3)Br)N=C(N2CC(=O)NN)C4=CC(=CC=C4)Cl
TRZ00158,Cc1nnc(CNc2ccc3ccccc3c2)nc1C,C1=CC=C2C=C(C=CC2=C1)NCC(=O)NN
TRZ00159,Cc1nnc(CNC(=O)OCc2ccccc2)nc1C,C1=CC=C(C=C1)COC(=O)NCC(=O)NN
TRZ00160,Cc1nnc(CNC(=O)c2ccccc2)nc1C,C1=CC=C(C=C1)C(=O)NCC(=O)NN
TRZ00161,Cc1cc(C)n(Cc2nnc(C)c(C)n2)n1,CC1=CC(=NN1CC(=O)NN)C
TRZ00162,Cc1cc(-c2nnc(C)c(C)n2)c(C)o1,CC1=CC(=C(O1)C)C(=O)NN
TRZ00163,Cc1nnc(-c2ccc(F)cc2)nc1C,C1=CC(=CC=C1C(=O)NN)F
TRZ00164,Cc1nnc(Cn2c(C)nc3c(Br)cc(Br)cc3c2=O)nc1C,CC1=NC2=C(C=C(C=C2Br)Br)C(=O)N1CC(=O)NN
TRZ00165,Cc1nnc(-c2nonc2C)nc1C,CC1=NON=C1C(=O)NN
TRZ00166,Cc1nnc(-c2cc(Cl)nc(Cl)c2)nc1C,C1=C(C=C(N=C1Cl)Cl)C(=O)NN
TRZ00167,Cc1nnc(/C=C/c2ccccc2)nc1C,C1=CC=C(C=C1)/C=C/C(=O)NN
TRZ00168,Cc1nnc(-c2csnn2)nc1C,C1=C(N=NS1)C(=O)NN
TRZ00169,CNc1ccccc1-c1nnc(C)c(C)n1,CNC1=CC=CC=C1C(=O)NN
TRZ00170,Cc1cccc(OCc2nnc(C)c(C)n2)c1,CC1=CC(=CC=C1)OCC(=O)NN
TRZ00171,CC(=O)Nc1ccccc1-c1nnc(C)c(C)n1,CC(=O)NC1=CC=CC=C1C(=O)NN
TRZ00172,Cc1cc(-c2nnc(C)c(C)n2)no1,CC1=CC(=NO1)C(=O)NN
TRZ00173,Cc1nnc(CSc2ccc(Cl)cc2)nc1C,C1=CC(=CC=C1SCC(=O)NN)Cl
TRZ00174,Cc1nnc(-c2cccc(N(C)C)c2)nc1C,CN(C)C1=CC=CC(=C1)C(=O)NN
TRZ00175,Cc1ccsc1-c1nnc(C)c(C)n1,CC1=C(SC=C1)C(=O)NN
TRZ00176,Cc1nnc(Cc2ccc(F)cc2)nc1C,C1=CC(=CC=C1CC(=O)NN)F
TRZ00177,Cc1nnc(-c2ccc(N)c(N)c2)nc1C,C1=CC(=C(C=C1C(=O)NN)N)N
TRZ00178,CCOC(=O)c1c(-c2ccccc2)oc2ccc(OCc3nnc(C)c(C)n3)cc12,CCOC(=O)C1=C(OC2=C1C=C(C=C2)OCC(=O)NN)C3=CC=CC=C3
TRZ00179,Cc1nnc(CC23CC4CC(C2)CC(n2ncnn2)(C4)C3)nc1C,C1C2CC3(CC1CC(C2)(C3)N4N=CN=N4)CC(=O)NN
TRZ00180,Cc1nnc(Cn2nc(-c3ccccc3)c3ccccc3c2=O)nc1C,C1=CC=C(C=C1)C2=NN(C(=O)C3=CC=CC=C32)CC(=O)NN
TRZ00181,Cc1nnc(-c2nn(-c3ccc(Cl)cc3)cc2O)nc1C,C1=CC(=CC=C1N2C=C(C(=N2)C(=O)NN)O)Cl
TRZ00182,Cc1nnc(Cc2cccnc2)nc1C,C1=CC(=CN=C1)CC(=O)NN
TRZ00183,Cc1nnc(CN2CCCc3ccccc32)nc1C,C1CC2=CC=CC=C2N(C1)CC(=O)NN
TRZ00184,Cc1nnc(C(C)Oc2ccccc2F)nc1C,CC(C(=O)NN)OC1=CC=CC=C1F
TRZ00185,Cc1nnc(-c2cc(-c3cccs3)nc3ccccc23)nc1C,C1=CC=C2C(=C1)C(=CC(=N2)C3=CC=CS3)C(=O)NN
TRZ00186,Cc1nnc(-c2ccnc(Cl)c2)nc1C,C1=CN=C(C=C1C(=O)NN)Cl
TRZ00187,Cc1nnc(-c2ccc[nH]2)nc1C,C1=CNC(=C1)C(=O)NN
TRZ00188,Cc1nnc(-c2ccc(I)cc2)nc1C,C1=CC(=CC=C1C(=O)NN)I
TRZ00189,Cc1nnc(C(N)Cc2ccccc2)nc1C,C1=CC=C(C=C1)CC(C(=O)NN)N
TRZ00190,Cc1nnc(-c2ccnc(N)c2)nc1C,C1=CN=C(C=C1C(=O)NN)N
TRZ00191,Cc1nnc(-c2ccc3ncccc3c2)nc1C,C1=CC2=C(C=CC(=C2)C(=O)NN)N=C1
TRZ00192,Cc1nnc(-c2ccc(C#N)cc2)nc1C,C1=CC(=CC=C1C#N)C(=O)NN
TRZ00193,Cc1nnc(Cc2ccncc2)nc1C,C1=CN=CC=C1CC(=O)NN
