Triazine_ID,SMILES,Source_Hydrazide_SMILES
TRZ01364,Cc1nnc(C(O)(c2ccc(Cl)cc2)c2ccc(Cl)cc2)nc1C,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(=O)NN)O)Cl
TRZ01365,Cc1cccc(OC(C)(C)c2nnc(C)c(C)n2)c1,CC1=CC(=CC=C1)OC(C)(C)C(=O)NN
TRZ01366,Cc1nnc(C(CC(O)c2ccc(Cl)cc2)CN2CCCCC2)nc1C,C1CCN(CC1)CC(CC(C2=CC=C(C=C2)Cl)O)C(=O)NN
TRZ01367,Cc1nnc(C(CC(O)c2ccc(Cl)cc2)CN2CCCC2)nc1C,C1CCN(C1)CC(CC(C2=CC=C(C=C2)Cl)O)C(=O)NN
TRZ01368,Cc1nnc(CCC(=O)Nc2nncs2)nc1C,C1=NN=C(S1)NC(=O)CCC(=O)NN
TRZ01369,COc1ccc2nc3ccccc3c(SCc3nnc(C)c(C)n3)c2c1,COC1=CC2=C(C3=CC=CC=C3N=C2C=C1)SCC(=O)NN
TRZ01370,Cc1nnc(CCC(=O)Nc2nccs2)nc1C,C1=CSC(=N1)NC(=O)CCC(=O)NN
TRZ01371,CCCc1nnc(NC(=O)CCc2nnc(C)c(C)n2)s1,CCCC1=NN=C(S1)NC(=O)CCC(=O)NN
TRZ01372,Cc1nnc(-c2cc(/C=C/c3ccc([N+](=O)[O-])o3)nc3ccccc23)nc1C,C1=CC=C2C(=C1)C(=CC(=N2)/C=C/C3=CC=C(O3)[N+](=O)[O-])C(=O)NN
TRZ01373,CCCN(CCC)/C(=C\c1ccc([N+](=O)[O-])o1)c1nnc(C)c(C)n1,CCCN(CCC)/C(=C\C1=CC=C(O1)[N+](=O)[O-])/C(=O)NN
TRZ01374,Cc1cc(C)c(/C=C(\c2nnc(C)c(C)n2)N(C)C)c(C)c1,CC1=CC(=C(C(=C1)C)/C=C(\C(=O)NN)/N(C)C)C
TRZ01375,Cc1cc(C)c(/C=C(\NCCc2ccccc2)c2nnc(C)c(C)n2)c(C)c1,CC1=CC(=C(C(=C1)C)/C=C(/C(=O)NN)\NCCC2=CC=CC=C2)C
TRZ01376,Cc1cc(C)c(/C=C(\c2nnc(C)c(C)n2)N(C)CC(C)c2ccccc2)c(C)c1,CC1=CC(=C(C(=C1)C)/C=C(\C(=O)NN)/N(C)CC(C)C2=CC=CC=C2)C
TRZ01377,CN/C(=C\c1c(C)c(C)cc(C)c1C)c1nnc(C)c(C)n1,CC1=CC(=C(C(=C1C)/C=C(/C(=O)NN)\NC)C)C
TRZ01378,CCN/C(=C\c1c(C)c(C)cc(C)c1C)c1nnc(C)c(C)n1,CCN/C(=C\C1=C(C(=CC(=C1C)C)C)C)/C(=O)NN
TRZ01379,CCCN/C(=C\c1c(C)c(C)cc(C)c1C)c1nnc(C)c(C)n1,CCCN/C(=C\C1=C(C(=CC(=C1C)C)C)C)/C(=O)NN
TRZ01380,Cc1cc(C)c(C)c(/C=C(\c2nnc(C)c(C)n2)N(C)C)c1C,CC1=CC(=C(C(=C1C)/C=C(\C(=O)NN)/N(C)C)C)C
TRZ01381,Cc1nnc(/C(=C\c2cc3ccccc3o2)NCCc2ccccc2)nc1C,C1=CC=C(C=C1)CCN/C(=C/C2=CC3=CC=CC=C3O2)/C(=O)NN
TRZ01382,Cc1nnc(/C(=C\c2cc3ccccc3o2)N(C)CC(C)c2ccccc2)nc1C,CC(CN(C)/C(=C/C1=CC2=CC=CC=C2O1)/C(=O)NN)C3=CC=CC=C3
TRZ01383,Cc1nnc(/C(=C\c2ccc3ccccc3c2)N(C)C)nc1C,CN(C)/C(=C/C1=CC2=CC=CC=C2C=C1)/C(=O)NN
TRZ01384,CN/C(=C\c1ccc2ccccc2c1)c1nnc(C)c(C)n1,CN/C(=C\C1=CC2=CC=CC=C2C=C1)/C(=O)NN
TRZ01385,Cc1nnc(/C(=C/c2ccc3ccccc3c2)N(C)C)nc1C,CN(C)/C(=C\C1=CC2=CC=CC=C2C=C1)/C(=O)NN
TRZ01386,CCCN/C(=C\c1ccc2ccccc2c1)c1nnc(C)c(C)n1,CCCN/C(=C\C1=CC2=CC=CC=C2C=C1)/C(=O)NN
TRZ01387,Cc1nnc(/C(=C\c2ccc3ccccc3c2)N(C)CC(C)c2ccccc2)nc1C,CC(CN(C)/C(=C/C1=CC2=CC=CC=C2C=C1)/C(=O)NN)C3=CC=CC=C3
TRZ01388,CC(=O)Nc1ccc(C(=O)N/C(=C\c2ccco2)c2nnc(C)c(C)n2)cc1,CC(=O)NC1=CC=C(C=C1)C(=O)N/C(=C\C2=CC=CO2)/C(=O)NN
TRZ01389,CC(=O)Nc1ccc(C(=O)N/C(=C\c2ccccc2)c2nnc(C)c(C)n2)cc1,CC(=O)NC1=CC=C(C=C1)C(=O)N/C(=C\C2=CC=CC=C2)/C(=O)NN
TRZ01390,CC(=O)Nc1ccc(C(=O)N/C(=C\c2ccccc2Cl)c2nnc(C)c(C)n2)cc1,CC(=O)NC1=CC=C(C=C1)C(=O)N/C(=C\C2=CC=CC=C2Cl)/C(=O)NN
TRZ01391,CC(=O)Nc1ccc(C(=O)N/C(=C\c2ccc3c(c2)OCO3)c2nnc(C)c(C)n2)cc1,CC(=O)NC1=CC=C(C=C1)C(=O)N/C(=C\C2=CC3=C(C=C2)OCO3)/C(=O)NN
TRZ01392,CC(=O)Nc1ccc(C(=O)N/C(=C\c2ccc(N(C)C)cc2)c2nnc(C)c(C)n2)cc1,CC(=O)NC1=CC=C(C=C1)C(=O)N/C(=C\C2=CC=C(C=C2)N(C)C)/C(=O)NN
TRZ01393,CCN(CC)c1ccc(/C=C(\NC(=O)c2ccc(NC(C)=O)cc2)c2nnc(C)c(C)n2)cc1,CCN(CC)C1=CC=C(C=C1)/C=C(/C(=O)NN)\NC(=O)C2=CC=C(C=C2)NC(=O)C
TRZ01394,COc1ccc(/C=C(\NC(=O)c2ccc(NC(C)=O)cc2)c2nnc(C)c(C)n2)cc1,CC(=O)NC1=CC=C(C=C1)C(=O)N/C(=C\C2=CC=C(C=C2)OC)/C(=O)NN
TRZ01395,CC(=O)Nc1ccc(C(=O)N/C(=C\C=C\c2ccccc2)c2nnc(C)c(C)n2)cc1,CC(=O)NC1=CC=C(C=C1)C(=O)N/C(=C\C=C\C2=CC=CC=C2)/C(=O)NN
TRZ01396,COc1ccc(/C=C(\c2ccccc2)c2nnc(C)c(C)n2)cc1,COC1=CC=C(C=C1)/C=C(\C2=CC=CC=C2)/C(=O)NN
TRZ01397,COc1ccc(/C=C(\c2ccccc2)c2nnc(C)c(C)n2)cc1OC,COC1=C(C=C(C=C1)/C=C(\C2=CC=CC=C2)/C(=O)NN)OC
TRZ01398,COc1ccc(/C(=N/N)c2nnc(C)c(C)n2)cc1OC,COC1=C(C=C(C=C1)/C(=N/N)/C(=O)NN)OC
TRZ01399,Cc1nnc(-c2cc3oc(C)c(C)c3[nH]2)nc1C,CC1=C(OC2=C1NC(=C2)C(=O)NN)C
TRZ01400,COc1ccccc1-n1ncc(-c2nnc(C)c(C)n2)c1C,CC1=C(C=NN1C2=CC=CC=C2OC)C(=O)NN
TRZ01401,Cc1nnc(CC2Oc3ccccc3NC2=O)nc1C,C1=CC=C2C(=C1)NC(=O)C(O2)CC(=O)NN
TRZ01402,Cc1nnc(-c2c[nH]c3c(C(F)(F)F)cccc3c2=O)nc1C,C1=CC2=C(C(=C1)C(F)(F)F)NC=C(C2=O)C(=O)NN
TRZ01403,Cc1nnc(COc2ccc(OCc3ccccc3)cc2)nc1C,C1=CC=C(C=C1)COC2=CC=C(C=C2)OCC(=O)NN
TRZ01404,CCOC(=O)c1c(C)oc2ccc(OCc3nnc(C)c(C)n3)cc12,CCOC(=O)C1=C(OC2=C1C=C(C=C2)OCC(=O)NN)C
TRZ01405,COc1ccc2ccccc2c1-c1cc(-c2nnc(C)c(C)n2)[nH]n1,COC1=C(C2=CC=CC=C2C=C1)C3=NNC(=C3)C(=O)NN
TRZ01406,Cc1nnc(CN(Cc2ccccc2)S(=O)(=O)c2ccc(Cl)cc2)nc1C,C1=CC=C(C=C1)CN(CC(=O)NN)S(=O)(=O)C2=CC=C(C=C2)Cl
TRZ01407,Cc1ccc(-c2cc(-c3nnc(C)c(C)n3)c3ccccc3n2)cc1,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NN
TRZ01408,Cc1cc(OCc2ccc(-c3nnc(C)c(C)n3)cc2)ccc1Cl,CC1=C(C=CC(=C1)OCC2=CC=C(C=C2)C(=O)NN)Cl
TRZ01409,Cc1nnc(-c2ccc(COc3ccc(Cl)cc3)cc2)nc1C,C1=CC(=CC=C1COC2=CC=C(C=C2)Cl)C(=O)NN
TRZ01410,COc1cc(-c2nnc(C)c(C)n2)ccc1OCCC(C)C,CC(C)CCOC1=C(C=C(C=C1)C(=O)NN)OC
TRZ01411,COc1ccc(NS(=O)(=O)c2cccc(-c3nnc(C)c(C)n3)c2)cc1,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NN
TRZ01412,COc1cc(-c2cc(-c3nnc(C)c(C)n3)c3ccccc3n2)cc(OC)c1OC,COC1=CC(=CC(=C1OC)OC)C2=NC3=CC=CC=C3C(=C2)C(=O)NN
TRZ01413,Cc1ccc(-n2c(SCc3nnc(C)c(C)n3)nnc2-c2ccccc2)cc1,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NN)C3=CC=CC=C3
TRZ01414,CCn1nc(-c2nnc(C)c(C)n2)c2ccccc2c1=O,CCN1C(=O)C2=CC=CC=C2C(=N1)C(=O)NN
TRZ01415,Cc1nnc(-c2nc(NN)c(Cl)c(N)c2Cl)nc1C,C1(=C(C(=NC(=C1Cl)NN)C(=O)NN)Cl)N
TRZ01416,CCOc1ccc(-c2nnc(C)c(C)n2)cc1OC,CCOC1=C(C=C(C=C1)C(=O)NN)OC
TRZ01417,Cc1nnc(-c2cccc(S(=O)(=O)NCc3ccccc3)c2)nc1C,C1=CC=C(C=C1)CNS(=O)(=O)C2=CC=CC(=C2)C(=O)NN
TRZ01418,Cc1nnc(-c2cc(S(=O)(=O)NCc3ccccc3)ccc2O)nc1C,C1=CC=C(C=C1)CNS(=O)(=O)C2=CC(=C(C=C2)O)C(=O)NN
TRZ01419,Cc1ccc(NC(=O)c2nnc(C)c(C)n2)cc1C,CC1=C(C=C(C=C1)NC(=O)C(=O)NN)C
TRZ01420,Cc1nnc(-c2cc(-c3cccnc3)nc3ccccc23)nc1C,C1=CC=C2C(=C1)C(=CC(=N2)C3=CN=CC=C3)C(=O)NN
TRZ01421,Cc1nnc(-c2ccc(-c3ccc(F)cc3)s2)nc1C,C1=CC(=CC=C1C2=CC=C(S2)C(=O)NN)F
TRZ01422,Cc1nnc(-c2cccc(OC(C)C)c2)nc1C,CC(C)OC1=CC=CC(=C1)C(=O)NN
TRZ01423,CCc1ccc2c(Cl)c(-c3nnc(C)c(C)n3)sc2c1,CCC1=CC2=C(C=C1)C(=C(S2)C(=O)NN)Cl
TRZ01424,Cc1ccc2c(Cl)c(-c3nnc(C)c(C)n3)sc2c1,CC1=CC2=C(C=C1)C(=C(S2)C(=O)NN)Cl
TRZ01425,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)c3ccccc3n2)cc1OC,COC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NN)OC
TRZ01426,Cc1nnc([C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)nc1C,C1=CC=C(C=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)NN
TRZ01427,Cc1nnc(-c2ccncc2F)nc1C,C1=CN=CC(=C1C(=O)NN)F
TRZ01428,Cc1nnc(-c2ccncc2O)nc1C,C1=CN=CC(=C1C(=O)NN)O
TRZ01429,COc1c(C)cccc1-c1nnc(C)c(C)n1,CC1=C(C(=CC=C1)C(=O)NN)OC
TRZ01430,Cc1ccc(-c2nnc(SCc3nnc(C)c(C)n3)n2-c2ccccc2)cc1,CC1=CC=C(C=C1)C2=NN=C(N2C3=CC=CC=C3)SCC(=O)NN
TRZ01431,Cc1nnc(-c2ccn(C)n2)nc1C,CN1C=CC(=N1)C(=O)NN
TRZ01432,Cc1ccc(-c2nnc(C)c(C)n2)cc1Br,CC1=C(C=C(C=C1)C(=O)NN)Br
TRZ01433,CCN(CC)Cc1ccc(-c2nnc(C)c(C)n2)cc1,CCN(CC)CC1=CC=C(C=C1)C(=O)NN
TRZ01434,Cc1nnc(Cc2cccn2C)nc1C,CN1C=CC=C1CC(=O)NN
TRZ01435,Cc1nnc(-c2ccc(OC(C)C)cc2)nc1C,CC(C)OC1=CC=C(C=C1)C(=O)NN
TRZ01436,COc1ccc(NCc2nnc(C)c(C)n2)cc1,COC1=CC=C(C=C1)NCC(=O)NN
TRZ01437,Cc1ccc(C)c(OCc2nnc(C)c(C)n2)c1,CC1=CC(=C(C=C1)C)OCC(=O)NN
TRZ01438,Cc1nnc(COc2ccc(C#N)cc2)nc1C,C1=CC(=CC=C1C#N)OCC(=O)NN
TRZ01439,COc1cccc(NCc2nnc(C)c(C)n2)c1,COC1=CC=CC(=C1)NCC(=O)NN
TRZ01440,Cc1nnc(-c2ccc(Cl)c(Br)c2)nc1C,C1=CC(=C(C=C1C(=O)NN)Br)Cl
TRZ01441,Cc1nnc(-c2ccc(Br)cc2Cl)nc1C,C1=CC(=C(C=C1Br)Cl)C(=O)NN
TRZ01442,Cc1nnc(-c2ccc(Br)c(Cl)c2)nc1C,C1=CC(=C(C=C1C(=O)NN)Cl)Br
TRZ01443,Cc1nnc(-c2ccc(F)cc2F)nc1C,C1=CC(=C(C=C1F)F)C(=O)NN
TRZ01444,CCOc1ccc(-c2nnc(C)c(C)n2)cc1OCC,CCOC1=C(C=C(C=C1)C(=O)NN)OCC
TRZ01445,Cc1nnc(-c2ccccc2C(F)(F)F)nc1C,C1=CC=C(C(=C1)C(=O)NN)C(F)(F)F
TRZ01446,Cc1nnc(-c2ccc(C(F)(F)F)nc2)nc1C,C1=CC(=NC=C1C(=O)NN)C(F)(F)F
TRZ01447,Cc1nnc(-c2cc(Cl)ccc2O)nc1C,C1=CC(=C(C=C1Cl)C(=O)NN)O
TRZ01448,Cc1nnc(-c2ccc(Cl)nc2)nc1C,C1=CC(=NC=C1C(=O)NN)Cl
TRZ01449,Cc1nnc(-c2cnn(-c3ccc(Cl)cc3)c2C)nc1C,CC1=C(C=NN1C2=CC=C(C=C2)Cl)C(=O)NN
TRZ01450,Cc1nnc(-c2cccc(OC(F)(F)F)c2)nc1C,C1=CC(=CC(=C1)OC(F)(F)F)C(=O)NN
TRZ01451,Cc1cc(C)cc(OCc2nnc(C)c(C)n2)c1,CC1=CC(=CC(=C1)OCC(=O)NN)C
TRZ01452,Cc1cc(-c2nnc(C)c(C)n2)ccc1Br,CC1=C(C=CC(=C1)C(=O)NN)Br
TRZ01453,Cc1nnc(-c2cnn(-c3ccccc3)c2C)nc1C,CC1=C(C=NN1C2=CC=CC=C2)C(=O)NN
TRZ01454,Cc1ccccc1-n1ncc(-c2nnc(C)c(C)n2)c1C(F)(F)F,CC1=CC=CC=C1N2C(=C(C=N2)C(=O)NN)C(F)(F)F
TRZ01455,Cc1nnc(-c2cnn(-c3ccc(F)cc3)c2C(F)(F)F)nc1C,C1=CC(=CC=C1N2C(=C(C=N2)C(=O)NN)C(F)(F)F)F
TRZ01456,Cc1nnc(-c2cnn(-c3ccc(F)cc3)c2C)nc1C,CC1=C(C=NN1C2=CC=C(C=C2)F)C(=O)NN
TRZ01457,Cc1ccc(-n2ncc(-c3nnc(C)c(C)n3)c2C)cc1,CC1=CC=C(C=C1)N2C(=C(C=N2)C(=O)NN)C
TRZ01458,Cc1ccc(-c2nnc(C)c(C)n2)c(C)c1,CC1=CC(=C(C=C1)C(=O)NN)C
TRZ01459,Cc1nnc(-c2cc(-c3cccs3)on2)nc1C,C1=CSC(=C1)C2=CC(=NO2)C(=O)NN
TRZ01460,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)no2)cc1,COC1=CC=C(C=C1)C2=CC(=NO2)C(=O)NN
TRZ01461,COc1ccnc(-c2nnc(C)c(C)n2)c1,COC1=CC(=NC=C1)C(=O)NN
TRZ01462,Cc1nnc(-c2ccc(O)c(Cl)c2)nc1C,C1=CC(=C(C=C1C(=O)NN)Cl)O
TRZ01463,Cc1nnc(-c2ccc(S(C)(=O)=O)cc2)nc1C,CS(=O)(=O)C1=CC=C(C=C1)C(=O)NN
TRZ01464,Cc1nnc(-c2ccc(=O)[nH]c2)nc1C,C1=CC(=O)NC=C1C(=O)NN
TRZ01465,Cc1nnc(CCOc2ccccc2)nc1C,C1=CC=C(C=C1)OCCC(=O)NN
TRZ01466,Cc1nnc(-c2ccc(I)cc2O)nc1C,C1=CC(=C(C=C1I)O)C(=O)NN
TRZ01467,Cc1cn[nH]c1-c1nnc(C)c(C)n1,CC1=C(NN=C1)C(=O)NN
TRZ01468,Cc1nnc(-c2nnc(-c3ccccc3)o2)nc1C,C1=CC=C(C=C1)C2=NN=C(O2)C(=O)NN
TRZ01469,Cc1nnc(C(N)c2ccccc2)nc1C,C1=CC=C(C=C1)C(C(=O)NN)N
TRZ01470,Cc1ccc(-c2nnc(C)c(C)n2)cc1F,CC1=C(C=C(C=C1)C(=O)NN)F
TRZ01471,Cc1ccc(-c2nnc(C)c(C)n2)cc1N,CC1=C(C=C(C=C1)C(=O)NN)N
TRZ01472,Cc1nnc(-c2ccc(Cl)cc2F)nc1C,C1=CC(=C(C=C1Cl)F)C(=O)NN
TRZ01473,Cc1nnc(-c2cccc(C#N)c2)nc1C,C1=CC(=CC(=C1)C(=O)NN)C#N
TRZ01474,Cc1cccnc1-c1nnc(C)c(C)n1,CC1=C(N=CC=C1)C(=O)NN
TRZ01475,Cc1nnc(COCc2ccccc2)nc1C,C1=CC=C(C=C1)COCC(=O)NN
TRZ01476,Cc1cc(-c2nnc(C)c(C)n2)on1,CC1=NOC(=C1)C(=O)NN
TRZ01477,COc1ccc(-c2nnc(C)c(C)n2)cc1N,COC1=C(C=C(C=C1)C(=O)NN)N
TRZ01478,Cc1nnc(-c2ccc(Br)cn2)nc1C,C1=CC(=NC=C1Br)C(=O)NN
TRZ01479,Cc1nnc(Cc2cc(F)cc(F)c2)nc1C,C1=C(C=C(C=C1F)F)CC(=O)NN
TRZ01480,Cc1nnc(CCc2ccc(F)cc2)nc1C,C1=CC(=CC=C1CCC(=O)NN)F
TRZ01481,Cc1nnc(-c2cccc3[nH]ccc23)nc1C,C1=CC(=C2C=CNC2=C1)C(=O)NN
TRZ01482,Cc1ncc(-c2nnc(C)c(C)n2)s1,CC1=NC=C(S1)C(=O)NN
TRZ01483,COc1cc(C)ccc1-c1nnc(C)c(C)n1,CC1=CC(=C(C=C1)C(=O)NN)OC
TRZ01484,Cc1cc(-c2nnc(C)c(C)n2)ccc1O,CC1=C(C=CC(=C1)C(=O)NN)O
TRZ01485,Cc1nnc(CCOCc2ccccc2)nc1C,C1=CC=C(C=C1)COCCC(=O)NN
TRZ01486,Cc1ccc(N)cc1-c1nnc(C)c(C)n1,CC1=C(C=C(C=C1)N)C(=O)NN
TRZ01487,Cc1nnc(-c2nc(Cl)cnc2N)nc1C,C1=C(N=C(C(=N1)N)C(=O)NN)Cl
TRZ01488,Cc1nnc(-c2ncnc3nc[nH]c23)nc1C,C1=NC2=NC=NC(=C2N1)C(=O)NN
TRZ01489,Cc1nnc(-c2cnc3ccc(F)cc3c2N)nc1C,C1=CC2=NC=C(C(=C2C=C1F)N)C(=O)NN
TRZ01490,Cc1nnc(-c2ccc(OCC(C)C)cc2)nc1C,CC(C)COC1=CC=C(C=C1)C(=O)NN
TRZ01491,Cc1nnc(CCC(=O)Nc2ccc(NC(=O)c3ccc[nH]3)cc2)nc1C,C1=CNC(=C1)C(=O)NC2=CC=C(C=C2)NC(=O)CCC(=O)NN
TRZ01492,Cc1nnc(CCC(=O)Nc2ccc(NC(=O)C3CCCO3)cc2)nc1C,C1CC(OC1)C(=O)NC2=CC=C(C=C2)NC(=O)CCC(=O)NN
TRZ01493,CC(=O)N[C@@H](Cc1ccc(O)cc1)c1nnc(C)c(C)n1,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)NN
TRZ01494,COc1ccc(-n2c(SCc3nnc(C)c(C)n3)nc3ccc(Cl)cc3c2=O)cc1,COC1=CC=C(C=C1)N2C(=O)C3=C(C=CC(=C3)Cl)N=C2SCC(=O)NN
TRZ01495,CCS(=O)(=O)c1ccc(-c2nnc(C)c(C)n2)cc1,CCS(=O)(=O)C1=CC=C(C=C1)C(=O)NN
TRZ01496,Cc1nnc(-c2sc(-c3nnc(C)c(C)n3)c(C)c2C)nc1C,CC1=C(SC(=C1C)C(=O)NN)C(=O)NN
TRZ01497,Cc1nnc(Cc2n[nH]c(=O)c3ccccc23)nc1C,C1=CC=C2C(=C1)C(=NNC2=O)CC(=O)NN
TRZ01498,Cc1nnc(CCCc2ccc(N=NN(C)C)cc2)nc1C,CN(C)N=NC1=CC=C(C=C1)CCCC(=O)NN
TRZ01499,Cc1nnc(-c2ccc(N=NN(C)C)cc2)nc1C,CN(C)N=NC1=CC=C(C=C1)C(=O)NN
TRZ01500,Cc1nnc(-c2ccccc2N=NN(C)C2CCCCC2)nc1C,CN(C1CCCCC1)N=NC2=CC=CC=C2C(=O)NN
TRZ01501,Cc1cc(N)c(-c2nnc(C)c(C)n2)cc1C,CC1=CC(=C(C=C1C)N)C(=O)NN
TRZ01502,Cc1cc(NCc2nnc(C)c(C)n2)ccc1Cl,CC1=C(C=CC(=C1)NCC(=O)NN)Cl
TRZ01503,Cc1nnc(CNc2cccc(Cl)c2F)nc1C,C1=CC(=C(C(=C1)Cl)F)NCC(=O)NN
TRZ01504,Cc1ccc2cccc(Cc3nnc(C)c(C)n3)c2c1,CC1=CC2=C(C=CC=C2CC(=O)NN)C=C1
TRZ01505,Cc1nnc(Cc2cccc3ccc(Cl)cc23)nc1C,C1=CC2=C(C=C(C=C2)Cl)C(=C1)CC(=O)NN
TRZ01506,COc1ccc(S(=O)(=O)N2C(=O)CCC2c2nnc(C)c(C)n2)cc1,COC1=CC=C(C=C1)S(=O)(=O)N2C(CCC2=O)C(=O)NN
TRZ01507,Cc1nnc(COc2cccc(Br)c2)nc1C,C1=CC(=CC(=C1)Br)OCC(=O)NN
TRZ01508,Cc1nnc(-c2ccc3c(c2)CN(c2ccc(F)cc2)C3)nc1C,C1C2=C(CN1C3=CC=C(C=C3)F)C=C(C=C2)C(=O)NN
TRZ01509,Cc1nnc(CNC(=O)c2cccc(F)c2)nc1C,C1=CC(=CC(=C1)F)C(=O)NCC(=O)NN
TRZ01510,Cc1nnc(-c2cc(-c3ccccc3)n(-c3ccccc3)n2)nc1C,C1=CC=C(C=C1)C2=CC(=NN2C3=CC=CC=C3)C(=O)NN
TRZ01511,Cc1nnc(Cn2cnc(-c3ccc(F)cc3)c2)nc1C,C1=CC(=CC=C1C2=CN(C=N2)CC(=O)NN)F
TRZ01512,Cc1nnc(CCS(=O)(=O)c2ccc3ccccc3c2)nc1C,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)CCC(=O)NN
TRZ01513,Cc1ccc(OCc2nnc(C)c(C)n2)c(Br)c1,CC1=CC(=C(C=C1)OCC(=O)NN)Br
TRZ01514,Cc1ccc2nc(NCc3nnc(C)c(C)n3)nc(-c3ccccc3)c2c1,CC1=CC2=C(C=C1)N=C(N=C2C3=CC=CC=C3)NCC(=O)NN
TRZ01515,Cc1nnc(Cn2nc(Cc3ccccc3)n(N)c2=O)nc1C,C1=CC=C(C=C1)CC2=NN(C(=O)N2N)CC(=O)NN
TRZ01516,COc1cc(/C=C(/NC(=O)c2ccccc2)c2nnc(C)c(C)n2)cc(OC)c1OC,COC1=CC(=CC(=C1OC)OC)/C=C(\C(=O)NN)/NC(=O)C2=CC=CC=C2
TRZ01517,Cc1nnc(CN(CCc2ccccc2)S(=O)(=O)c2ccc(Cl)cc2)nc1C,C1=CC=C(C=C1)CCN(CC(=O)NN)S(=O)(=O)C2=CC=C(C=C2)Cl
TRZ01518,COc1ccc(-c2c(-c3ccc(OCc4nnc(C)c(C)n4)cc3O)n[nH]c2C)cc1OC,CC1=C(C(=NN1)C2=C(C=C(C=C2)OCC(=O)NN)O)C3=CC(=C(C=C3)OC)OC
TRZ01519,Cc1nnc(Cn2cc(C(F)(F)F)ccc2=O)nc1C,C1=CC(=O)N(C=C1C(F)(F)F)CC(=O)NN
TRZ01520,Cc1nnc(COc2ccc(-c3n[nH]c(C(F)(F)F)c3-c3ccc(Cl)cc3)c(O)c2)nc1C,C1=CC(=CC=C1C2=C(NN=C2C3=C(C=C(C=C3)OCC(=O)NN)O)C(F)(F)F)Cl
TRZ01521,Cc1nnc(Cn2ccc(C(F)(F)F)n2)nc1C,C1=CN(N=C1C(F)(F)F)CC(=O)NN
TRZ01522,Cc1nnc(/C=C/c2ccc(-c3ccc(F)cc3)o2)nc1C,C1=CC(=CC=C1C2=CC=C(O2)/C=C/C(=O)NN)F
TRZ01523,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)c3c(C)nn(-c4ccccc4)c3n2)cc1,CC1=NN(C2=C1C(=CC(=N2)C3=CC=C(C=C3)OC)C(=O)NN)C4=CC=CC=C4
TRZ01524,Cc1nc(-c2nnc(C)c(C)n2)c(C(F)(F)F)o1,CC1=NC(=C(O1)C(F)(F)F)C(=O)NN
TRZ01525,Cc1nnc(-c2cc(OCC(F)(F)F)nc(OCC(F)(F)F)c2)nc1C,C1=C(C=C(N=C1OCC(F)(F)F)OCC(F)(F)F)C(=O)NN
TRZ01526,Cc1nnc(Cn2c3ccc(F)cc3c3nc4ccccc4nc32)nc1C,C1=CC=C2C(=C1)N=C3C4=C(C=CC(=C4)F)N(C3=N2)CC(=O)NN
TRZ01527,Cc1nnc(Cn2nnc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)nc1C,C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)C2=NN(N=N2)CC(=O)NN
TRZ01528,CSCCC(NS(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnc(C)c(C)n1,CSCCC(C(=O)NN)NS(=O)(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
TRZ01529,COCCCn1c(SCc2nnc(C)c(C)n2)nnc1-c1ccc(C(F)(F)F)cc1,COCCCN1C(=NN=C1SCC(=O)NN)C2=CC=C(C=C2)C(F)(F)F
TRZ01530,Cc1nnc(-c2c(C)noc2-c2ccc(Cl)cc2)nc1C,CC1=NOC(=C1C(=O)NN)C2=CC=C(C=C2)Cl
TRZ01531,Cc1nnc(-c2ccc(Oc3cccc(C(F)(F)F)c3)nc2)nc1C,C1=CC(=CC(=C1)OC2=NC=C(C=C2)C(=O)NN)C(F)(F)F
TRZ01532,Cc1nnc(-c2csc(-c3ccc(C(F)(F)F)cn3)n2)nc1C,C1=CC(=NC=C1C(F)(F)F)C2=NC(=CS2)C(=O)NN
TRZ01533,Cc1nnc(C2=NOC3COC4(CCN(c5ncccn5)CC4)OCC23)nc1C,C1CN(CCC12OCC3C(CO2)ON=C3C(=O)NN)C4=NC=CC=N4
TRZ01534,Cc1nnc(CNC(=O)c2ccc([N+](=O)[O-])cc2)nc1C,C1=CC(=CC=C1C(=O)NCC(=O)NN)[N+](=O)[O-]
TRZ01535,Cc1nnc(COc2ccccc2CSc2ccc(Cl)cc2)nc1C,C1=CC=C(C(=C1)CSC2=CC=C(C=C2)Cl)OCC(=O)NN
