Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings,mol,Has_Hydrazine,Has_Acyl_Hydrazide
TRZ01270,Cc1nnc(Cc2ccc(CCc3cc(N4CCNCC4)ncn3)cc2)nc1C,389.51,2.06,79.72,1,7,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460510>,False,False
TRZ01271,CC(=O)N1CCN(c2ccc(CCc3ccc(CCc4nnc(C)c(C)n4)cc3)nc2)CC1,444.58,3.12,75.11,0,6,7,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460580>,False,False
TRZ01272,CC(=O)N1CCN(c2ccc(CCc3ccc(Cc4nnc(C)c(C)n4)cc3)nn2)CC1,431.54,2.32,88.0,0,7,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274605F0>,False,False
TRZ01273,CCCCNc1ncc2c(-c3ccc(-c4nnc(C)c(C)n4)cc3)nn(CC3CCC(N)CC3)c2n1,485.64,4.69,120.32,2,8,8,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460660>,False,False
TRZ01275,COc1ccccc1-c1cc(Nc2ccc(OC)c(-c3nnc(C)c(C)n3)c2)ncn1,414.47,4.37,94.94,1,8,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274606D0>,False,False
TRZ01276,Cc1nnc(-c2cc(N3CCOC[C@H]3C)nc3c(-c4ccnn4C4CCCCO4)nccc23)nc1C,486.58,3.89,103.97,0,9,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460740>,False,False
TRZ01277,Cc1nnc(C(C)(C)[C@H]2c3ccccc3Oc3nc(-c4ccc(-n5cnnn5)cc4)ccc32)nc1C,476.54,4.74,104.39,0,8,4,5,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274607B0>,False,False
TRZ01279,COc1ccc(-c2nnc(C)c(C)n2)c(OC)c1,245.28,2.17,57.13,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460820>,False,False
TRZ01280,CC(=O)NC(c1nnc(C)c(C)n1)C(C)Cc1ccccc1,298.39,2.54,67.77,1,4,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460890>,False,False
TRZ01281,CC(=O)NC(c1nnc(C)c(C)n1)C(C)CCc1ccccc1,312.42,2.93,67.77,1,4,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460900>,False,False
TRZ01282,Cc1nnc(C(=O)c2c[nH]c3ccccc23)nc1C,252.28,2.2,71.53,1,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460970>,False,False
TRZ01283,Cc1nnc(-c2ccc(S(=O)(=O)C(C)C)cc2)nc1C,291.38,2.34,72.81,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274609E0>,False,False
TRZ01284,Cc1nnc(-c2ccc(NCn3cnc4ccccc43)cc2)nc1C,330.4,3.57,68.52,1,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460A50>,False,False
TRZ01285,Cc1nnc(-c2ccc(NCn3c(C)nc4ccccc43)cc2)nc1C,344.42,3.88,68.52,1,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460AC0>,False,False
TRZ01286,CCc1nc2ccccc2n1CNc1ccc(-c2nnc(C)c(C)n2)cc1,358.45,4.14,68.52,1,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460B30>,False,False
TRZ01287,CCCc1nc2ccccc2n1CNc1ccc(-c2nnc(C)c(C)n2)cc1,372.48,4.53,68.52,1,5,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460BA0>,False,False
TRZ01288,CCCCOc1cc(-c2nnc(C)c(C)n2)cc(OCCCC)n1,330.43,3.91,70.02,0,6,9,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460C10>,False,False
TRZ01289,Cc1nnc(CNC(C)Cc2cccc(C(F)(F)F)c2)nc1C,324.35,3.23,50.7,1,4,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460C80>,False,False
TRZ01290,Cc1cc(N(C)C)nc(SCc2nnc(C)c(C)n2)n1,290.4,1.95,67.69,0,7,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460CF0>,False,False
TRZ01291,CCN(CC)c1cc(C)nc(SCc2nnc(C)c(C)n2)n1,318.45,2.73,67.69,0,7,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460D60>,False,False
TRZ01292,Cc1nnc(CSc2cc(N3CCOCC3)ncn2)nc1C,318.41,1.41,76.92,0,8,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460DD0>,False,False
TRZ01293,Cc1nnc(CSc2cc(N3CCCCC3)ncn2)nc1C,316.43,2.56,67.69,0,7,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460E40>,False,False
TRZ01296,Cc1nnc(-c2nnc3ccccc3n2)nc1C,238.25,1.49,77.34,0,6,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27460F90>,False,False
TRZ01297,COc1ccc2nc(NC(=O)c3nnc(C)c(C)n3)sc2c1,315.36,2.36,89.89,1,7,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461000>,False,False
TRZ01298,Cc1nnc(CNc2ccc([N+](=O)[O-])cc2C(=O)c2ccccc2)nc1C,363.38,3.24,110.91,1,7,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461070>,False,False
TRZ01299,Cc1nnc(C(Cc2ccccc2)c2ccccc2)nc1C,289.38,3.86,38.67,0,3,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274610E0>,False,False
TRZ01300,COc1ccc(C(Cc2ccccc2)c2nnc(C)c(C)n2)cc1,319.41,3.87,47.9,0,4,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461150>,False,False
TRZ01301,COc1ccc(CC(c2ccccc2)c2nnc(C)c(C)n2)cc1,319.41,3.87,47.9,0,4,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274611C0>,False,False
TRZ01302,COc1ccc(CC(c2ccc(OC)cc2)c2nnc(C)c(C)n2)cc1,349.43,3.88,57.13,0,5,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461230>,False,False
TRZ01303,CCC(c1nnc(C)c(C)n1)n1nc(C)ccc1=O,259.31,1.35,73.56,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274612A0>,False,False
TRZ01304,Cc1nnc(Cn2c(C)nc3ccccc3c2=O)nc1C,281.32,1.56,73.56,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461310>,False,False
TRZ01305,Cc1nnc(CN2Cc3ccccc3OC2=O)nc1C,270.29,2.0,68.21,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461380>,False,False
TRZ01306,Cc1nnc(Cc2scnc2C)nc1C,220.3,1.84,51.56,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274613F0>,False,False
TRZ01307,Cc1nnc(Cc2ccc(-c3ccccc3)[nH]2)nc1C,264.33,3.07,54.46,1,3,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461460>,False,False
TRZ01309,CCOc1c(Cl)cc(-c2nnc(C)c(C)n2)cc1Cl,298.17,3.86,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461540>,False,False
TRZ01310,C=CCOc1c(Cl)cc(-c2nnc(C)c(C)n2)cc1Cl,310.18,4.03,47.9,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274615B0>,False,False
TRZ01311,Cc1nnc(-c2cc(Cl)c(OC(C)C)c(Cl)c2)nc1C,312.2,4.25,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461620>,False,False
TRZ01312,CCCCOc1c(Cl)cc(-c2nnc(C)c(C)n2)cc1Cl,326.23,4.64,47.9,0,4,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461690>,False,False
TRZ01314,CCOc1c(I)cc(-c2nnc(C)c(C)n2)cc1I,481.08,3.76,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461700>,False,False
TRZ01315,C=CCOc1c(I)cc(-c2nnc(C)c(C)n2)cc1I,493.09,3.93,47.9,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461770>,False,False
TRZ01316,CCCOc1c(I)cc(-c2nnc(C)c(C)n2)cc1I,495.1,4.15,47.9,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274617E0>,False,False
TRZ01318,Cc1nnc(-c2cc(Cl)c(OCC(C)C)c(Cl)c2)nc1C,326.23,4.5,47.9,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461850>,False,False
TRZ01319,Cc1nnc(-c2cc(I)c(OC(C)C)c(I)c2)nc1C,495.1,4.15,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274618C0>,False,False
TRZ01322,Cc1nnc(-c2ccc(NCn3c(C(C)C)nc4ccccc43)cc2)nc1C,372.48,4.7,68.52,1,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461930>,False,False
TRZ01323,CCCC[C@H](NC(=O)c1cccs1)c1nnc(C)c(C)n1,304.42,3.21,67.77,1,5,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274619A0>,False,False
TRZ01324,Cc1nnc(Cn2c(C)nc3ccc(Cl)cc3c2=O)nc1C,315.76,2.21,73.56,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461A10>,False,False
TRZ01325,Cc1nnc(Cn2c(C)nc3ccc(Br)cc3c2=O)nc1C,360.22,2.32,73.56,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461A80>,False,False
TRZ01326,Cc1nnc(Cn2c(C)nc3ccc(I)cc3c2=O)nc1C,407.22,2.16,73.56,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461AF0>,False,False
TRZ01327,Cc1nnc(Cn2c(C)nc3c(Cl)cc(Cl)cc3c2=O)nc1C,350.21,2.86,73.56,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461B60>,False,False
TRZ01328,Cc1nnc(-c2cc(C)c(=O)[nH]n2)nc1C,217.23,0.55,84.42,1,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461BD0>,False,False
TRZ01329,Cc1nnc(-c2ccccc2C(=O)C(=O)Nc2ccc(O)cc2)nc1C,348.36,2.68,105.07,2,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461C40>,False,False
TRZ01330,Cc1nnc(CSc2cc(N(C)C)ncn2)nc1C,276.37,1.64,67.69,0,7,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461CB0>,False,False
TRZ01331,COc1ccc(CC(c2ccc(OC)c(OC)c2)c2nnc(C)c(C)n2)cc1OC,409.49,3.9,75.59,0,7,8,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461D20>,False,False
TRZ01332,Cc1nnc(C2=CO[C@@H](C)[C@@H]3CN4CCc5c(n(C)c6ccccc56)[C@@H]4C[C@H]23)nc1C,415.54,3.98,56.07,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461D90>,False,False
TRZ01333,Cc1nnc(C2=CO[C@@H](C)[C@H]3CN4CCc5c(n(C)c6ccccc56)[C@@H]4C[C@H]23)nc1C,415.54,3.98,56.07,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461E00>,False,False
TRZ01334,CCN1c2ccccc2Sc2c(-c3nnc(C)c(C)n3)cccc21,334.45,4.78,41.91,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461E70>,False,False
TRZ01335,COc1ccc(Nc2ncccc2-c2nnc(C)c(C)n2)cc1,307.36,3.3,72.82,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461EE0>,False,False
TRZ01336,Cc1cc(N2CCCCC2)nc(SCc2nnc(C)c(C)n2)n1,330.46,2.87,67.69,0,7,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461F50>,False,False
TRZ01337,Cc1cc(N2CCOCC2)nc(SCc2nnc(C)c(C)n2)n1,332.43,1.72,76.92,0,8,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27461FC0>,False,False
TRZ01338,Cc1cc(OC(C)(C)c2nnc(C)c(C)n2)ccc1Cl,291.78,3.76,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462030>,False,False
TRZ01339,CCOc1c(Cc2nnc(C)c(C)n2)cccc1OC,273.34,2.49,57.13,0,5,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274620A0>,False,False
TRZ01340,CCCOc1c(Cc2nnc(C)c(C)n2)cccc1OC,287.36,2.88,57.13,0,5,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462110>,False,False
TRZ01341,CCCCOc1c(Cc2nnc(C)c(C)n2)cccc1OC,301.39,3.27,57.13,0,5,7,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462180>,False,False
TRZ01342,COc1cccc(Cc2nnc(C)c(C)n2)c1OCc1ccccc1,335.41,3.67,57.13,0,5,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274621F0>,False,False
TRZ01343,Cc1nnc(C(CN2CCN(c3ccccc3)CC2)C(CO)c2ccccc2)nc1C,417.56,3.17,65.38,1,6,7,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462260>,False,False
TRZ01344,CCN1N=C(c2ccccc2)Cn2c1nc1c2c(=O)n(Cc2nnc(C)c(C)n2)c(=O)n1C,445.49,0.99,116.09,0,8,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274622D0>,False,False
TRZ01345,Cc1nnc(Cn2c(=O)c3c(nc4n3CC(c3ccccc3)=NN4c3ccccc3)n(C)c2=O)nc1C,493.53,2.3,116.09,0,8,4,5,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462340>,False,False
TRZ01346,Cc1nnc(C(C)c2ccc(-n3cc4ccccc4n3)cc2)nc1C,329.41,3.98,56.49,0,4,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274623B0>,False,False
TRZ01347,Cc1ccc(Oc2cc(SCc3nnc(C)c(C)n3)ncn2)cc1,339.42,3.67,73.68,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462420>,False,False
TRZ01348,Cc1nnc(CSc2cc(Oc3ccccc3)ncn2)nc1C,325.4,3.36,73.68,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462490>,False,False
TRZ01349,Cc1nnc(CSc2cc(Oc3ccc(F)cc3)ncn2)nc1C,343.39,3.5,73.68,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462500>,False,False
TRZ01350,Cc1nnc(CSc2cc(Oc3ccc(Cl)cc3)ncn2)nc1C,359.84,4.02,73.68,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462570>,False,False
TRZ01351,Cc1nnc(C(=O)C=P(c2ccccc2)(c2ccccc2)c2ccccc2)nc1C,411.45,3.47,55.74,0,4,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274625E0>,False,False
TRZ01356,Cc1nnc(CSc2c3ccccc3nc3ccccc23)nc1C,332.43,4.48,51.56,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462650>,False,False
TRZ01357,CCOc1ccc2nc3ccccc3c(SCc3nnc(C)c(C)n3)c2c1,376.49,4.88,60.79,0,6,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274626C0>,False,False
TRZ01358,Cc1nnc(CSc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)nc1C,377.43,4.39,94.7,0,7,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462730>,False,False
TRZ01359,COc1cccc2c(SCc3nnc(C)c(C)n3)c3ccccc3nc12,362.46,4.49,60.79,0,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274627A0>,False,False
TRZ01360,Cc1ccc2nc3ccccc3c(SCc3nnc(C)c(C)n3)c2c1,346.46,4.79,51.56,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462810>,False,False
TRZ01361,Cc1nnc(CSc2c3ccccc3nc3c(C)cccc23)nc1C,346.46,4.79,51.56,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462880>,False,False
TRZ01362,COc1cccc(Nc2cc(-c3nnc(C)c(C)n3)c3ccccc3n2)c1,357.42,4.46,72.82,1,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274628F0>,False,False
TRZ01363,Cc1ccccc1Nc1cc(-c2nnc(C)c(C)n2)c2ccccc2n1,341.42,4.76,63.59,1,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462960>,False,False
TRZ01364,Cc1nnc(COc2ccc(C(=O)c3cc4cccnc4nc3-c3ccccc3)cc2)nc1C,447.5,4.91,90.75,0,7,6,5,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274629D0>,False,False
TRZ01365,Cc1nnc(C(O)(c2ccc(Cl)cc2)c2ccc(Cl)cc2)nc1C,360.24,4.08,58.9,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462A40>,False,False
TRZ01366,Cc1cccc(OC(C)(C)c2nnc(C)c(C)n2)c1,257.34,3.11,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462AB0>,False,False
TRZ01367,Cc1nnc(C(CC(O)c2ccc(Cl)cc2)CN2CCCCC2)nc1C,374.92,3.84,62.14,1,5,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462B20>,False,False
TRZ01368,Cc1nnc(C(CC(O)c2ccc(Cl)cc2)CN2CCCC2)nc1C,360.89,3.44,62.14,1,5,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462B90>,False,False
TRZ01369,Cc1nnc(CCC(=O)Nc2nncs2)nc1C,264.31,0.91,93.55,1,7,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462C00>,False,False
TRZ01370,COc1ccc2nc3ccccc3c(SCc3nnc(C)c(C)n3)c2c1,362.46,4.49,60.79,0,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462C70>,False,False
TRZ01371,Cc1nnc(CCC(=O)Nc2nccs2)nc1C,263.33,1.52,80.66,1,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462CE0>,False,False
TRZ01372,CCCc1nnc(NC(=O)CCc2nnc(C)c(C)n2)s1,306.39,1.86,93.55,1,7,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462D50>,False,False
TRZ01373,Cc1nnc(-c2cc(/C=C/c3ccc([N+](=O)[O-])o3)nc3ccccc23)nc1C,373.37,4.38,107.84,0,7,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462DC0>,False,False
TRZ01374,CCCN(CCC)/C(=C\c1ccc([N+](=O)[O-])o1)c1nnc(C)c(C)n1,345.4,3.61,98.19,0,7,8,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462E30>,False,False
TRZ01375,Cc1cc(C)c(/C=C(\c2nnc(C)c(C)n2)N(C)C)c(C)c1,296.42,3.47,41.91,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462EA0>,False,False
TRZ01376,Cc1cc(C)c(/C=C(\NCCc2ccccc2)c2nnc(C)c(C)n2)c(C)c1,372.52,4.74,50.7,1,4,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462F10>,False,False
TRZ01378,CN/C(=C\c1c(C)c(C)cc(C)c1C)c1nnc(C)c(C)n1,296.42,3.44,50.7,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462F80>,False,False
TRZ01379,CCN/C(=C\c1c(C)c(C)cc(C)c1C)c1nnc(C)c(C)n1,310.45,3.83,50.7,1,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27462FF0>,False,False
TRZ01380,CCCN/C(=C\c1c(C)c(C)cc(C)c1C)c1nnc(C)c(C)n1,324.47,4.22,50.7,1,4,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463060>,False,False
TRZ01381,Cc1cc(C)c(C)c(/C=C(\c2nnc(C)c(C)n2)N(C)C)c1C,310.45,3.78,41.91,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274630D0>,False,False
TRZ01382,Cc1nnc(/C(=C\c2cc3ccccc3o2)NCCc2ccccc2)nc1C,370.46,4.57,63.84,1,5,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463140>,False,False
TRZ01384,Cc1nnc(/C(=C\c2ccc3ccccc3c2)N(C)C)nc1C,304.4,3.7,41.91,0,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274631B0>,False,False
TRZ01385,CN/C(=C\c1ccc2ccccc2c1)c1nnc(C)c(C)n1,290.37,3.36,50.7,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463220>,False,False
TRZ01386,Cc1nnc(/C(=C/c2ccc3ccccc3c2)N(C)C)nc1C,304.4,3.7,41.91,0,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463290>,False,False
TRZ01387,CCCN/C(=C\c1ccc2ccccc2c1)c1nnc(C)c(C)n1,318.42,4.14,50.7,1,4,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463300>,False,False
TRZ01389,CC(=O)Nc1ccc(C(=O)N/C(=C\c2ccco2)c2nnc(C)c(C)n2)cc1,377.4,2.97,110.01,2,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463370>,False,False
TRZ01390,CC(=O)Nc1ccc(C(=O)N/C(=C\c2ccccc2)c2nnc(C)c(C)n2)cc1,387.44,3.37,96.87,2,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274633E0>,False,False
TRZ01391,CC(=O)Nc1ccc(C(=O)N/C(=C\c2ccccc2Cl)c2nnc(C)c(C)n2)cc1,421.89,4.03,96.87,2,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463450>,False,False
TRZ01392,CC(=O)Nc1ccc(C(=O)N/C(=C\c2ccc3c(c2)OCO3)c2nnc(C)c(C)n2)cc1,431.45,3.1,115.33,2,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274634C0>,False,False
TRZ01393,CC(=O)Nc1ccc(C(=O)N/C(=C\c2ccc(N(C)C)cc2)c2nnc(C)c(C)n2)cc1,430.51,3.44,100.11,2,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463530>,False,False
TRZ01394,CCN(CC)c1ccc(/C=C(\NC(=O)c2ccc(NC(C)=O)cc2)c2nnc(C)c(C)n2)cc1,458.57,4.22,100.11,2,6,8,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274635A0>,False,False
TRZ01395,COc1ccc(/C=C(\NC(=O)c2ccc(NC(C)=O)cc2)c2nnc(C)c(C)n2)cc1,417.47,3.38,106.1,2,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463610>,False,False
TRZ01396,CC(=O)Nc1ccc(C(=O)N/C(=C\C=C\c2ccccc2)c2nnc(C)c(C)n2)cc1,413.48,3.93,96.87,2,5,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463680>,False,False
TRZ01397,COc1ccc(/C=C(\c2ccccc2)c2nnc(C)c(C)n2)cc1,317.39,4.09,47.9,0,4,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274636F0>,False,False
TRZ01398,COc1ccc(/C=C(\c2ccccc2)c2nnc(C)c(C)n2)cc1OC,347.42,4.09,57.13,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463760>,False,False
TRZ01399,COc1ccc(/C(=N/N)c2nnc(C)c(C)n2)cc1OC,287.32,1.22,95.51,1,7,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274637D0>,False,False
TRZ01400,Cc1nnc(-c2cc3oc(C)c(C)c3[nH]2)nc1C,242.28,2.85,67.6,1,4,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463840>,False,False
TRZ01401,COc1ccccc1-n1ncc(-c2nnc(C)c(C)n2)c1C,295.35,2.66,65.72,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274638B0>,False,False
TRZ01402,Cc1nnc(CC2Oc3ccccc3NC2=O)nc1C,270.29,1.43,77.0,1,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463920>,False,False
TRZ01403,Cc1nnc(-c2c[nH]c3c(C(F)(F)F)cccc3c2=O)nc1C,320.27,3.02,71.53,1,4,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463990>,False,False
TRZ01404,Cc1nnc(COc2ccc(OCc3ccccc3)cc2)nc1C,321.38,3.65,57.13,0,5,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463A00>,False,False
TRZ01405,CCOC(=O)c1c(C)oc2ccc(OCc3nnc(C)c(C)n3)cc12,341.37,3.3,87.34,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463A70>,False,False
TRZ01406,COc1ccc2ccccc2c1-c1cc(-c2nnc(C)c(C)n2)[nH]n1,331.38,3.71,76.58,1,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463AE0>,False,False
TRZ01407,Cc1nnc(CN(Cc2ccccc2)S(=O)(=O)c2ccc(Cl)cc2)nc1C,402.91,3.53,76.05,0,5,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463B50>,False,False
TRZ01408,Cc1ccc(-c2cc(-c3nnc(C)c(C)n3)c3ccccc3n2)cc1,326.4,4.68,51.56,0,4,2,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463BC0>,False,False
TRZ01409,Cc1cc(OCc2ccc(-c3nnc(C)c(C)n3)cc2)ccc1Cl,339.83,4.7,47.9,0,4,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463C30>,False,False
TRZ01410,Cc1nnc(-c2ccc(COc3ccc(Cl)cc3)cc2)nc1C,325.8,4.39,47.9,0,4,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463CA0>,False,False
TRZ01411,COc1cc(-c2nnc(C)c(C)n2)ccc1OCCC(C)C,301.39,3.59,57.13,0,5,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463D10>,False,False
TRZ01412,COc1ccc(NS(=O)(=O)c2cccc(-c3nnc(C)c(C)n3)c2)cc1,370.43,2.96,94.07,1,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463D80>,False,False
TRZ01413,COc1cc(-c2cc(-c3nnc(C)c(C)n3)c3ccccc3n2)cc(OC)c1OC,402.45,4.4,79.25,0,7,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463DF0>,False,False
TRZ01414,Cc1ccc(-n2c(SCc3nnc(C)c(C)n3)nnc2-c2ccccc2)cc1,388.5,4.34,69.38,0,6,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27463E60>,False,False
