epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
17,4299,,0.09977325797080994,,
17,4349,,0.24147218465805054,,
17,4399,,0.08521091938018799,,
17,4409,,,0.13069723546504974,0.13069723546504974
17,4409,0.09471426159143448,,,
18,4449,,0.11264495551586151,,
18,4499,,0.06850434839725494,,
18,4549,,0.07647465914487839,,
18,4599,,0.04690859839320183,,
18,4649,,0.07947465777397156,,
18,4654,,,0.1265500783920288,0.1265500783920288
18,4654,0.09381572902202606,,,
19,4699,,0.06686566770076752,,
19,4749,,0.07968457043170929,,
19,4799,,0.09742458909749985,,
19,4849,,0.17490682005882263,,
19,4899,,0.02311105839908123,,
19,4899,,,0.12467750161886215,0.12467750161886215
19,4899,0.08964412659406662,,,
20,4949,,0.11708378791809082,,
20,4999,,0.07711479067802429,,
20,5049,,0.0913391262292862,,
20,5099,,0.09622843563556671,,
20,5144,,,0.12363585084676743,0.12363585084676743
20,5144,0.08547616004943848,,,
21,5149,,0.05769418925046921,,
21,5199,,0.06266319751739502,,
21,5249,,0.03754611685872078,,
21,5299,,0.07475778460502625,,
21,5349,,0.10640276223421097,,
21,5389,,,0.12097791582345963,0.12097791582345963
21,5389,0.08473938703536987,,,
22,5399,,0.09354463964700699,,
22,5449,,0.04834495484828949,,
22,5499,,0.10905338823795319,,
22,5549,,0.1464574784040451,,
22,5599,,0.05708836019039154,,
22,5634,,,0.12267644703388214,0.12267644703388214
22,5634,0.08322609961032867,,,
23,5649,,0.06815346330404282,,
23,5699,,0.05072222650051117,,
23,5749,,0.11795870959758759,,
23,5799,,0.07302418351173401,,
23,5849,,0.054117392748594284,,
23,5879,,,0.11972783505916595,0.11972783505916595
23,5879,0.08078166097402573,,,
24,5899,,0.0955963283777237,,
24,5949,,0.08142829686403275,,
24,5999,,0.04099983721971512,,
24,6049,,0.06093139573931694,,
24,6099,,0.034563563764095306,,
24,6124,,,0.12011682987213135,0.12011682987213135
24,6124,0.07878002524375916,,,
25,6149,,0.07494103908538818,,
25,6199,,0.07534196972846985,,
25,6249,,0.05212455242872238,,
25,6299,,0.04359260946512222,,
25,6349,,0.06890973448753357,,
25,6369,,,0.11820239573717117,0.11820239573717117
25,6369,0.07746870815753937,,,
26,6399,,0.0731993094086647,,
26,6449,,0.057699646800756454,,
26,6499,,0.05892974138259888,,
26,6549,,0.07209476083517075,,
26,6599,,0.03376850485801697,,
26,6614,,,0.1143379807472229,0.1143379807472229
26,6614,0.07443040609359741,,,
27,6649,,0.04888751730322838,,
27,6699,,0.09579961746931076,,
27,6749,,0.07277356088161469,,
27,6799,,0.17869356274604797,,
27,6849,,0.1602562516927719,,
27,6859,,,0.11093088984489441,0.11093088984489441
27,6859,0.07159403711557388,,,
28,6899,,0.05392434075474739,,
28,6949,,0.045272402465343475,,
28,6999,,0.0378580167889595,,
28,7049,,0.04638285934925079,,
28,7099,,0.057706668972969055,,
28,7104,,,0.11582129448652267,0.11582129448652267
28,7104,0.07113790512084961,,,
29,7149,,0.08718551695346832,,
29,7199,,0.11703760921955109,,
29,7249,,0.07207538932561874,,
29,7299,,0.049038518220186234,,
29,7349,,0.2661285400390625,,
29,7349,,,0.11248310655355453,0.11248310655355453
29,7349,0.06953717023134232,,,
30,7399,,0.05574601888656616,,
30,7449,,0.057064905762672424,,
30,7499,,0.05645274743437767,,
30,7549,,0.06813516467809677,,
30,7594,,,0.11139944940805435,0.11139944940805435
30,7594,0.06788486987352371,,,
31,7599,,0.05677174776792526,,
31,7649,,0.07003968954086304,,
31,7699,,0.07465663552284241,,
31,7749,,0.07465801388025284,,
31,7799,,0.0712805688381195,,
31,7839,,,0.1077156811952591,0.1077156811952591
31,7839,0.0663393959403038,,,
32,7849,,0.049015045166015625,,
32,7899,,0.0767304077744484,,
32,7949,,0.049826160073280334,,
32,7999,,0.08057065308094025,,
32,8049,,0.05510961636900902,,
32,8084,,,0.11386837810277939,0.11386838555335999
32,8084,0.0643828734755516,,,
33,8099,,0.03125431761145592,,
33,8149,,0.11880271136760712,,
33,8199,,0.05260150879621506,,
33,8249,,0.09455195814371109,,
33,8299,,0.06242953613400459,,
33,8329,,,0.11101590096950531,0.11101590096950531
33,8329,0.063605397939682,,,
34,8349,,0.10997701436281204,,
34,8399,,0.05671929568052292,,
34,8449,,0.0399685874581337,,
34,8499,,0.05496449023485184,,
34,8549,,0.05552840232849121,,
34,8574,,,0.11573966592550278,0.11573965102434158
34,8574,0.06312260031700134,,,
35,8599,,0.04646022617816925,,
35,8649,,0.04254167154431343,,
35,8699,,0.08024457097053528,,
35,8749,,0.035711221396923065,,
35,8799,,0.11301689594984055,,
35,8819,,,0.10938546061515808,0.10938546061515808
35,8819,0.06296809017658234,,,
36,8849,,0.035779453814029694,,
36,8899,,0.04261878877878189,,
36,8949,,0.03704826906323433,,
36,8999,,0.05503344163298607,,
36,9049,,0.04303213208913803,,
36,9064,,,0.10753873735666275,0.10753873735666275
36,9064,0.06185164302587509,,,
37,9099,,0.11330203711986542,,
37,9149,,0.0502062626183033,,
37,9199,,0.04288443177938461,,
37,9249,,0.1084703803062439,,
37,9299,,0.06781910359859467,,
37,9309,,,0.10424354672431946,0.10424354672431946
37,9309,0.06002066656947136,,,
38,9349,,0.16289910674095154,,
38,9399,,0.05294766277074814,,
38,9449,,0.04857367277145386,,
38,9499,,0.0409197136759758,,
38,9549,,0.028904400765895844,,
38,9554,,,0.10592661052942276,0.10592661052942276
38,9554,0.058415234088897705,,,
39,9599,,0.0446334108710289,,
39,9649,,0.037330448627471924,,
39,9699,,0.06837233901023865,,
39,9749,,0.05258939415216446,,
39,9799,,0.03943619132041931,,
39,9799,,,0.10889214277267456,0.10889214277267456
39,9799,0.05760703980922699,,,
40,9849,,0.05138514190912247,,
40,9899,,0.03792829066514969,,
40,9949,,0.0693790540099144,,
40,9999,,0.034787826240062714,,
40,10044,,,0.11070524156093597,0.11070524156093597
40,10044,0.05679117888212204,,,
41,10049,,0.07767939567565918,,
41,10099,,0.06646309792995453,,
41,10149,,0.04416896775364876,,
41,10199,,0.04685262590646744,,
41,10249,,0.04773113504052162,,
41,10289,,,0.10424472391605377,0.10424472391605377
41,10289,0.05635351315140724,,,
42,10299,,0.04435678571462631,,
42,10349,,0.02846958488225937,,
42,10399,,0.0550011545419693,,
42,10449,,0.03821861743927002,,
42,10499,,0.035030558705329895,,
42,10534,,,0.10309410840272903,0.10309410840272903
42,10534,0.055718615651130676,,,
43,10549,,0.043218955397605896,,
43,10599,,0.04292077198624611,,
43,10649,,0.032906804233789444,,
43,10699,,0.04931437224149704,,
43,10749,,0.062197621911764145,,
43,10779,,,0.10466934740543365,0.10466934740543365
43,10779,0.054670751094818115,,,
44,10799,,0.02673416957259178,,
44,10849,,0.03152211382985115,,
44,10899,,0.06129046902060509,,
44,10949,,0.04961704462766647,,
44,10999,,0.05551343411207199,,
44,11024,,,0.10265260934829712,0.10265260934829712
44,11024,0.05388868972659111,,,
45,11049,,0.05039409175515175,,
45,11099,,0.051044151186943054,,
45,11149,,0.0679045170545578,,
45,11199,,0.026198796927928925,,
45,11249,,0.05299896374344826,,
45,11269,,,0.10366886854171753,0.10366886854171753
45,11269,0.05330989882349968,,,
46,11299,,0.03586613014340401,,
46,11349,,0.04470789059996605,,
46,11399,,0.04412050172686577,,
46,11449,,0.046113304793834686,,
46,11499,,0.041457124054431915,,
46,11514,,,0.10106906294822693,0.10106906294822693
46,11514,0.05266740545630455,,,
47,11549,,0.031480222940444946,,
47,11599,,0.0742255449295044,,
47,11649,,0.038670461624860764,,
47,11699,,0.056805405765771866,,
47,11749,,0.02769683301448822,,
47,11759,,,0.10228411853313446,0.10228411853313446
47,11759,0.051854416728019714,,,
48,11799,,0.03587246686220169,,
48,11849,,0.14226721227169037,,
48,11899,,0.043857842683792114,,
48,11949,,0.05806802958250046,,
48,11999,,0.05800442397594452,,
48,12004,,,0.10349702090024948,0.10349702090024948
48,12004,0.05142109468579292,,,
49,12049,,0.06134208291769028,,
49,12099,,0.054017189890146255,,
49,12149,,0.025940150022506714,,
49,12199,,0.05390375480055809,,
49,12249,,0.015033677220344543,,
49,12249,,,0.10175170004367828,0.10175170004367828
49,12249,0.051092471927404404,,,
