epoch,step,train_loss_epoch,train_loss_step,val/mae,val/r2,val/rmse,val_loss
18,4654,0.15196475386619568,,,,,
19,4699,,0.1145312488079071,,,,
19,4749,,0.19097745418548584,,,,
19,4799,,0.19327953457832336,,,,
19,4849,,0.2404794991016388,,,,
19,4899,,0.047111980617046356,,,,
19,4899,,,0.23993070423603058,0.829075813293457,0.4250222146511078,0.18064387142658234
19,4899,0.15015318989753723,,,,,
20,4949,,0.23914828896522522,,,,
20,4999,,0.1353510171175003,,,,
20,5049,,0.1996172070503235,,,,
20,5099,,0.16928228735923767,,,,
20,5144,,,0.24319013953208923,0.8321355581283569,0.42120084166526794,0.17741014063358307
20,5144,0.14724686741828918,,,,,
21,5149,,0.11084093898534775,,,,
21,5199,,0.08430158346891403,,,,
21,5249,,0.09982793033123016,,,,
21,5299,,0.09809556603431702,,,,
21,5349,,0.18049022555351257,,,,
21,5389,,,0.2419700175523758,0.8324192762374878,0.4208446741104126,0.1771102398633957
21,5389,0.1434674859046936,,,,,
22,5399,,0.1509605199098587,,,,
22,5449,,0.1361370086669922,,,,
22,5499,,0.13637694716453552,,,,
22,5549,,0.22131218016147614,,,,
22,5599,,0.09275683760643005,,,,
22,5634,,,0.23455177247524261,0.8352236151695251,0.41730859875679016,0.17414645850658417
22,5634,0.1419735997915268,,,,,
23,5649,,0.13312996923923492,,,,
23,5699,,0.1611263006925583,,,,
23,5749,,0.13159169256687164,,,,
23,5799,,0.13297119736671448,,,,
23,5849,,0.1520145833492279,,,,
23,5879,,,0.2336128056049347,0.8367232084274292,0.4154053330421448,0.17256160080432892
23,5879,0.13967932760715485,,,,,
24,5899,,0.15038663148880005,,,,
24,5949,,0.14877964556217194,,,,
24,5999,,0.10342621803283691,,,,
24,6049,,0.12059089541435242,,,,
24,6099,,0.11586607992649078,,,,
24,6124,,,0.23412899672985077,0.8380997776985168,0.4136504828929901,0.1711067110300064
24,6124,0.13808603584766388,,,,,
25,6149,,0.10844150185585022,,,,
25,6199,,0.09856408089399338,,,,
25,6249,,0.12752768397331238,,,,
25,6299,,0.08794035017490387,,,,
25,6349,,0.0858643651008606,,,,
25,6369,,,0.23484939336776733,0.8346025943756104,0.4180942475795746,0.17480279505252838
25,6369,0.1358218491077423,,,,,
26,6399,,0.1661812961101532,,,,
26,6449,,0.11350342631340027,,,,
26,6499,,0.10907824337482452,,,,
26,6549,,0.08999239653348923,,,,
26,6599,,0.09162205457687378,,,,
26,6614,,,0.232645645737648,0.8373446464538574,0.4146140515804291,0.1719048172235489
26,6614,0.13460950553417206,,,,,
27,6649,,0.09392891824245453,,,,
27,6699,,0.27606749534606934,,,,
27,6749,,0.13854187726974487,,,,
27,6799,,0.2672658860683441,,,,
27,6849,,0.26136481761932373,,,,
27,6859,,,0.23918403685092926,0.8360530734062195,0.4162569046020508,0.17326980829238892
27,6859,0.13232803344726562,,,,,
28,6899,,0.08216364681720734,,,,
28,6949,,0.08386509865522385,,,,
28,6999,,0.08385983109474182,,,,
28,7049,,0.10061188042163849,,,,
28,7099,,0.07893944531679153,,,,
28,7104,,,0.22836820781230927,0.8401179313659668,0.4110642075538635,0.16897375881671906
28,7104,0.13024114072322845,,,,,
29,7149,,0.09029701352119446,,,,
29,7199,,0.2083277702331543,,,,
29,7249,,0.1098410040140152,,,,
29,7299,,0.10699664056301117,,,,
29,7349,,0.28107747435569763,,,,
29,7349,,,0.22695426642894745,0.842964768409729,0.4073881506919861,0.16596509516239166
29,7349,0.12904034554958344,,,,,
30,7399,,0.116869255900383,,,,
30,7449,,0.21675080060958862,,,,
30,7499,,0.12040737271308899,,,,
30,7549,,0.1377706080675125,,,,
30,7594,,,0.23604238033294678,0.8358209729194641,0.4165514409542084,0.17351509630680084
30,7594,0.12895090878009796,,,,,
31,7599,,0.13680334389209747,,,,
31,7649,,0.12402091175317764,,,,
31,7699,,0.09221217036247253,,,,
31,7749,,0.1136021614074707,,,,
31,7799,,0.18180795013904572,,,,
31,7839,,,0.22492897510528564,0.8439761400222778,0.4060741662979126,0.16489621996879578
31,7839,0.12668202817440033,,,,,
32,7849,,0.10222188383340836,,,,
32,7899,,0.14323784410953522,,,,
32,7949,,0.08492042124271393,,,,
32,7999,,0.11651471257209778,,,,
32,8049,,0.09235011041164398,,,,
32,8084,,,0.2209894061088562,0.8457721471786499,0.403730183839798,0.16299806535243988
32,8084,0.12478391081094742,,,,,
33,8099,,0.0750725120306015,,,,
33,8149,,0.16872857511043549,,,,
33,8199,,0.09452875703573227,,,,
33,8249,,0.15133917331695557,,,,
33,8299,,0.10219632834196091,,,,
33,8329,,,0.2205580323934555,0.847053587436676,0.4020494520664215,0.16164377331733704
33,8329,0.12343065440654755,,,,,
34,8349,,0.22516591846942902,,,,
34,8399,,0.13077031075954437,,,,
34,8449,,0.07728825509548187,,,,
34,8499,,0.16932906210422516,,,,
34,8549,,0.15166635811328888,,,,
34,8574,,,0.2511955499649048,0.8302648067474365,0.4235413372516632,0.17938725650310516
34,8574,0.12282922863960266,,,,,
35,8599,,0.0962366908788681,,,,
35,8649,,0.06799519062042236,,,,
35,8699,,0.07248382270336151,,,,
35,8749,,0.06349864602088928,,,,
35,8799,,0.16336750984191895,,,,
35,8819,,,0.22540156543254852,0.8457239270210266,0.4037932753562927,0.16304901242256165
35,8819,0.12295995652675629,,,,,
36,8849,,0.10098592936992645,,,,
36,8899,,0.08865541219711304,,,,
36,8949,,0.0586189404129982,,,,
36,8999,,0.11738115549087524,,,,
36,9049,,0.11100553721189499,,,,
36,9064,,,0.22134694457054138,0.8471313714981079,0.4019472002983093,0.16156156361103058
36,9064,0.12154873460531235,,,,,
37,9099,,0.1867152452468872,,,,
37,9149,,0.12230754643678665,,,,
37,9199,,0.09651951491832733,,,,
37,9249,,0.2573492228984833,,,,
37,9299,,0.11771073192358017,,,,
37,9309,,,0.21916016936302185,0.8478580713272095,0.40099072456359863,0.16079357266426086
37,9309,0.11945840716362,,,,,
38,9349,,0.2535790205001831,,,,
38,9399,,0.12763449549674988,,,,
38,9449,,0.08550611138343811,,,,
38,9499,,0.09991469979286194,,,,
38,9549,,0.088538259267807,,,,
38,9554,,,0.21504130959510803,0.8495284914970398,0.39878329634666443,0.15902812778949738
38,9554,0.11836768686771393,,,,,
39,9599,,0.08938004076480865,,,,
39,9649,,0.09383302181959152,,,,
39,9699,,0.11265707015991211,,,,
39,9749,,0.10853540152311325,,,,
39,9799,,0.04917372018098831,,,,
39,9799,,,0.21762466430664062,0.8490190505981445,0.39945775270462036,0.1595664918422699
39,9799,0.11824246495962143,,,,,
40,9849,,0.11082036048173904,,,,
40,9899,,0.08328475058078766,,,,
40,9949,,0.1326286345720291,,,,
40,9999,,0.055262867361307144,,,,
40,10044,,,0.21613377332687378,0.8508166670799255,0.3970726728439331,0.15766671299934387
40,10044,0.11653362959623337,,,,,
41,10049,,0.10738559067249298,,,,
41,10099,,0.12935730814933777,,,,
41,10149,,0.07925738394260406,,,,
41,10199,,0.10609887540340424,,,,
41,10249,,0.0922386646270752,,,,
41,10289,,,0.21612153947353363,0.8474189639091492,0.4015689492225647,0.16125760972499847
41,10289,0.11597232520580292,,,,,
42,10299,,0.06626953184604645,,,,
42,10349,,0.07834257185459137,,,,
42,10399,,0.0817316472530365,,,,
42,10449,,0.07123473286628723,,,,
42,10499,,0.07711426168680191,,,,
42,10534,,,0.2142009139060974,0.8501560091972351,0.3979508578777313,0.1583648920059204
42,10534,0.11531884223222733,,,,,
43,10549,,0.08628562092781067,,,,
43,10599,,0.08414182811975479,,,,
43,10649,,0.07599157840013504,,,,
43,10699,,0.1111527681350708,,,,
43,10749,,0.1503579467535019,,,,
43,10779,,,0.21492095291614532,0.848978579044342,0.39951130747795105,0.15960928797721863
43,10779,0.11406181752681732,,,,,
44,10799,,0.06386151909828186,,,,
44,10849,,0.07940438389778137,,,,
44,10899,,0.12730051577091217,,,,
44,10949,,0.07460755854845047,,,,
44,10999,,0.11862079054117203,,,,
44,11024,,,0.21419449150562286,0.8507306575775146,0.3971870541572571,0.15775756537914276
44,11024,0.11347702145576477,,,,,
45,11049,,0.11456146836280823,,,,
45,11099,,0.09564665704965591,,,,
45,11149,,0.1351085901260376,,,,
45,11199,,0.06934227794408798,,,,
45,11249,,0.1199636161327362,,,,
45,11269,,,0.2131277322769165,0.8496582508087158,0.3986113667488098,0.15889102220535278
45,11269,0.11267799884080887,,,,,
46,11299,,0.06562045216560364,,,,
46,11349,,0.0928971916437149,,,,
46,11399,,0.09268290549516678,,,,
46,11449,,0.09123100340366364,,,,
46,11499,,0.1093159019947052,,,,
46,11514,,,0.21377620100975037,0.8528429865837097,0.3943667709827423,0.15552514791488647
46,11514,0.11207759380340576,,,,,
47,11549,,0.07355108112096786,,,,
47,11599,,0.1437576562166214,,,,
47,11649,,0.06527738273143768,,,,
47,11699,,0.10530687868595123,,,,
47,11749,,0.06850194185972214,,,,
47,11759,,,0.2148437350988388,0.8518023490905762,0.3957586884498596,0.1566249281167984
47,11759,0.1109682023525238,,,,,
48,11799,,0.19338159263134003,,,,
48,11849,,0.18663352727890015,,,,
48,11899,,0.08883258700370789,,,,
48,11949,,0.1391119658946991,,,,
48,11999,,0.21308469772338867,,,,
48,12004,,,0.21297484636306763,0.8526527881622314,0.3946215808391571,0.15572619438171387
48,12004,0.1104004979133606,,,,,
49,12049,,0.13471223413944244,,,,
49,12099,,0.15388593077659607,,,,
49,12149,,0.08626330643892288,,,,
49,12199,,0.1175452247262001,,,,
49,12249,,0.031132686883211136,,,,
49,12249,,,0.21323123574256897,0.850100040435791,0.3980252146720886,0.15842406451702118
49,12249,0.11038176715373993,,,,,
