molecule_id,triazine_smiles,metal,cmplx_smiles
TRZ01638,Cc1ccccc1-n1c(C)nc2c(OCc3nnc(C)c(C)n3)cccc2c1=O,Cu2+,Cc1ccccc1-n1c(C)nc2c(OCc3nnc(C)c(C)n3)cccc2c1=O.[Cu+2]
TRZ01638,Cc1ccccc1-n1c(C)nc2c(OCc3nnc(C)c(C)n3)cccc2c1=O,Zn2+,Cc1ccccc1-n1c(C)nc2c(OCc3nnc(C)c(C)n3)cccc2c1=O.[Zn+2]
TRZ01638,Cc1ccccc1-n1c(C)nc2c(OCc3nnc(C)c(C)n3)cccc2c1=O,Fe2+,Cc1ccccc1-n1c(C)nc2c(OCc3nnc(C)c(C)n3)cccc2c1=O.[Fe+2]
TRZ01638,Cc1ccccc1-n1c(C)nc2c(OCc3nnc(C)c(C)n3)cccc2c1=O,Fe3+,Cc1ccccc1-n1c(C)nc2c(OCc3nnc(C)c(C)n3)cccc2c1=O.[Fe+3]
TRZ01878,Cc1nnc(CNc2c(-c3ccsc3)nc3ccccn23)nc1C,Cu2+,Cc1nnc(CNc2c(-c3ccsc3)nc3ccccn23)nc1C.[Cu+2]
TRZ01878,Cc1nnc(CNc2c(-c3ccsc3)nc3ccccn23)nc1C,Zn2+,Cc1nnc(CNc2c(-c3ccsc3)nc3ccccn23)nc1C.[Zn+2]
TRZ01878,Cc1nnc(CNc2c(-c3ccsc3)nc3ccccn23)nc1C,Fe2+,Cc1nnc(CNc2c(-c3ccsc3)nc3ccccn23)nc1C.[Fe+2]
TRZ01878,Cc1nnc(CNc2c(-c3ccsc3)nc3ccccn23)nc1C,Fe3+,Cc1nnc(CNc2c(-c3ccsc3)nc3ccccn23)nc1C.[Fe+3]
TRZ01938,Cc1nnc(CNC(=O)c2ccco2)nc1C,Cu2+,Cc1nnc(CNC(=O)c2ccco2)nc1C.[Cu+2]
TRZ01938,Cc1nnc(CNC(=O)c2ccco2)nc1C,Zn2+,Cc1nnc(CNC(=O)c2ccco2)nc1C.[Zn+2]
TRZ01938,Cc1nnc(CNC(=O)c2ccco2)nc1C,Fe2+,Cc1nnc(CNC(=O)c2ccco2)nc1C.[Fe+2]
TRZ01938,Cc1nnc(CNC(=O)c2ccco2)nc1C,Fe3+,Cc1nnc(CNC(=O)c2ccco2)nc1C.[Fe+3]
TRZ01952,COc1ccccc1OC(C)c1nnc(C)c(C)n1,Cu2+,COc1ccccc1OC(C)c1nnc(C)c(C)n1.[Cu+2]
TRZ01952,COc1ccccc1OC(C)c1nnc(C)c(C)n1,Zn2+,COc1ccccc1OC(C)c1nnc(C)c(C)n1.[Zn+2]
TRZ01952,COc1ccccc1OC(C)c1nnc(C)c(C)n1,Fe2+,COc1ccccc1OC(C)c1nnc(C)c(C)n1.[Fe+2]
TRZ01952,COc1ccccc1OC(C)c1nnc(C)c(C)n1,Fe3+,COc1ccccc1OC(C)c1nnc(C)c(C)n1.[Fe+3]
TRZ01987,Cc1nnc(COc2c(Br)cc(Br)c3cccnc23)nc1C,Cu2+,Cc1nnc(COc2c(Br)cc(Br)c3cccnc23)nc1C.[Cu+2]
TRZ01987,Cc1nnc(COc2c(Br)cc(Br)c3cccnc23)nc1C,Zn2+,Cc1nnc(COc2c(Br)cc(Br)c3cccnc23)nc1C.[Zn+2]
TRZ01987,Cc1nnc(COc2c(Br)cc(Br)c3cccnc23)nc1C,Fe2+,Cc1nnc(COc2c(Br)cc(Br)c3cccnc23)nc1C.[Fe+2]
TRZ01987,Cc1nnc(COc2c(Br)cc(Br)c3cccnc23)nc1C,Fe3+,Cc1nnc(COc2c(Br)cc(Br)c3cccnc23)nc1C.[Fe+3]
TRZ02058,Cc1nnc(C(Cc2ccccc2)NC(=O)C(C)(C)NC(=O)OCc2ccccc2)nc1C,Cu2+,Cc1nnc(C(Cc2ccccc2)NC(=O)C(C)(C)NC(=O)OCc2ccccc2)nc1C.[Cu+2]
TRZ02058,Cc1nnc(C(Cc2ccccc2)NC(=O)C(C)(C)NC(=O)OCc2ccccc2)nc1C,Zn2+,Cc1nnc(C(Cc2ccccc2)NC(=O)C(C)(C)NC(=O)OCc2ccccc2)nc1C.[Zn+2]
TRZ02058,Cc1nnc(C(Cc2ccccc2)NC(=O)C(C)(C)NC(=O)OCc2ccccc2)nc1C,Fe2+,Cc1nnc(C(Cc2ccccc2)NC(=O)C(C)(C)NC(=O)OCc2ccccc2)nc1C.[Fe+2]
TRZ02058,Cc1nnc(C(Cc2ccccc2)NC(=O)C(C)(C)NC(=O)OCc2ccccc2)nc1C,Fe3+,Cc1nnc(C(Cc2ccccc2)NC(=O)C(C)(C)NC(=O)OCc2ccccc2)nc1C.[Fe+3]
TRZ02129,Cc1nnc(CNC(=O)CNC(=O)c2ccccc2)nc1C,Cu2+,Cc1nnc(CNC(=O)CNC(=O)c2ccccc2)nc1C.[Cu+2]
TRZ02129,Cc1nnc(CNC(=O)CNC(=O)c2ccccc2)nc1C,Zn2+,Cc1nnc(CNC(=O)CNC(=O)c2ccccc2)nc1C.[Zn+2]
TRZ02129,Cc1nnc(CNC(=O)CNC(=O)c2ccccc2)nc1C,Fe2+,Cc1nnc(CNC(=O)CNC(=O)c2ccccc2)nc1C.[Fe+2]
TRZ02129,Cc1nnc(CNC(=O)CNC(=O)c2ccccc2)nc1C,Fe3+,Cc1nnc(CNC(=O)CNC(=O)c2ccccc2)nc1C.[Fe+3]
TRZ02133,Cc1nnc(COc2ccccc2O)nc1C,Cu2+,Cc1nnc(COc2ccccc2O)nc1C.[Cu+2]
TRZ02133,Cc1nnc(COc2ccccc2O)nc1C,Zn2+,Cc1nnc(COc2ccccc2O)nc1C.[Zn+2]
TRZ02133,Cc1nnc(COc2ccccc2O)nc1C,Fe2+,Cc1nnc(COc2ccccc2O)nc1C.[Fe+2]
TRZ02133,Cc1nnc(COc2ccccc2O)nc1C,Fe3+,Cc1nnc(COc2ccccc2O)nc1C.[Fe+3]
TRZ02180,Cc1ccc(OCc2nnc(C)c(C)n2)cn1,Cu2+,Cc1ccc(OCc2nnc(C)c(C)n2)cn1.[Cu+2]
TRZ02180,Cc1ccc(OCc2nnc(C)c(C)n2)cn1,Zn2+,Cc1ccc(OCc2nnc(C)c(C)n2)cn1.[Zn+2]
TRZ02180,Cc1ccc(OCc2nnc(C)c(C)n2)cn1,Fe2+,Cc1ccc(OCc2nnc(C)c(C)n2)cn1.[Fe+2]
TRZ02180,Cc1ccc(OCc2nnc(C)c(C)n2)cn1,Fe3+,Cc1ccc(OCc2nnc(C)c(C)n2)cn1.[Fe+3]
TRZ02240,Cc1nnc(C(NC(=O)Cn2c(C(F)(F)F)nc3ccccc32)C(C)C)nc1C,Cu2+,Cc1nnc(C(NC(=O)Cn2c(C(F)(F)F)nc3ccccc32)C(C)C)nc1C.[Cu+2]
TRZ02240,Cc1nnc(C(NC(=O)Cn2c(C(F)(F)F)nc3ccccc32)C(C)C)nc1C,Zn2+,Cc1nnc(C(NC(=O)Cn2c(C(F)(F)F)nc3ccccc32)C(C)C)nc1C.[Zn+2]
TRZ02240,Cc1nnc(C(NC(=O)Cn2c(C(F)(F)F)nc3ccccc32)C(C)C)nc1C,Fe2+,Cc1nnc(C(NC(=O)Cn2c(C(F)(F)F)nc3ccccc32)C(C)C)nc1C.[Fe+2]
