Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings,mol,Donor_pos,has_donor_pos1,has_donor_pos2,has_donor_pos3,has_pos2_bridged,has_pos3_bridged,has_pos2_notbridged,has_pos3_notbridged,pos2_inring,pos2_notinring,pos3_inring,pos3_notinring,ring_status,total_rings,extra_donors,has_plain_phenyl,tridentate,max_similarity,Has_Hydrazine,Has_Acyl_Hydrazide
TRZ00375,Cc1ccc(OCc2ccc(-c3nnc(C)c(C)n3)o2)c([N+](=O)[O-])c1,340.34,3.54,104.18,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A5427A0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,4.0,False,True,1.0,,
TRZ00376,Cc1nnc(-c2ccc(COc3ccc(Br)cc3)o2)nc1C,360.21,4.09,61.04,0,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A542810>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.7021276595744681,,
TRZ00378,Cc1nnc(-c2ccc(Cn3cc(Br)cn3)o2)nc1C,334.18,2.76,69.63,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A5428F0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.43859649122807015,,
TRZ00380,Cc1nnc(-c2ccc(Cn3cc(Cl)cn3)o2)nc1C,289.73,2.65,69.63,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A5429D0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.43859649122807015,,
TRZ00383,CCCc1ccc(OCc2ccc(-c3nnc(C)c(C)n3)o2)c(OC)c1,353.42,4.29,70.27,0,6,7,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A542B20>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,3.0,False,True,0.5573770491803278,,
TRZ00432,Cc1nnc(-c2ccc(COc3ccccc3)o2)nc1C,281.31,3.33,61.04,0,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A543ED0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.7727272727272727,,
TRZ00493,Cc1nnc(/C(=C\c2ccc(Br)cc2)NC(=O)c2cccs2)nc1C,415.32,4.24,67.77,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A5825E0>,only_pos2_notbridged,False,True,False,False,False,True,False,False,True,False,False,pos2_notinring,3.0,2.0,False,True,0.2857142857142857,,
TRZ00499,Cc1nnc(-c2cc3sccc3s2)nc1C,247.35,3.43,38.67,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A5823B0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.4444444444444444,,
TRZ00512,Cc1nnc(-c2sc3cc(C(F)(F)F)cnc3c2-c2ccccn2)nc1C,387.39,4.85,64.45,0,6,2,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A582030>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,3.0,False,True,0.4153846153846154,,
TRZ00515,CCCCN(CCCC)Cc1ccc(-c2nnc(C)c(C)n2)o1,316.45,4.15,55.05,0,5,9,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A581EE0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,2.0,2.0,False,True,0.46296296296296297,,
TRZ00520,Cc1nnc(-c2sc3cc(C(F)(F)F)cnc3c2-c2cccnc2)nc1C,387.39,4.85,64.45,0,6,2,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A581D20>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,3.0,False,True,0.38235294117647056,,
TRZ00524,COc1ccc(/C=C(\NC(=O)c2cccs2)c2nnc(C)c(C)n2)cc1OC,396.47,3.5,86.23,1,7,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A581B60>,only_pos2_notbridged,False,True,False,False,False,True,False,False,True,False,False,pos2_notinring,3.0,4.0,False,True,0.2647058823529412,,
TRZ00526,CCCOc1ccc2[nH]c3cnc(-c4nnc(C)c(C)n4)c(COC)c3c2c1,377.45,4.12,85.81,1,6,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A581A80>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,3.0,False,True,0.32857142857142857,,
TRZ00815,Cc1nnc(C(=O)NCc2ccco2)nc1C,232.24,1.01,80.91,1,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A54D230>,only_pos2_notbridged,False,True,False,False,False,True,False,False,True,False,False,pos2_notinring,2.0,2.0,False,True,0.25806451612903225,,
TRZ00825,CCN(CC)Cc1ccc(-c2nnc(C)c(C)n2)o1,260.34,2.59,55.05,0,5,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A54D620>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,2.0,2.0,False,True,0.5,,
TRZ00833,Cc1nnc(-c2ccc(CS(=O)(=O)c3ccccc3)o2)nc1C,329.38,2.72,85.95,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A54D9A0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,3.0,False,True,0.5094339622641509,,
TRZ00921,Cc1nnc(-c2cc3ncc(C(F)(F)F)cc3s2)nc1C,310.3,3.78,51.56,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A54FF40>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.4909090909090909,,
TRZ00953,Cc1nnc(-c2nc3c(=O)[nH]c4cc(Cl)ccc4n3n2)nc1C,327.74,1.69,101.72,1,6,1,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C0C80>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,3.0,False,True,0.3088235294117647,,
TRZ00958,Cc1nnc(-c2cc(-c3ccc(Cl)cc3)nn2CC(O)COc2ccc(Cl)cc2)nc1C,470.36,4.77,85.95,1,6,7,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C0EB0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,3.0,False,True,0.3382352941176471,,
TRZ00970,Cc1nnc(-c2cc(-c3ccccc3)nn2CC(O)COc2ccc(Cl)cc2)nc1C,435.92,4.11,85.95,1,6,7,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C1230>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,3.0,False,True,0.323943661971831,,
TRZ00971,COc1ccccc1OCC(O)Cn1nc(-c2ccccc2)cc1-c1nnc(C)c(C)n1,431.5,3.47,95.18,1,7,8,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C12A0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,4.0,False,True,0.3055555555555556,,
TRZ00972,COc1ccccc1OCC(O)Cn1nc(-c2ccc(Cl)cc2)cc1-c1nnc(C)c(C)n1,465.94,4.12,95.18,1,7,8,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C1310>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,4.0,False,True,0.29333333333333333,,
TRZ00973,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)n(CC(O)COc3ccc(Cl)cc3)n2)cc1,465.94,4.12,95.18,1,7,8,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C1380>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,4.0,False,True,0.3194444444444444,,
TRZ00974,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)n(CC(O)COc3ccccc3OC)n2)cc1,461.52,3.48,104.41,1,8,9,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C13F0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,5.0,False,True,0.3287671232876712,,
TRZ01003,Cc1nnc(-c2nc([N+](=O)[O-])cn2Cc2ccc(OC(F)(F)F)cc2)nc1C,394.31,3.21,108.86,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C1D20>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,4.0,False,True,0.3880597014925373,,
TRZ01043,Cc1nnc(-c2nc(-c3ccc(C(F)(F)F)nc3)cc(-c3ccco3)n2)nc1C,398.35,4.29,90.48,0,7,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C2C00>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,4.0,False,True,0.32857142857142857,,
TRZ01100,Cc1nnc(-c2nc(C(C)C)cs2)nc1C,234.33,2.74,51.56,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C4350>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,2.0,2.0,False,True,0.4318181818181818,,
TRZ01137,Cc1nnc(-c2ccc(NCc3ccc(F)cc3)cn2)nc1C,309.35,3.3,63.59,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C5230>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.32727272727272727,,
TRZ01158,Cc1nnc(C(=O)Nc2cccccc2=O)nc1C,256.26,1.1,84.84,1,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C5A80>,only_pos2_notbridged,False,True,False,False,False,True,False,False,True,False,False,pos2_notinring,2.0,2.0,False,True,0.24074074074074073,,
TRZ01218,Cc1nnc(-c2ccc(COc3cc(Cl)ccc3Cl)o2)nc1C,350.21,4.63,61.04,0,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C6F80>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.5849056603773585,,
TRZ01251,Cc1nnc(-c2ccc(COc3ccc(F)cc3)o2)nc1C,299.31,3.47,61.04,0,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C7CA0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.7021276595744681,,
TRZ01296,Cc1nnc(-c2nnc3ccccc3n2)nc1C,238.25,1.49,77.34,0,6,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C9000>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,3.0,False,True,0.38095238095238093,,
TRZ01544,Cc1nnc(-c2ccc(CSc3ccc(C(F)(F)F)cn3)o2)nc1C,366.37,4.45,64.7,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1CF760>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,3.0,False,True,1.0,,
TRZ01581,Cc1nnc(-c2cc3c(cn2)sc2ccccc23)nc1C,292.37,3.92,51.56,0,5,1,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1D06D0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,2.0,False,True,0.36538461538461536,,
TRZ01776,Cc1nnc(-c2nc(-c3ccc(C(F)(F)F)nc3)cc(-c3ncco3)n2)nc1C,399.34,3.68,103.37,0,8,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1D4DD0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,5.0,False,True,0.3188405797101449,,
TRZ01884,Cc1nnc(-c2nc3ncccc3n2C)nc1C,240.27,1.44,69.38,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1D76F0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.3137254901960784,,
TRZ01999,Cc1nnc(-c2nc(-c3cccs3)no2)nc1C,259.29,2.27,77.59,0,7,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1DA490>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,4.0,False,True,0.5581395348837209,,
TRZ02177,Cc1nnc(-c2ccc(CO)o2)nc1C,205.22,1.24,72.04,1,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1DEF10>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,2.0,2.0,False,True,0.5434782608695652,,
TRZ02228,Cc1nnc(-c2nc3cc(C(F)(F)F)ccc3s2)nc1C,310.3,3.78,51.56,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1E0580>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.42105263157894735,,
TRZ02274,Cc1nnc(C(=O)n2ccnc2)nc1C,203.21,0.37,73.56,0,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1E17E0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,True,False,False,pos2_both,2.0,2.0,False,True,0.22580645161290322,,
TRZ02332,COc1ccc(/C=C(/NC(=O)c2ccc(Br)o2)c2nnc(C)c(C)n2)cc1,429.27,3.78,90.14,1,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1E30D0>,only_pos2_notbridged,False,True,False,False,False,True,False,False,True,False,False,pos2_notinring,3.0,3.0,False,True,0.25333333333333335,,
TRZ02337,COc1ccc(OC)c(NC(=O)c2nnc(C)c(C)n2)c1,288.31,1.76,86.23,1,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1E3300>,only_pos2_notbridged,False,True,False,False,False,True,False,False,True,False,False,pos2_notinring,2.0,3.0,False,True,0.3333333333333333,,
TRZ02366,Cc1nnc(-c2ccc(CN(C)C)o2)nc1C,232.29,1.81,55.05,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1E3F40>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,2.0,2.0,False,True,0.5208333333333334,,
TRZ02379,Cc1nnc(-c2nc(-c3ccccc3)c(C)o2)nc1C,266.3,3.12,64.7,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1E4580>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.37735849056603776,,
TRZ02387,Cc1nnc(-c2nc(COc3ccccc3Cl)no2)nc1C,317.74,2.77,86.82,0,7,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1E4900>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,4.0,False,True,0.3888888888888889,,
TRZ02396,Cc1nc(-c2noc(-c3nnc(C)c(C)n3)n2)cs1,274.31,1.97,90.48,0,8,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1E4C80>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,5.0,False,True,1.0,,
TRZ02644,Cc1nnc(-c2ncco2)nc1C,176.18,1.14,64.7,0,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1EB450>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,2.0,2.0,False,True,0.40476190476190477,,
TRZ02652,COc1ccc2nc(-c3nnc(C)c(C)n3)sc2c1,272.33,2.77,60.79,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1EB7D0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,3.0,False,True,0.39655172413793105,,
TRZ02677,Cc1nnc(-c2cc3cccc([N+](=O)[O-])c3[nH]2)nc1C,269.26,2.54,97.6,1,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1EC2E0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.38095238095238093,,
TRZ02699,Cc1nnc(-c2nccs2)nc1C,192.25,1.61,51.56,0,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1ECB30>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,2.0,2.0,False,True,0.42857142857142855,,
TRZ02749,Cc1nnc(-c2nc(-c3ccccc3)cs2)nc1C,268.35,3.28,51.56,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1EE110>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.5714285714285714,,
TRZ02771,Cc1nnc(-c2cccc(C(=O)O)n2)nc1C,230.23,1.25,88.86,1,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1EE9D0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,2.0,2.0,False,True,0.3829787234042553,,
TRZ03585,CCOc1cc(OCC(F)(F)F)c2nc(-c3nnc(C)c(C)n3)cc(C)c2c1,392.38,4.35,70.02,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B200820>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,3.0,False,True,0.3582089552238806,,
TRZ03709,Cc1nnc(-c2nc(-c3ccccn3)nn2Cc2ccccc2F)nc1C,361.38,3.0,82.27,0,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B202F80>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,3.0,False,True,0.2835820895522388,,
TRZ03903,Cc1ccc([N+](=O)[O-])c(NC(=O)c2nnc(C)c(C)n2)c1F,305.27,2.1,110.91,1,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B207530>,only_pos2_notbridged,False,True,False,False,False,True,False,False,True,False,False,pos2_notinring,2.0,3.0,False,True,0.2857142857142857,,
TRZ03942,Cc1nnc(-c2nc3ccc(F)cc3s2)nc1C,260.3,2.9,51.56,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B2084A0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.36,,
TRZ03970,Cc1nnc(-c2nc(-c3ccc(OC(F)(F)F)cc3)cs2)nc1C,352.34,4.18,60.79,0,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B208F20>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,3.0,False,True,0.45098039215686275,,
TRZ03971,Cc1nnc(-c2ncc(-c3ccc(OC(F)(F)F)cc3)o2)nc1C,336.27,3.71,73.93,0,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B208F90>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,3.0,False,True,0.4098360655737705,,
TRZ03987,Cc1nnc(-c2cc3cc(Cl)ncc3n2OC(=O)C(F)(F)F)nc1C,371.71,2.68,82.79,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B2095B0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,3.0,False,True,0.3188405797101449,,
TRZ04021,Cc1nnc(-c2cc(C)c3cc(OCC(F)(F)F)cc(OCC(F)(F)F)c3n2)nc1C,446.35,4.89,70.02,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B209FC0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,3.0,False,True,0.375,,
TRZ04691,Cc1nnc(/C(=C\c2cccc(O)c2O)N(C)CCN(C)Cc2cccc(C(F)(F)F)c2)nc1C,487.53,4.48,85.61,2,7,8,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B218740>,only_pos2_notbridged,False,True,False,False,False,True,False,False,True,False,False,pos2_notinring,3.0,4.0,False,True,0.2235294117647059,,
TRZ04950,Cc1nnc(-c2ccc(S(=O)(=O)c3ccc(OC(F)(F)F)cc3)cn2)nc1C,410.38,3.28,94.93,0,7,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B21D7E0>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,4.0,False,True,0.4426229508196721,,
TRZ05258,Cc1nnc(-c2ccc(Nc3ncc(-c4ccc(C(F)(F)F)cc4)o3)cn2)nc1C,412.38,4.97,89.62,1,7,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B224040>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,4.0,False,True,0.39705882352941174,,
TRZ05384,Cc1nnc(-c2nc3cc(F)c(F)cc3s2)nc1C,278.29,3.04,51.56,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B226C00>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.3469387755102041,,
TRZ05385,Cc1nnc(-c2nc3cnc(F)cc3s2)nc1C,261.28,2.3,64.45,0,6,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B226C70>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,3.0,False,True,0.3684210526315789,,
TRZ05558,Cc1nnc(-c2nc3cc(C#N)c(F)cc3s2)nc1C,285.31,2.78,75.35,0,6,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B22A960>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,3.0,False,True,0.31746031746031744,,
TRZ05562,Cc1nnc(-c2cc3c(F)cncc3s2)nc1C,260.3,2.9,51.56,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B22AB20>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,3.0,2.0,False,True,0.3333333333333333,,
TRZ05748,Cc1nnc(-c2ncc3c(F)cc(SCc4ccccc4)cn23)nc1C,365.44,4.23,55.97,0,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B22E880>,only_pos2_notbridged,False,True,False,False,False,True,False,True,False,False,False,pos2_inring,4.0,2.0,False,True,0.3055555555555556,,
TRZ00042,Cc1nnc(-c2cnccn2)nc1C,187.21,0.95,64.45,0,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A545FC0>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,2.0,2.0,False,True,0.36538461538461536,,
TRZ00279,Cc1cc(-c2nc(C)c(-c3nnc(C)c(C)n3)s2)no1,287.35,2.88,77.59,0,7,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A540510>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,3.0,4.0,False,True,0.5,,
TRZ00399,Cc1nnc(-c2sc(-c3cccs3)nc2C)nc1C,288.4,3.65,51.56,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A543140>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,3.0,3.0,False,True,1.0,,
TRZ00590,Cc1nnc(-c2c(C)nc3sccn23)nc1C,245.31,2.17,55.97,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A5803C0>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,3.0,2.0,False,True,0.3541666666666667,,
TRZ00625,Cc1nnc(-c2csc(CS(=O)(=O)c3ccc(Cl)cc3)n2)nc1C,380.88,3.24,85.7,0,7,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A518A50>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,3.0,4.0,False,True,0.5185185185185185,,
TRZ00628,Cc1nnc(-c2csc(-c3ncc(C(F)(F)F)cc3Cl)n2)nc1C,371.78,4.35,64.45,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A518BA0>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,3.0,3.0,False,True,1.0,,
TRZ00729,Cc1nnc(-c2cnc3ccccc3n2)nc1C,237.27,2.1,64.45,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016A51ADC0>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,3.0,2.0,False,True,0.4,,
TRZ01080,Cc1nnc(-c2csc(COc3cc(Cl)cc(Cl)c3)n2)nc1C,367.26,4.5,60.79,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1C3A70>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,3.0,3.0,False,True,1.0,,
TRZ01527,Cc1nnc(-c2csc(-c3ccc(C(F)(F)F)cn3)n2)nc1C,337.33,3.69,64.45,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1CF060>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,3.0,3.0,False,True,0.6470588235294118,,
TRZ01893,Cc1nnc(-c2csc(C(C)NC(=O)OC(C)(C)C)n2)nc1C,335.43,3.2,89.89,1,7,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1D7A70>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,2.0,4.0,False,True,0.375,,
TRZ01894,Cc1nnc(-c2csc(C(C)N)n2)nc1C,235.32,1.63,77.58,1,6,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1D7AE0>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,2.0,3.0,False,True,0.4772727272727273,,
TRZ01896,Cc1nnc(-c2csc(C(CC(C)C)NC(=O)OC(C)(C)C)n2)nc1C,377.51,4.22,89.89,1,7,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1D7BC0>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,2.0,4.0,False,True,0.359375,,
TRZ02000,Cc1nnc(-c2csc(COc3ccccc3Cl)n2)nc1C,332.82,3.84,60.79,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1DA500>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,3.0,3.0,False,True,0.64,,
TRZ02390,Cc1nnc(-c2sc(COc3ccc(C(C)(C)C)cc3)nc2C)nc1C,368.51,4.8,60.79,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1E49E0>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,3.0,3.0,False,True,1.0,,
TRZ02392,Cc1nnc(-c2csc(-c3cccs3)n2)nc1C,274.37,3.34,51.56,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002016B1E4AC0>,both_notbridged,False,True,True,False,False,True,True,True,False,True,False,pos2_inring+pos3_inring,3.0,3.0,False,True,1.0,,
