molecule_id,triazine_smiles,metal,cmplx_smiles
TRZ00849,Cc1nnc(-c2cc(-c3ccccc3)on2)nc1C,Fe3+,Cc1nnc(-c2cc(-c3ccccc3)on2)nc1C.[Fe+3]
TRZ00850,Cc1nnc(Cc2ccccn2)nc1C,Cu2+,Cc1nnc(Cc2ccccn2)nc1C.[Cu+2]
TRZ00850,Cc1nnc(Cc2ccccn2)nc1C,Zn2+,Cc1nnc(Cc2ccccn2)nc1C.[Zn+2]
TRZ00850,Cc1nnc(Cc2ccccn2)nc1C,Fe2+,Cc1nnc(Cc2ccccn2)nc1C.[Fe+2]
TRZ00850,Cc1nnc(Cc2ccccn2)nc1C,Fe3+,Cc1nnc(Cc2ccccn2)nc1C.[Fe+3]
TRZ00851,Cc1nnc(-c2ccc(-c3ccccc3)s2)nc1C,Cu2+,Cc1nnc(-c2ccc(-c3ccccc3)s2)nc1C.[Cu+2]
TRZ00851,Cc1nnc(-c2ccc(-c3ccccc3)s2)nc1C,Zn2+,Cc1nnc(-c2ccc(-c3ccccc3)s2)nc1C.[Zn+2]
TRZ00851,Cc1nnc(-c2ccc(-c3ccccc3)s2)nc1C,Fe2+,Cc1nnc(-c2ccc(-c3ccccc3)s2)nc1C.[Fe+2]
TRZ00851,Cc1nnc(-c2ccc(-c3ccccc3)s2)nc1C,Fe3+,Cc1nnc(-c2ccc(-c3ccccc3)s2)nc1C.[Fe+3]
TRZ00852,Cc1nnc(-c2cn[nH]c2)nc1C,Cu2+,Cc1nnc(-c2cn[nH]c2)nc1C.[Cu+2]
TRZ00852,Cc1nnc(-c2cn[nH]c2)nc1C,Zn2+,Cc1nnc(-c2cn[nH]c2)nc1C.[Zn+2]
TRZ00852,Cc1nnc(-c2cn[nH]c2)nc1C,Fe2+,Cc1nnc(-c2cn[nH]c2)nc1C.[Fe+2]
TRZ00852,Cc1nnc(-c2cn[nH]c2)nc1C,Fe3+,Cc1nnc(-c2cn[nH]c2)nc1C.[Fe+3]
TRZ00853,Cc1nnc(-c2cn3ccsc3n2)nc1C,Cu2+,Cc1nnc(-c2cn3ccsc3n2)nc1C.[Cu+2]
TRZ00853,Cc1nnc(-c2cn3ccsc3n2)nc1C,Zn2+,Cc1nnc(-c2cn3ccsc3n2)nc1C.[Zn+2]
TRZ00853,Cc1nnc(-c2cn3ccsc3n2)nc1C,Fe2+,Cc1nnc(-c2cn3ccsc3n2)nc1C.[Fe+2]
TRZ00853,Cc1nnc(-c2cn3ccsc3n2)nc1C,Fe3+,Cc1nnc(-c2cn3ccsc3n2)nc1C.[Fe+3]
TRZ00854,Cc1nnc(-c2ccc3nccn3c2)nc1C,Cu2+,Cc1nnc(-c2ccc3nccn3c2)nc1C.[Cu+2]
TRZ00854,Cc1nnc(-c2ccc3nccn3c2)nc1C,Zn2+,Cc1nnc(-c2ccc3nccn3c2)nc1C.[Zn+2]
TRZ00854,Cc1nnc(-c2ccc3nccn3c2)nc1C,Fe2+,Cc1nnc(-c2ccc3nccn3c2)nc1C.[Fe+2]
TRZ00854,Cc1nnc(-c2ccc3nccn3c2)nc1C,Fe3+,Cc1nnc(-c2ccc3nccn3c2)nc1C.[Fe+3]
TRZ00855,Cc1nnc(-c2nn(C)c3ccccc23)nc1C,Cu2+,Cc1nnc(-c2nn(C)c3ccccc23)nc1C.[Cu+2]
TRZ00855,Cc1nnc(-c2nn(C)c3ccccc23)nc1C,Zn2+,Cc1nnc(-c2nn(C)c3ccccc23)nc1C.[Zn+2]
TRZ00855,Cc1nnc(-c2nn(C)c3ccccc23)nc1C,Fe2+,Cc1nnc(-c2nn(C)c3ccccc23)nc1C.[Fe+2]
TRZ00855,Cc1nnc(-c2nn(C)c3ccccc23)nc1C,Fe3+,Cc1nnc(-c2nn(C)c3ccccc23)nc1C.[Fe+3]
TRZ00856,COc1ccccc1SCc1nnc(C)c(C)n1,Cu2+,COc1ccccc1SCc1nnc(C)c(C)n1.[Cu+2]
TRZ00856,COc1ccccc1SCc1nnc(C)c(C)n1,Zn2+,COc1ccccc1SCc1nnc(C)c(C)n1.[Zn+2]
TRZ00856,COc1ccccc1SCc1nnc(C)c(C)n1,Fe2+,COc1ccccc1SCc1nnc(C)c(C)n1.[Fe+2]
TRZ00856,COc1ccccc1SCc1nnc(C)c(C)n1,Fe3+,COc1ccccc1SCc1nnc(C)c(C)n1.[Fe+3]
TRZ00857,Cc1nnc(CSc2ccccc2O)nc1C,Cu2+,Cc1nnc(CSc2ccccc2O)nc1C.[Cu+2]
TRZ00857,Cc1nnc(CSc2ccccc2O)nc1C,Zn2+,Cc1nnc(CSc2ccccc2O)nc1C.[Zn+2]
TRZ00857,Cc1nnc(CSc2ccccc2O)nc1C,Fe2+,Cc1nnc(CSc2ccccc2O)nc1C.[Fe+2]
TRZ00857,Cc1nnc(CSc2ccccc2O)nc1C,Fe3+,Cc1nnc(CSc2ccccc2O)nc1C.[Fe+3]
TRZ00858,Cc1nnc(-c2cc(Br)ccn2)nc1C,Cu2+,Cc1nnc(-c2cc(Br)ccn2)nc1C.[Cu+2]
TRZ00858,Cc1nnc(-c2cc(Br)ccn2)nc1C,Zn2+,Cc1nnc(-c2cc(Br)ccn2)nc1C.[Zn+2]
TRZ00858,Cc1nnc(-c2cc(Br)ccn2)nc1C,Fe2+,Cc1nnc(-c2cc(Br)ccn2)nc1C.[Fe+2]
TRZ00858,Cc1nnc(-c2cc(Br)ccn2)nc1C,Fe3+,Cc1nnc(-c2cc(Br)ccn2)nc1C.[Fe+3]
TRZ00859,Cc1nsc(-c2nnc(C)c(C)n2)n1,Cu2+,Cc1nsc(-c2nnc(C)c(C)n2)n1.[Cu+2]
TRZ00859,Cc1nsc(-c2nnc(C)c(C)n2)n1,Zn2+,Cc1nsc(-c2nnc(C)c(C)n2)n1.[Zn+2]
TRZ00859,Cc1nsc(-c2nnc(C)c(C)n2)n1,Fe2+,Cc1nsc(-c2nnc(C)c(C)n2)n1.[Fe+2]
TRZ00859,Cc1nsc(-c2nnc(C)c(C)n2)n1,Fe3+,Cc1nsc(-c2nnc(C)c(C)n2)n1.[Fe+3]
TRZ00862,Cc1nnc(-c2nn(CCC(C)C)c(=O)c3ccccc23)nc1C,Cu2+,Cc1nnc(-c2nn(CCC(C)C)c(=O)c3ccccc23)nc1C.[Cu+2]
TRZ00862,Cc1nnc(-c2nn(CCC(C)C)c(=O)c3ccccc23)nc1C,Zn2+,Cc1nnc(-c2nn(CCC(C)C)c(=O)c3ccccc23)nc1C.[Zn+2]
TRZ00862,Cc1nnc(-c2nn(CCC(C)C)c(=O)c3ccccc23)nc1C,Fe2+,Cc1nnc(-c2nn(CCC(C)C)c(=O)c3ccccc23)nc1C.[Fe+2]
TRZ00862,Cc1nnc(-c2nn(CCC(C)C)c(=O)c3ccccc23)nc1C,Fe3+,Cc1nnc(-c2nn(CCC(C)C)c(=O)c3ccccc23)nc1C.[Fe+3]
TRZ00863,Cc1nnc(-c2nn(-c3ccccc3)cc2O)nc1C,Cu2+,Cc1nnc(-c2nn(-c3ccccc3)cc2O)nc1C.[Cu+2]
TRZ00863,Cc1nnc(-c2nn(-c3ccccc3)cc2O)nc1C,Zn2+,Cc1nnc(-c2nn(-c3ccccc3)cc2O)nc1C.[Zn+2]
TRZ00863,Cc1nnc(-c2nn(-c3ccccc3)cc2O)nc1C,Fe2+,Cc1nnc(-c2nn(-c3ccccc3)cc2O)nc1C.[Fe+2]
TRZ00863,Cc1nnc(-c2nn(-c3ccccc3)cc2O)nc1C,Fe3+,Cc1nnc(-c2nn(-c3ccccc3)cc2O)nc1C.[Fe+3]
TRZ00864,Cc1ccc(-c2cc(-c3nnc(C)c(C)n3)[nH]n2)cc1,Cu2+,Cc1ccc(-c2cc(-c3nnc(C)c(C)n3)[nH]n2)cc1.[Cu+2]
TRZ00864,Cc1ccc(-c2cc(-c3nnc(C)c(C)n3)[nH]n2)cc1,Zn2+,Cc1ccc(-c2cc(-c3nnc(C)c(C)n3)[nH]n2)cc1.[Zn+2]
TRZ00864,Cc1ccc(-c2cc(-c3nnc(C)c(C)n3)[nH]n2)cc1,Fe2+,Cc1ccc(-c2cc(-c3nnc(C)c(C)n3)[nH]n2)cc1.[Fe+2]
TRZ00864,Cc1ccc(-c2cc(-c3nnc(C)c(C)n3)[nH]n2)cc1,Fe3+,Cc1ccc(-c2cc(-c3nnc(C)c(C)n3)[nH]n2)cc1.[Fe+3]
TRZ00868,Cc1nnc(CNC(=O)COc2ccccc2)nc1C,Cu2+,Cc1nnc(CNC(=O)COc2ccccc2)nc1C.[Cu+2]
TRZ00868,Cc1nnc(CNC(=O)COc2ccccc2)nc1C,Zn2+,Cc1nnc(CNC(=O)COc2ccccc2)nc1C.[Zn+2]
TRZ00868,Cc1nnc(CNC(=O)COc2ccccc2)nc1C,Fe2+,Cc1nnc(CNC(=O)COc2ccccc2)nc1C.[Fe+2]
TRZ00868,Cc1nnc(CNC(=O)COc2ccccc2)nc1C,Fe3+,Cc1nnc(CNC(=O)COc2ccccc2)nc1C.[Fe+3]
TRZ00871,Cc1nc(C)c(-c2nnc(C)c(C)n2)s1,Cu2+,Cc1nc(C)c(-c2nnc(C)c(C)n2)s1.[Cu+2]
TRZ00871,Cc1nc(C)c(-c2nnc(C)c(C)n2)s1,Zn2+,Cc1nc(C)c(-c2nnc(C)c(C)n2)s1.[Zn+2]
TRZ00871,Cc1nc(C)c(-c2nnc(C)c(C)n2)s1,Fe2+,Cc1nc(C)c(-c2nnc(C)c(C)n2)s1.[Fe+2]
TRZ00871,Cc1nc(C)c(-c2nnc(C)c(C)n2)s1,Fe3+,Cc1nc(C)c(-c2nnc(C)c(C)n2)s1.[Fe+3]
TRZ00872,Cc1csc(-c2nnc(C)c(C)n2)c1Cl,Cu2+,Cc1csc(-c2nnc(C)c(C)n2)c1Cl.[Cu+2]
TRZ00872,Cc1csc(-c2nnc(C)c(C)n2)c1Cl,Zn2+,Cc1csc(-c2nnc(C)c(C)n2)c1Cl.[Zn+2]
TRZ00872,Cc1csc(-c2nnc(C)c(C)n2)c1Cl,Fe2+,Cc1csc(-c2nnc(C)c(C)n2)c1Cl.[Fe+2]
TRZ00872,Cc1csc(-c2nnc(C)c(C)n2)c1Cl,Fe3+,Cc1csc(-c2nnc(C)c(C)n2)c1Cl.[Fe+3]
TRZ00873,CCc1nc2ccccc2n1Cc1nnc(C)c(C)n1,Cu2+,CCc1nc2ccccc2n1Cc1nnc(C)c(C)n1.[Cu+2]
TRZ00873,CCc1nc2ccccc2n1Cc1nnc(C)c(C)n1,Zn2+,CCc1nc2ccccc2n1Cc1nnc(C)c(C)n1.[Zn+2]
TRZ00873,CCc1nc2ccccc2n1Cc1nnc(C)c(C)n1,Fe2+,CCc1nc2ccccc2n1Cc1nnc(C)c(C)n1.[Fe+2]
TRZ00873,CCc1nc2ccccc2n1Cc1nnc(C)c(C)n1,Fe3+,CCc1nc2ccccc2n1Cc1nnc(C)c(C)n1.[Fe+3]
TRZ00875,Cc1ccc(-c2nnc(C)c(C)n2)o1,Cu2+,Cc1ccc(-c2nnc(C)c(C)n2)o1.[Cu+2]
TRZ00875,Cc1ccc(-c2nnc(C)c(C)n2)o1,Zn2+,Cc1ccc(-c2nnc(C)c(C)n2)o1.[Zn+2]
TRZ00875,Cc1ccc(-c2nnc(C)c(C)n2)o1,Fe2+,Cc1ccc(-c2nnc(C)c(C)n2)o1.[Fe+2]
TRZ00875,Cc1ccc(-c2nnc(C)c(C)n2)o1,Fe3+,Cc1ccc(-c2nnc(C)c(C)n2)o1.[Fe+3]
TRZ00876,COc1ccc(-c2ccc(-c3nnc(C)c(C)n3)c(C)n2)cc1,Cu2+,COc1ccc(-c2ccc(-c3nnc(C)c(C)n3)c(C)n2)cc1.[Cu+2]
TRZ00876,COc1ccc(-c2ccc(-c3nnc(C)c(C)n3)c(C)n2)cc1,Zn2+,COc1ccc(-c2ccc(-c3nnc(C)c(C)n3)c(C)n2)cc1.[Zn+2]
TRZ00876,COc1ccc(-c2ccc(-c3nnc(C)c(C)n3)c(C)n2)cc1,Fe2+,COc1ccc(-c2ccc(-c3nnc(C)c(C)n3)c(C)n2)cc1.[Fe+2]
TRZ00876,COc1ccc(-c2ccc(-c3nnc(C)c(C)n3)c(C)n2)cc1,Fe3+,COc1ccc(-c2ccc(-c3nnc(C)c(C)n3)c(C)n2)cc1.[Fe+3]
TRZ00877,CCOc1ccccc1-c1nnc(C)c(C)n1,Cu2+,CCOc1ccccc1-c1nnc(C)c(C)n1.[Cu+2]
TRZ00877,CCOc1ccccc1-c1nnc(C)c(C)n1,Zn2+,CCOc1ccccc1-c1nnc(C)c(C)n1.[Zn+2]
TRZ00877,CCOc1ccccc1-c1nnc(C)c(C)n1,Fe2+,CCOc1ccccc1-c1nnc(C)c(C)n1.[Fe+2]
TRZ00877,CCOc1ccccc1-c1nnc(C)c(C)n1,Fe3+,CCOc1ccccc1-c1nnc(C)c(C)n1.[Fe+3]
TRZ00879,Cc1nnc(C(NC(=O)OC(C)(C)C)c2ccccc2)nc1C,Cu2+,Cc1nnc(C(NC(=O)OC(C)(C)C)c2ccccc2)nc1C.[Cu+2]
TRZ00879,Cc1nnc(C(NC(=O)OC(C)(C)C)c2ccccc2)nc1C,Zn2+,Cc1nnc(C(NC(=O)OC(C)(C)C)c2ccccc2)nc1C.[Zn+2]
TRZ00879,Cc1nnc(C(NC(=O)OC(C)(C)C)c2ccccc2)nc1C,Fe2+,Cc1nnc(C(NC(=O)OC(C)(C)C)c2ccccc2)nc1C.[Fe+2]
TRZ00879,Cc1nnc(C(NC(=O)OC(C)(C)C)c2ccccc2)nc1C,Fe3+,Cc1nnc(C(NC(=O)OC(C)(C)C)c2ccccc2)nc1C.[Fe+3]
TRZ00880,Cc1nnc(COc2ccccc2C#N)nc1C,Cu2+,Cc1nnc(COc2ccccc2C#N)nc1C.[Cu+2]
TRZ00880,Cc1nnc(COc2ccccc2C#N)nc1C,Zn2+,Cc1nnc(COc2ccccc2C#N)nc1C.[Zn+2]
TRZ00880,Cc1nnc(COc2ccccc2C#N)nc1C,Fe2+,Cc1nnc(COc2ccccc2C#N)nc1C.[Fe+2]
TRZ00880,Cc1nnc(COc2ccccc2C#N)nc1C,Fe3+,Cc1nnc(COc2ccccc2C#N)nc1C.[Fe+3]
TRZ00881,Cc1ccc(C(=O)Nc2ccccc2-c2nnc(C)c(C)n2)cc1,Cu2+,Cc1ccc(C(=O)Nc2ccccc2-c2nnc(C)c(C)n2)cc1.[Cu+2]
TRZ00881,Cc1ccc(C(=O)Nc2ccccc2-c2nnc(C)c(C)n2)cc1,Zn2+,Cc1ccc(C(=O)Nc2ccccc2-c2nnc(C)c(C)n2)cc1.[Zn+2]
TRZ00881,Cc1ccc(C(=O)Nc2ccccc2-c2nnc(C)c(C)n2)cc1,Fe2+,Cc1ccc(C(=O)Nc2ccccc2-c2nnc(C)c(C)n2)cc1.[Fe+2]
TRZ00881,Cc1ccc(C(=O)Nc2ccccc2-c2nnc(C)c(C)n2)cc1,Fe3+,Cc1ccc(C(=O)Nc2ccccc2-c2nnc(C)c(C)n2)cc1.[Fe+3]
TRZ00882,Cc1ccc(-c2nnc(C)c(C)n2)s1,Cu2+,Cc1ccc(-c2nnc(C)c(C)n2)s1.[Cu+2]
TRZ00882,Cc1ccc(-c2nnc(C)c(C)n2)s1,Zn2+,Cc1ccc(-c2nnc(C)c(C)n2)s1.[Zn+2]
TRZ00882,Cc1ccc(-c2nnc(C)c(C)n2)s1,Fe2+,Cc1ccc(-c2nnc(C)c(C)n2)s1.[Fe+2]
TRZ00882,Cc1ccc(-c2nnc(C)c(C)n2)s1,Fe3+,Cc1ccc(-c2nnc(C)c(C)n2)s1.[Fe+3]
TRZ00886,Cc1nnc(-c2cc(F)ccc2N)nc1C,Cu2+,Cc1nnc(-c2cc(F)ccc2N)nc1C.[Cu+2]
TRZ00886,Cc1nnc(-c2cc(F)ccc2N)nc1C,Zn2+,Cc1nnc(-c2cc(F)ccc2N)nc1C.[Zn+2]
TRZ00886,Cc1nnc(-c2cc(F)ccc2N)nc1C,Fe2+,Cc1nnc(-c2cc(F)ccc2N)nc1C.[Fe+2]
TRZ00886,Cc1nnc(-c2cc(F)ccc2N)nc1C,Fe3+,Cc1nnc(-c2cc(F)ccc2N)nc1C.[Fe+3]
TRZ00887,Cc1nnc(-c2cc(-c3ccc(Br)cc3)on2)nc1C,Cu2+,Cc1nnc(-c2cc(-c3ccc(Br)cc3)on2)nc1C.[Cu+2]
TRZ00887,Cc1nnc(-c2cc(-c3ccc(Br)cc3)on2)nc1C,Zn2+,Cc1nnc(-c2cc(-c3ccc(Br)cc3)on2)nc1C.[Zn+2]
TRZ00887,Cc1nnc(-c2cc(-c3ccc(Br)cc3)on2)nc1C,Fe2+,Cc1nnc(-c2cc(-c3ccc(Br)cc3)on2)nc1C.[Fe+2]
TRZ00887,Cc1nnc(-c2cc(-c3ccc(Br)cc3)on2)nc1C,Fe3+,Cc1nnc(-c2cc(-c3ccc(Br)cc3)on2)nc1C.[Fe+3]
TRZ00888,Cc1nnc(CS(=O)(=O)Nc2ncccn2)nc1C,Cu2+,Cc1nnc(CS(=O)(=O)Nc2ncccn2)nc1C.[Cu+2]
TRZ00888,Cc1nnc(CS(=O)(=O)Nc2ncccn2)nc1C,Zn2+,Cc1nnc(CS(=O)(=O)Nc2ncccn2)nc1C.[Zn+2]
TRZ00888,Cc1nnc(CS(=O)(=O)Nc2ncccn2)nc1C,Fe2+,Cc1nnc(CS(=O)(=O)Nc2ncccn2)nc1C.[Fe+2]
TRZ00888,Cc1nnc(CS(=O)(=O)Nc2ncccn2)nc1C,Fe3+,Cc1nnc(CS(=O)(=O)Nc2ncccn2)nc1C.[Fe+3]
TRZ00889,Cc1nnc(-c2cn(C3CC3)c3cc(N4CCN(C(=O)c5ccccc5)CC4)c(F)cc3c2=O)nc1C,Cu2+,Cc1nnc(-c2cn(C3CC3)c3cc(N4CCN(C(=O)c5ccccc5)CC4)c(F)cc3c2=O)nc1C.[Cu+2]
TRZ00889,Cc1nnc(-c2cn(C3CC3)c3cc(N4CCN(C(=O)c5ccccc5)CC4)c(F)cc3c2=O)nc1C,Zn2+,Cc1nnc(-c2cn(C3CC3)c3cc(N4CCN(C(=O)c5ccccc5)CC4)c(F)cc3c2=O)nc1C.[Zn+2]
TRZ00889,Cc1nnc(-c2cn(C3CC3)c3cc(N4CCN(C(=O)c5ccccc5)CC4)c(F)cc3c2=O)nc1C,Fe2+,Cc1nnc(-c2cn(C3CC3)c3cc(N4CCN(C(=O)c5ccccc5)CC4)c(F)cc3c2=O)nc1C.[Fe+2]
TRZ00889,Cc1nnc(-c2cn(C3CC3)c3cc(N4CCN(C(=O)c5ccccc5)CC4)c(F)cc3c2=O)nc1C,Fe3+,Cc1nnc(-c2cn(C3CC3)c3cc(N4CCN(C(=O)c5ccccc5)CC4)c(F)cc3c2=O)nc1C.[Fe+3]
TRZ00892,Cc1nnc(-c2n[nH]c3ccccc23)nc1C,Cu2+,Cc1nnc(-c2n[nH]c3ccccc23)nc1C.[Cu+2]
TRZ00892,Cc1nnc(-c2n[nH]c3ccccc23)nc1C,Zn2+,Cc1nnc(-c2n[nH]c3ccccc23)nc1C.[Zn+2]
TRZ00892,Cc1nnc(-c2n[nH]c3ccccc23)nc1C,Fe2+,Cc1nnc(-c2n[nH]c3ccccc23)nc1C.[Fe+2]
TRZ00892,Cc1nnc(-c2n[nH]c3ccccc23)nc1C,Fe3+,Cc1nnc(-c2n[nH]c3ccccc23)nc1C.[Fe+3]
TRZ00893,Cc1nnc(CNC(=O)c2ccc(F)cc2)nc1C,Cu2+,Cc1nnc(CNC(=O)c2ccc(F)cc2)nc1C.[Cu+2]
TRZ00893,Cc1nnc(CNC(=O)c2ccc(F)cc2)nc1C,Zn2+,Cc1nnc(CNC(=O)c2ccc(F)cc2)nc1C.[Zn+2]
TRZ00893,Cc1nnc(CNC(=O)c2ccc(F)cc2)nc1C,Fe2+,Cc1nnc(CNC(=O)c2ccc(F)cc2)nc1C.[Fe+2]
TRZ00893,Cc1nnc(CNC(=O)c2ccc(F)cc2)nc1C,Fe3+,Cc1nnc(CNC(=O)c2ccc(F)cc2)nc1C.[Fe+3]
TRZ00895,Cc1nnc(CSCc2ccc(Cl)cc2Cl)nc1C,Cu2+,Cc1nnc(CSCc2ccc(Cl)cc2Cl)nc1C.[Cu+2]
TRZ00895,Cc1nnc(CSCc2ccc(Cl)cc2Cl)nc1C,Zn2+,Cc1nnc(CSCc2ccc(Cl)cc2Cl)nc1C.[Zn+2]
TRZ00895,Cc1nnc(CSCc2ccc(Cl)cc2Cl)nc1C,Fe2+,Cc1nnc(CSCc2ccc(Cl)cc2Cl)nc1C.[Fe+2]
TRZ00895,Cc1nnc(CSCc2ccc(Cl)cc2Cl)nc1C,Fe3+,Cc1nnc(CSCc2ccc(Cl)cc2Cl)nc1C.[Fe+3]
TRZ00896,COc1ccccc1NC(=O)N[C@@H](Cc1c[nH]c2ccccc12)c1nnc(C)c(C)n1,Cu2+,COc1ccccc1NC(=O)N[C@@H](Cc1c[nH]c2ccccc12)c1nnc(C)c(C)n1.[Cu+2]
TRZ00896,COc1ccccc1NC(=O)N[C@@H](Cc1c[nH]c2ccccc12)c1nnc(C)c(C)n1,Zn2+,COc1ccccc1NC(=O)N[C@@H](Cc1c[nH]c2ccccc12)c1nnc(C)c(C)n1.[Zn+2]
TRZ00896,COc1ccccc1NC(=O)N[C@@H](Cc1c[nH]c2ccccc12)c1nnc(C)c(C)n1,Fe2+,COc1ccccc1NC(=O)N[C@@H](Cc1c[nH]c2ccccc12)c1nnc(C)c(C)n1.[Fe+2]
TRZ00896,COc1ccccc1NC(=O)N[C@@H](Cc1c[nH]c2ccccc12)c1nnc(C)c(C)n1,Fe3+,COc1ccccc1NC(=O)N[C@@H](Cc1c[nH]c2ccccc12)c1nnc(C)c(C)n1.[Fe+3]
TRZ00897,CCCCc1nc2ccccc2n1Cc1nnc(C)c(C)n1,Cu2+,CCCCc1nc2ccccc2n1Cc1nnc(C)c(C)n1.[Cu+2]
TRZ00897,CCCCc1nc2ccccc2n1Cc1nnc(C)c(C)n1,Zn2+,CCCCc1nc2ccccc2n1Cc1nnc(C)c(C)n1.[Zn+2]
TRZ00897,CCCCc1nc2ccccc2n1Cc1nnc(C)c(C)n1,Fe2+,CCCCc1nc2ccccc2n1Cc1nnc(C)c(C)n1.[Fe+2]
TRZ00897,CCCCc1nc2ccccc2n1Cc1nnc(C)c(C)n1,Fe3+,CCCCc1nc2ccccc2n1Cc1nnc(C)c(C)n1.[Fe+3]
TRZ00898,CCn1cnc2c1c(=O)n(Cc1nnc(C)c(C)n1)c(=O)n2Cc1ccccc1,Cu2+,CCn1cnc2c1c(=O)n(Cc1nnc(C)c(C)n1)c(=O)n2Cc1ccccc1.[Cu+2]
TRZ00898,CCn1cnc2c1c(=O)n(Cc1nnc(C)c(C)n1)c(=O)n2Cc1ccccc1,Zn2+,CCn1cnc2c1c(=O)n(Cc1nnc(C)c(C)n1)c(=O)n2Cc1ccccc1.[Zn+2]
TRZ00898,CCn1cnc2c1c(=O)n(Cc1nnc(C)c(C)n1)c(=O)n2Cc1ccccc1,Fe2+,CCn1cnc2c1c(=O)n(Cc1nnc(C)c(C)n1)c(=O)n2Cc1ccccc1.[Fe+2]
TRZ00898,CCn1cnc2c1c(=O)n(Cc1nnc(C)c(C)n1)c(=O)n2Cc1ccccc1,Fe3+,CCn1cnc2c1c(=O)n(Cc1nnc(C)c(C)n1)c(=O)n2Cc1ccccc1.[Fe+3]
TRZ00899,Cc1nnc(C2CN(S(C)(=O)=O)c3cc(Cl)ccc3O2)nc1C,Cu2+,Cc1nnc(C2CN(S(C)(=O)=O)c3cc(Cl)ccc3O2)nc1C.[Cu+2]
TRZ00899,Cc1nnc(C2CN(S(C)(=O)=O)c3cc(Cl)ccc3O2)nc1C,Zn2+,Cc1nnc(C2CN(S(C)(=O)=O)c3cc(Cl)ccc3O2)nc1C.[Zn+2]
TRZ00899,Cc1nnc(C2CN(S(C)(=O)=O)c3cc(Cl)ccc3O2)nc1C,Fe2+,Cc1nnc(C2CN(S(C)(=O)=O)c3cc(Cl)ccc3O2)nc1C.[Fe+2]
TRZ00899,Cc1nnc(C2CN(S(C)(=O)=O)c3cc(Cl)ccc3O2)nc1C,Fe3+,Cc1nnc(C2CN(S(C)(=O)=O)c3cc(Cl)ccc3O2)nc1C.[Fe+3]
TRZ00901,Cc1nc(C)c(-c2nnc(-c3ccccc3Cl)o2)cc1-c1nnc(C)c(C)n1,Cu2+,Cc1nc(C)c(-c2nnc(-c3ccccc3Cl)o2)cc1-c1nnc(C)c(C)n1.[Cu+2]
TRZ00901,Cc1nc(C)c(-c2nnc(-c3ccccc3Cl)o2)cc1-c1nnc(C)c(C)n1,Zn2+,Cc1nc(C)c(-c2nnc(-c3ccccc3Cl)o2)cc1-c1nnc(C)c(C)n1.[Zn+2]
TRZ00901,Cc1nc(C)c(-c2nnc(-c3ccccc3Cl)o2)cc1-c1nnc(C)c(C)n1,Fe2+,Cc1nc(C)c(-c2nnc(-c3ccccc3Cl)o2)cc1-c1nnc(C)c(C)n1.[Fe+2]
TRZ00901,Cc1nc(C)c(-c2nnc(-c3ccccc3Cl)o2)cc1-c1nnc(C)c(C)n1,Fe3+,Cc1nc(C)c(-c2nnc(-c3ccccc3Cl)o2)cc1-c1nnc(C)c(C)n1.[Fe+3]
TRZ00903,Cc1nnc(-c2[nH]cnc2N=NN(C)C2CCCCC2)nc1C,Cu2+,Cc1nnc(-c2[nH]cnc2N=NN(C)C2CCCCC2)nc1C.[Cu+2]
TRZ00903,Cc1nnc(-c2[nH]cnc2N=NN(C)C2CCCCC2)nc1C,Zn2+,Cc1nnc(-c2[nH]cnc2N=NN(C)C2CCCCC2)nc1C.[Zn+2]
TRZ00903,Cc1nnc(-c2[nH]cnc2N=NN(C)C2CCCCC2)nc1C,Fe2+,Cc1nnc(-c2[nH]cnc2N=NN(C)C2CCCCC2)nc1C.[Fe+2]
TRZ00903,Cc1nnc(-c2[nH]cnc2N=NN(C)C2CCCCC2)nc1C,Fe3+,Cc1nnc(-c2[nH]cnc2N=NN(C)C2CCCCC2)nc1C.[Fe+3]
TRZ00904,Cc1nnc(-c2cnn(Cc3ccccc3)c2N)nc1C,Cu2+,Cc1nnc(-c2cnn(Cc3ccccc3)c2N)nc1C.[Cu+2]
TRZ00904,Cc1nnc(-c2cnn(Cc3ccccc3)c2N)nc1C,Zn2+,Cc1nnc(-c2cnn(Cc3ccccc3)c2N)nc1C.[Zn+2]
TRZ00904,Cc1nnc(-c2cnn(Cc3ccccc3)c2N)nc1C,Fe2+,Cc1nnc(-c2cnn(Cc3ccccc3)c2N)nc1C.[Fe+2]
TRZ00904,Cc1nnc(-c2cnn(Cc3ccccc3)c2N)nc1C,Fe3+,Cc1nnc(-c2cnn(Cc3ccccc3)c2N)nc1C.[Fe+3]
TRZ00905,CCOc1ccc(CC(c2nnc(C)c(C)n2)c2nnc(C)c(C)n2)cc1CN(C)C,Cu2+,CCOc1ccc(CC(c2nnc(C)c(C)n2)c2nnc(C)c(C)n2)cc1CN(C)C.[Cu+2]
TRZ00905,CCOc1ccc(CC(c2nnc(C)c(C)n2)c2nnc(C)c(C)n2)cc1CN(C)C,Zn2+,CCOc1ccc(CC(c2nnc(C)c(C)n2)c2nnc(C)c(C)n2)cc1CN(C)C.[Zn+2]
TRZ00905,CCOc1ccc(CC(c2nnc(C)c(C)n2)c2nnc(C)c(C)n2)cc1CN(C)C,Fe2+,CCOc1ccc(CC(c2nnc(C)c(C)n2)c2nnc(C)c(C)n2)cc1CN(C)C.[Fe+2]
